,Statistical Parity,Equal Opportunity,Average Odds
0,0.93,0.2571428571428571,0.9411764705882353
1,0.9682539682539683,0.6136363636363636,0.8214285714285714
2,0.8,0.6818181818181818,0.9032258064516129
3,0.7936507936507936,0.7241379310344828,0.6716417910447762
4,0.94,0.0,0.35714285714285715
