,variable,importance,correlation,unbalance,statistical_parity,equalized_odds
0,Category_Art,0.0026943751583945463,-0.009863185828604331,1.0042748383762503,0.017204773036081145,-0.12411816624487737
1,Category_Comics,0.0002054127596003763,0.05896995616195357,0.9845780174187034,-0.16238143604299105,0.05047261226110418
2,Category_Crafts,0.00037614544290458517,-0.06371631514028449,1.0151982797307073,0.19144052354306196,-0.3445283001546249
3,Category_Dance,0.00033879766843178947,0.03824798393758099,0.9942887521799016,-0.18091240985127333,-0.01880721459134591
4,Category_Design,0.003054514412239362,0.013608256784028919,0.9939060690949653,-0.023090092840375498,0.050214181190351787
5,Category_Fashion,0.002216857184778087,-0.06912201802419793,1.0269720452199727,0.1320287768842042,-0.12254447413297359
6,Category_Film & Video,0.006818636539461953,0.024762341801606212,0.9830844864700387,-0.030441166258233177,0.030931535330447648
7,Category_Food,0.0014352216190260058,-0.058583312652251036,1.0237493355109943,0.10823199805313932,-0.047347753616640974
8,Category_Games,0.005140654386362775,0.027191527325418633,0.9866762853045092,-0.042825275063771095,0.08634145466562171
9,Category_Journalism,0.0001173787197716436,-0.03686200173639957,1.006362572722462,0.15131770100875416,-0.17768504595190268
10,Category_Music,0.013615931493510813,0.1441617232369315,0.9142497211108693,-0.19531429825455143,0.1777214945001494
11,Category_Photography,0.00040549012284749606,-0.03454216098937264,1.0091524184946483,0.09395203707222707,-0.14347922056707138
12,Category_Publishing,0.003449333742380345,-0.06678478697497786,1.034925517927176,0.09983405441754759,-0.15622550592996026
13,Category_Technology,0.0031185391684784404,-0.07965007046359189,1.0375353446964508,0.12951907970789994,8.144821989653286e-05
14,Category_Theater,0.002328900508196474,0.0765720492405075,0.9792443689275445,-0.20386320236103006,0.030360751938156218
15,Subcategory_3D Printing,0.0,0.0013074995646129856,0.9999178079055533,-0.014575829536459473,0.050649042934766283
16,Subcategory_Academic,0.0,-0.024213946433181085,1.0018821210526405,0.21850067189467404,-0.330097205510951
17,Subcategory_Accessories,3.201237811953916e-05,-0.010203143011461491,1.0013985336413391,0.05249629111705731,-0.1357158335545698
18,Subcategory_Action,2.667698176628264e-06,-0.023185911347478935,1.0016000441567643,0.2355306829977128,-0.38548681203861895
19,Subcategory_Animals,5.335396353256528e-06,-0.012052353667016518,1.0004406047287562,0.23077441165224039,-0.5504613260863073
20,Subcategory_Animation,1.0670792706513055e-05,-0.004920579700226416,1.0006078028474514,0.028051097807993586,0.08621806814139679
21,Subcategory_Anthologies,2.667698176628264e-06,0.02993961162803827,0.9978804464071613,-0.29650053427274564,0.13923220997879593
22,Subcategory_Apparel,0.00020274506142374803,-0.05250239186359901,1.0112320149227076,0.17506397238008312,-0.17742153053310772
23,Subcategory_Apps,0.00012271411612490012,-0.07277157543456653,1.0148153663393609,0.25451691891310874,-0.2672541919394946
24,Subcategory_Architecture,0.0,-0.012349570375773118,1.000866077959957,0.12345447983639207,-0.16413701325924704
25,Subcategory_Art,0.00021875125048351763,-0.0010390659085778508,1.0002402159401864,0.003216494295408212,-0.09470832807107755
26,Subcategory_Art Books,8.00309452988479e-06,0.02347681893472217,0.9969914076473974,-0.12906574660060405,0.01373533846788912
27,Subcategory_Audio,2.667698176628264e-06,-0.00920295749693082,1.0004503129067355,0.13171360111034852,-0.2367716451926793
28,Subcategory_Bacon,2.667698176628264e-06,-0.012711871412585535,1.000480662410627,0.23533649591620603,-0.4253530175711108
29,Subcategory_Blues,0.0,-0.002896938158991992,1.0001164689175917,0.05044448003844154,-0.18130209574838332
30,Subcategory_Calendars,0.0,-0.006695780387615267,1.000312371599967,0.10050333106367071,-0.27775015404823494
