,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.719,0.16,0.676,0.168,0.528,0.317,0.546,0.317,0.495,0.277
1,Random Forest,0.818,0.12,0.744,0.145,0.687,0.214,0.641,0.226,0.635,0.196
2,XGBoost,0.797,0.102,0.742,0.122,0.643,0.211,0.657,0.203,0.63,0.179
