,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.678,0.177,0.642,0.193,0.308,0.367,0.438,0.45,0.344,0.367
1,Random Forest,0.807,0.112,0.768,0.098,0.648,0.25,0.69,0.207,0.656,0.199
2,XGBoost,0.785,0.101,0.757,0.107,0.636,0.229,0.669,0.217,0.641,0.195
