,variable,importance,correlation,unbalance,statistical_parity,equalized_odds
0,age,0.08646808510638296,0.35272002697567056,,-0.003105590062111801,0.004545454545454545
1,sex,0.022808510638297873,-0.24418347078155808,1.4364303178484106,0.0024449877750611247,-0.0032948929159802307
