,variable,importance,correlation,unbalance,statistical_parity,equalized_odds
0,age,0.027000000000000024,0.0386050695231274,0.9502923976608187,-0.044184535412605586,-0.09713114754098356
1,people_liable_for,0.0,0.13399841717206606,,-0.72,1.2792617775619233
2,sex,0.02200000000000002,0.019487798889447572,0.9837962962962964,-0.01822916666666663,-0.05396586243170781
3,status=A11,0.041000000000000036,-0.26504688547472405,1.097972972972973,0.2713097713097713,-0.41611078152453473
4,status=A12,0.018000000000000016,-0.2394201085048437,1.0919540229885056,0.24075235109717874,-0.3214545190351642
5,status=A13,0.01200000000000001,-0.030009942440422852,1.004728132387707,0.05673758865248235,0.10579049198452184
6,status=A14,0.06699999999999999,0.4691257593580794,0.7586367880485528,-0.4290901545803507,0.9239533651298357
7,credit_history=A30,0.008000000000000007,-0.21672865193427168,1.0237686139747997,0.5704467353951891,-1.110154949417339
8,credit_history=A31,0.0010000000000000009,-0.24032148238822093,1.0361552028218697,0.47330447330447334,-0.7865079365079366
9,credit_history=A32,0.025000000000000022,0.0017926199707561565,0.9987515605493134,-0.0016195971252150887,0.07341585282761753
10,credit_history=A33,0.0040000000000000036,-0.07626738588707146,1.014957264957265,0.11965811965811957,-0.19875320010030384
11,credit_history=A34,0.04700000000000004,0.2538410998460898,0.9037290715372908,-0.2567224759005581,0.44086308062743995
12,purpose=A40,0.060999999999999985,-0.27290426544717966,1.1035007610350076,0.27600202942668695,-0.5434353858502465
13,purpose=A41,0.016000000000000014,0.11020817548319496,0.9790528233151183,-0.1774349083895853,0.3506531204644412
14,purpose=A410,0.0,0.04420650995107749,0.9980457844779453,-0.2814070351758794,-0.2780630961115187
15,purpose=A42,0.02100000000000002,0.06236688936951153,0.9793447293447295,-0.06759906759906753,0.22526546397514147
16,purpose=A43,0.025000000000000022,0.14702647644108024,0.9421134421134423,-0.1462397251870936,0.2956258027686599
17,purpose=A44,0.0010000000000000009,0.06267511942419624,0.9960718294051627,-0.2828282828282829,-0.27684729064039415
18,purpose=A45,0.0,-0.01465821131740136,1.0011280315848845,0.05414551607445017,-0.2847117794486216
19,purpose=A46,0.0010000000000000009,-0.06301738839305464,1.0074841681059297,0.15396002960769806,-0.20454545454545459
20,purpose=A48,0.0,0.04420650995107755,0.9980457844779453,-0.2814070351758794,-0.2780630961115187
21,purpose=A49,0.0030000000000000027,-0.0034915979766988003,1.0005973715651135,0.006144393241167445,0.117881101087208
22,savings=A61,0.027000000000000024,-0.13494384049935612,1.100948509485095,0.12319140140553952,-0.19043347003873323
23,savings=A62,0.008000000000000007,-0.12317891599400903,1.0296934865900385,0.16445623342175075,-0.3543219598494083
24,savings=A63,0.0,0.04087595596566439,0.9941520467836259,-0.08421052631578951,-0.3943191311612364
25,savings=A64,0.0030000000000000027,0.07046619372203931,0.9910300925925928,-0.16145833333333337,-0.40163407102418935
26,savings=A65,0.02100000000000002,0.21686965526227486,0.9344993141289437,-0.24821312540610785,0.6247619047619047
27,employment=A71,0.009000000000000008,0.019702760155977363,0.996376811594203,-0.03260869565217395,0.26417910447761195
28,employment=A72,0.02100000000000002,-0.17088859292091083,1.0524499654934438,0.1936614110527154,-0.4071658615136876
29,employment=A73,0.010000000000000009,0.02196256815796752,0.9906045751633986,-0.02113970588235292,0.06775362318840578
30,employment=A74,0.014000000000000012,0.053964818817129744,0.9834368530020703,-0.061156235069278586,-0.12805576776165017
31,employment=A75,0.008000000000000007,0.07545892771440268,0.9757383966244727,-0.08318264014466548,0.14281876533936344
32,other_debtors=A101,0.0010000000000000009,-0.04046840883803792,1.080246913580247,0.06349206349206349,-0.1827342176618174
33,other_debtors=A102,0.0010000000000000009,-0.04318895744254013,1.0054976851851851,0.09895833333333337,-0.1179971988795519
34,other_debtors=A103,0.010000000000000009,0.09197090092274475,0.9868421052631581,-0.18947368421052635,0.4080808080808081
35,property=A121,0.05700000000000003,0.2828894749305017,0.898148148148148,-0.29333333333333333,0.6987176700717236
36,property=A122,0.007000000000000006,0.1604486833469176,0.941461595824012,-0.16528490590867218,0.40556851367239355
37,property=A123,0.013000000000000012,-0.23413840341376055,1.10479797979798,0.22192513368983957,-0.531763652306946
38,property=A124,0.01100000000000001,-0.2252379769613574,1.060157790927022,0.27944264172552014,-0.5040391508133444
39,installment_plans=A141,0.0010000000000000009,-0.14345889447498117,1.0375816993464053,0.18039215686274512,-0.18768037518037517
40,installment_plans=A142,0.0040000000000000036,-0.06131393394849661,1.0087719298245614,0.12631578947368427,-0.16471215351812368
41,installment_plans=A143,0.02300000000000002,0.161470333655423,0.7986111111111112,-0.18125000000000002,0.21262106537530273
42,housing=A151,0.010000000000000009,-0.11362336023709557,1.03319783197832,0.13279132791327908,-0.302788275554233
43,housing=A152,0.031000000000000028,0.18265046063981658,0.8239171374764596,-0.1798293064070201,0.3466635466635467
44,housing=A153,0.016000000000000014,-0.12426653330918458,1.0279347143753923,0.17489560304593466,-0.2140703268362843
45,skill_level=A171,0.0010000000000000009,0.07695560941635748,0.994077834179357,-0.2842639593908629,0.7328320802005012
46,skill_level=A172,0.006000000000000005,0.15116275694031925,0.9521313766596786,-0.16812394539039732,-0.00981651376146786
47,skill_level=A173,0.016000000000000014,-0.04600437062282359,1.037037037037037,0.04266666666666674,0.08231854558476043
48,skill_level=A174,0.0010000000000000009,-0.13292733066571927,1.0355029585798818,0.1649169688871922,-0.29837230544391674
49,telephone=A191,0.0050000000000000044,2.4260677961952768e-17,1.0,0.0,-0.051957458836831394
50,telephone=A192,0.027000000000000024,7.022827831091592e-18,1.0000000000000002,0.0,0.051957458836831394
51,foreign_worker=A201,0.0,-0.08165078899795887,1.234567901234568,0.17684700407213494,-0.608045299816706
52,foreign_worker=A202,0.0040000000000000036,0.08165078899795881,0.9889470622454917,-0.17684700407213494,0.608045299816706
