,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,sex,0.0,0.21874306001036622,0.6417112299465241,-0.09165526675786595,0.29166666666666663,-0.38166894664842677
1,fbs,0.0033333333333333435,0.03754075645154647,0.9917355371900827,-0.018181818181818188,-0.4127906976744186,0.2727272727272728
2,exang,0.0033333333333333435,0.2763416794349949,0.7438016528925622,-0.17613636363636365,0.6823529411764706,-0.32386363636363635
