variable,data,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy
 Unmarried,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,4.67584172268826,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,2.583180136560126,6.591673732008658
 Wife,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,14.417259870633911,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,4.050671646894585,6.591673732008658
 Canada,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,304.8976823671832,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,17.512869356503913,6.591673732008658
 Columbia,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,614.7966382431119,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,24.827388634344256,6.591673732008658
 Cuba,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,188.6869227702488,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,13.804526561749512,6.591673732008658
 Dominican-Republic,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,769.7466047695347,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,27.771370713826688,6.591673732008658
 Ecuador,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,769.7466047695344,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,27.771370713826684,6.591673732008658
 El-Salvador,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,304.8976823671832,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,17.512869356503916,6.591673732008658
 England,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,511.4967689934019,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,22.65317045101106,6.591673732008658
 France,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1027.9967656388983,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,32.08320831915206,6.591673732008658
 Germany,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,304.8976823671831,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,17.512869356503913,6.591673732008658
 Greece,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,614.7966382431119,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,24.82738863434425,6.591673732008658
 Guatemala,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,304.8976823671831,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,17.512869356503913,6.591673732008658
 Haiti,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,769.7466047695341,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,27.771370713826663,6.591673732008658
 Honduras,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502934,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530704,6.591673732008658
 Hungary,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,3093.9999999999995,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,55.62373594069352,6.591673732008658
 Iran,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,437.7112411349945,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,20.96254515833158,6.591673732008658
 Ireland,adult,0.0,1.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502936,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530704,6.591673732008658
 Italy,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,437.71124113499445,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,20.962545158331576,6.591673732008658
 Jamaica,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,304.8976823671831,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,17.512869356503913,6.591673732008658
 Japan,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502936,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530704,6.591673732008658
 Mexico,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,63.87543108490033,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,8.113824105983342,6.591673732008658
 Nicaragua,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502934,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530705,6.591673732008658
 Outlying-US(Guam-USVI-etc),adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502932,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530704,6.591673732008658
 Peru,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,3093.9999999999995,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,55.62373594069352,6.591673732008658
 Poland,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,437.7112411349945,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,20.962545158331576,6.591673732008658
 Portugal,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,3093.999999999999,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,55.62373594069351,6.591673732008658
 Puerto-Rico,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,511.49676899340176,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,22.65317045101106,6.591673732008658
 Scotland,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1544.4974120502936,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,39.31283543530704,6.591673732008658
 Trinadad&Tobago,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,1027.9967656388983,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,32.08320831915205,6.591673732008658
 United-States,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,7.677952984669424,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,-3.1101431281397787,6.591673732008658
 Yugoslavia,adult,0.0,1.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,3093.999999999999,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,55.62373594069351,6.591673732008658
Not known,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,48.4441220696696,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,7.100197715511707,6.591673732008658
age between 10 and 20,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,15.169732321977053,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,4.142454204293103,6.591673732008658
age between 20 and 30,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,-0.5830573157912027,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,1.190512493742537,6.591673732008658
age between 30 and 40,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,-0.8414201904958931,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,1.0766262731589211,6.591673732008658
age between 40 and 50,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,-0.1911609313311326,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,1.3449769720993046,6.591673732008658
age between 50 and 60,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,2.346230309100011,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,2.084397777387053,6.591673732008658
age between 60 and 70,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,11.117513596017693,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,3.620818624804439,6.591673732008658
age>70,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,44.99829871607764,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,6.853408762740879,6.591673732008658
hour<10,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,74.46832658645653,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,8.7418642030084,6.591673732008658
hours between 10 and 20,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,20.859315693193963,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,4.779731413773022,6.591673732008658
hours between 20 and 30,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,8.432829250240955,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,3.229145178154384,6.591673732008658
hours between 30 and 40,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,4.705050464091412,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,2.5888239566307023,6.591673732008658
hour between 40 and 50,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,-1.9412377429756684,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,-0.2449847249131302,6.591673732008658
hour>70,adult,1.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2356173238526179,0.764382676147382,0.5,0.264382676147382,2,0,0,0.0,0.0,0,-1.9574245750175885,3093.9999999999995,340.2210097556352,695.6222958552455,0.062311292122906,-3.1101431281397787,55.62373594069352,11.411047133941334,14.54496753499168,1.4360610820247492,6.591673732008658
race,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,4.914767574967756,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,-2.6289904955190995,6.606650186198215
sex,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,-1.5234350957776497,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,-0.6910499907863326,6.606650186198215
 10th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,25.410408284591952,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,5.233926164540017,6.606650186198215
 11th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,19.24806076780611,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,4.608212125957279,6.606650186198215
 12th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,55.77545915084391,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,7.598644985276138,6.606650186198215
 1st-4th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,177.293846215378,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,13.385785059786452,6.606650186198215
 5th-6th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,98.30385327705348,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,10.012008232664328,6.606650186198215
 7th-8th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,47.53884594095201,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,7.036200441466082,6.606650186198215
 9th,adult,0.0,0.0,1.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,59.57225738064083,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,7.844345067884758,6.606650186198215
 Assoc-acdm,adult,0.0,0.0,0.0,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2391725921137686,0.7608274078862314,0.5,0.2608274078862314,2,0,0,0.0,0.0,0,-1.9672506904292333,3093.9999999999995,426.5657815335612,859.9822881310691,19.438346274351986,-3.06194994153363,55.62373594069352,12.713692070450964,16.323538330229344,4.628799142480346,6.606650186198215
