,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
0,age1830,0.040634797778574906,0.0007862098266191997,0.8631578947368421,0.8235294117647058,1.0070175438596491,0.9607843137254903,0.23529411764705888,-0.1572755417956656,0.27380952380952384,1.9042345401353558,1.96737049960116,0.8482142857142857,-0.9998926347433971,-693.6231510926958,0.17894736842105263,0.03962848297213628
1,age3145,0.1466471150213533,0.009988281408165989,0.8888888888888888,0.7741935483870968,1.0370370370370372,0.9032258064516128,-0.04938271604938271,-0.09000398247710073,-0.0763888888888889,-0.9951582511511488,1.011403526451398,0.7232142857142857,-0.999867056633874,-667.1079358556478,0.38271604938271603,0.11469534050179209
2,age4665,-0.18931483935783802,0.022614870608071394,0.8170731707317073,0.9666666666666667,0.9532520325203252,1.127777777777778,-0.04878048780487809,0.17398373983739834,-0.05572139303482587,-0.8868138082548458,1.0627071575562228,0.7321428571428571,-0.9998688352570829,-668.5259822469384,0.36585365853658536,-0.1495934959349594
3,age66plus,0.007927524902574902,3.128090463511146e-05,0.8589743589743589,0.8529411764705882,1.0021367521367521,0.9950980392156865,-0.05128205128205132,0.019607843137254832,-0.06784260515603802,-1.2730125783552655,0.8660515278369866,0.6964285714285714,-0.9998618784530386,-663.2351096737668,0.4358974358974359,0.006033182503770718
4,female,0.10286889997472795,0.005441072319685311,0.8979591836734694,0.8253968253968254,1.0476190476190477,0.9629629629629631,0.027210884353741527,-0.0680272108843537,0.053321678321678334,-1.9702768179832402,-0.25540978794794517,0.4375,-0.9998430141287284,-651.68941754214,0.7777777777777778,0.07256235827664403
5,lowincome,0.07613869876268811,0.002691434467792922,0.8695652173913043,0.8,1.0144927536231887,0.9333333333333332,0.07826086956521738,-0.047826086956521685,0.14375,0.910637125140517,1.70138030243828,0.8214285714285714,-0.9998871841155235,-686.6062618549925,0.21739130434782608,0.06956521739130428
6,university,0.007291310654330119,2.657811265471821e-05,0.8596491228070176,0.8545454545454545,1.0029239766081872,0.9969696969696972,-0.034449760765550286,-0.005741626794258381,-0.0722698653929657,-2.035362483089975,0.03620670792712964,0.5089285714285714,-0.9998406120497291,-650.4495150512465,0.9649122807017544,0.005103668261563055
7,urban,-0.04539986092530572,0.0010508457516990033,0.8450704225352113,0.8780487804878049,0.9859154929577466,1.024390243902439,0.059086224665063525,0.022672621092408085,0.11944444444444441,-1.7132655777215016,0.5636090623428092,0.6339285714285714,-0.999851234751562,-656.2916776741739,0.5774647887323944,-0.03297835795259363
8,lowtberiskhome,0.09299811099505544,0.0041694913237868,0.88,0.8108108108108109,1.0266666666666668,0.945945945945946,-0.012972972972973063,-0.00216216216216214,0.048701298701298745,-1.492336947456214,0.7311894532396683,0.6696428571428571,-0.999857020303117,-659.9111763154622,0.49333333333333335,0.06918918918918915
9,hightberiskhome,-0.105409255338946,0.009975422712131254,0.8476190476190476,1.0,0.9888888888888889,1.1666666666666667,-0.03809523809523807,0.17142857142857137,0.45189606741573035,11.632627189324436,3.664040131145485,0.9375,-0.9999096983926314,-724.647263809346,0.06666666666666667,-0.1523809523809524
10,summerhouserisk,-0.010702688317798926,5.8203453496691315e-05,0.8556701030927835,0.8666666666666667,0.9982817869415809,1.0111111111111113,0.03573883161512026,0.10859106529209628,0.2319277108433735,2.7977513907637803,2.179014756260347,0.8660714285714286,-0.9998962009549512,-698.7949046262792,0.15463917525773196,-0.010996563573883233
11,outTBEarea,0.03258824778252296,0.0005201542478661392,0.8641975308641975,0.8387096774193549,1.0082304526748973,0.978494623655914,-0.04938271604938271,-0.0007964954201512553,-0.06688311688311688,-0.9951582511511479,1.0114035264513985,0.7232142857142857,-0.999867056633874,-667.1079358556478,0.38271604938271603,0.025487853444842612
12,worktickrisk,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0000000000000002,1.0,0.11428571428571432,0.17142857142857137,0.48333333333333334,11.632627189324436,3.664040131145485,0.9375,-0.9999096983926314,-724.647263809346,0.06666666666666667,0.0
13,tickbiteever,0.03803628871563654,0.0007358423593066543,0.875,0.8472222222222222,1.0208333333333333,0.9884259259259257,-0.022222222222222254,0.022222222222222254,0.025079838194592308,-1.664742841256602,-0.6044098731538399,0.35714285714285715,-0.9998525943396226,-657.111723899341,0.5555555555555556,0.02777777777777779
14,diseaseexperience,-0.09575404328567833,0.004714069158412715,0.828125,0.8958333333333334,0.9661458333333335,1.045138888888889,-0.02604166666666663,0.13541666666666663,0.07169811320754715,-1.9495204336947454,0.29260867162601967,0.5714285714285714,-0.99984375,-652.0782000346155,0.75,-0.06770833333333337
15,healthrisktickbite,0.029739982449698037,0.00043902705491755123,0.8656716417910447,0.8444444444444444,1.009950248756219,0.9851851851851852,-0.02255389718076284,0.04577114427860696,0.045566502463054215,-1.8687626089734817,0.40612230101668206,0.5982142857142857,-0.999846484494934,-653.561365095506,0.6716417910447762,0.02122719734660028
16,buy,-0.18966484746404372,0.01879380601767719,0.7931034482758621,0.9259259259259259,0.925287356321839,1.080246913580247,-0.06896551724137934,0.16730523627075355,-0.07427536231884058,-2.0313530751999593,0.07244808830817523,0.5178571428571429,-0.9998407643312102,-650.5268228342264,0.9310344827586207,-0.13282247765006383
