,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,ClaimsTruncated,0.0,0.09913889521883144,1.0012760670082994,0.026687475725937326,-0.054160565899453395,-0.2534531996070458
1,age_05,0.0,-0.013411778257214667,0.9997549446340648,-0.002666107632375514,0.015132069025227346,0.04114384396713322
2,age_15,1.6100466913537837e-05,-0.019368416981309935,0.9996248639078441,-0.0036744936368524606,0.016049827353593504,0.06789971321025279
3,age_25,0.0,-0.0023581424279514028,0.9999657241427488,-0.000583726806915541,-0.003022752821097874,-0.03246734840657173
4,age_35,0.0,-0.011008847179626973,0.99977905759244,-0.002033820035687972,0.00774597531560095,0.022590900533037916
5,age_45,3.2200933827075674e-05,-0.011216163485026574,0.9997386798831294,-0.0018477466401918274,0.006520204678870378,0.0593227019798479
6,age_55,6.440186765415135e-05,-0.015713890462686404,0.9996825844979369,-0.002883287843758353,0.00638298487090494,0.05053187342989307
7,age_65,1.6100466913537837e-05,-0.016455742225085456,0.9996571402733443,-0.0029478793581415585,0.016237563837908975,-0.004063846900989487
8,age_75,0.0,0.005068419076970467,1.00012855318607,0.0007879292063026622,0.010701342879453901,-0.06299017134937879
9,age_85,8.050233456768918e-05,0.06607769673774047,1.001117823770806,0.014007870552985358,-0.039892295418483936,-0.13634136133514718
10,age_MISS,0.0,0.04628915433243505,1.0004773123753958,0.015309856268844513,-0.04417020695301954,-0.10516593569894805
11,sexMALE,0.0005152149412333218,-0.018708824141797007,0.9990169081240123,-0.0021554206687808275,0.01409865055489301,0.024790252081731023
12,sexFEMALE,0.00019320560296245403,0.018708824141797007,1.0011794665237856,0.0021554206687808275,-0.01409865055489301,-0.024790252081731023
13,pcg46,0.0,-0.001032804058596896,0.9999989333143099,-0.003301658882267633,0.015110344390942942,-0.3766306973747785
14,pg18,0.0,0.08938895331206008,1.0000799884812426,0.33011246208766143,-0.4849900753687004,-0.5433072979574309
15,labNull,0.000338109805184339,-0.006716946143128547,0.999733807221187,-0.0008220835107221047,-0.0027279257754836417,0.041277030402028125
16,drugNull,0.000338109805184339,-0.03473139710320134,0.9984885228181906,-0.004142926497228694,0.016226882727531033,0.06359636243822442
