,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,ClaimsTruncated,0.0,0.09913889521883144,0.5250211327134404,-0.0016046583354275663,0.0016334888357639869,-0.2534531996070458
1,age_05,0.0,-0.013411778257214667,1.1008507621410848,0.0001772421127259837,-0.00017780938833570413,0.04114384396713322
2,age_15,3.2200933827075674e-05,-0.019368416981309935,1.1132819501702813,0.0001792435920415845,-0.0001798399424512184,0.06789971321025279
3,age_25,0.0,-0.0023581424279514028,1.0621633176571186,0.00017101325352714836,-0.00017152658662092623,-0.03246734840657173
4,age_35,1.6100466913537837e-05,-0.011008847179626973,1.121422767897445,0.00018055430170623815,-0.00018109380659181456,0.022590900533037916
5,age_45,3.2200933827075674e-05,-0.011216163485026574,1.1640895886046292,0.00018742385905725798,-0.000188040616773223,0.0593227019798479
6,age_55,1.6100466913537837e-05,-0.015713890462686404,1.1232480332760648,0.0001808481779546071,-0.00018143880976140796,0.05053187342989307
7,age_65,1.6100466913537837e-05,-0.016455742225085456,1.1311236568930978,0.00018211619012930248,-0.00018263172313030774,-0.004063846900989487
8,age_75,0.0,0.005068419076970467,0.5970967121707365,-0.00039891414636560756,0.00040138382675032516,-0.06299017134937879
9,age_85,9.660280148122702e-05,0.06607769673774047,0.5432044778730103,-0.0009246872917550398,0.0009316794615048246,-0.13634136133514718
10,age_MISS,1.6100466913537837e-05,0.04628915433243505,1.0320704553007642,0.00016616816218012627,-0.00016663889351774705,-0.10516593569894805
11,sexMALE,0.0004025116728385347,-0.018708824141797007,0.9167527675276753,-2.94837019558437e-05,2.947448440423784e-05,0.024790252081731023
12,sexFEMALE,0.0002898084044437255,0.018708824141797007,1.0998760403754204,2.94837019558437e-05,-2.947448440423784e-05,-0.024790252081731023
13,pcg46,0.0,-0.001032804058596896,1.0003221130616846,0.00016105653084232566,-0.000161537840239076,-0.3766306973747785
14,pg18,0.0,0.08938895331206008,1.0002415653434253,0.0001610435622835977,-0.00016152479405588758,-0.5433072979574309
15,labNull,0.0004025116728385347,-0.006716946143128547,1.4765244264828243,0.00023772732675621063,-0.00023863500775563775,0.041277030402028125
16,drugNull,0.0003542102720978768,-0.03473139710320134,0.7857052498418722,-9.48836617923966e-05,9.481066082946122e-05,0.06359636243822442
