,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,ClaimsTruncated,0.0,0.09913889521883144,,-0.0016891891891891893,0.0017421602787456446,-0.2534531996070458
1,age_05,0.0,-0.013411778257214667,1.1008507621410848,8.862105636299185e-05,-8.946944618412812e-05,0.04114384396713322
2,age_15,3.2200933827075674e-05,-0.019368416981309935,1.1132819501702813,8.962179602079225e-05,-9.048136083966703e-05,0.06789971321025279
3,age_25,0.0,-0.0023581424279514028,1.0621633176571186,8.550662676357418e-05,-8.619203585588692e-05,-0.03246734840657173
4,age_35,0.0,-0.011008847179626973,1.121422767897445,9.027715085311908e-05,-9.107468123861566e-05,0.022590900533037916
5,age_45,3.2200933827075674e-05,-0.011216163485026574,1.1640895886046292,9.371192952862899e-05,-9.46163307786924e-05,0.0593227019798479
6,age_55,3.2200933827075674e-05,-0.015713890462686404,1.1232480332760648,9.042408897730355e-05,-9.127418765972983e-05,0.05053187342989307
7,age_65,0.0,-0.016455742225085456,1.1311236568930978,9.105809506465124e-05,-9.18357975939021e-05,-0.004063846900989487
8,age_75,0.0,0.005068419076970467,1.194193424341473,9.613535858488752e-05,-9.69274013763691e-05,-0.06299017134937879
9,age_85,4.830140074061351e-05,0.06607769673774047,,-0.0010121457489878543,0.0010362694300518134,-0.13634136133514718
10,age_MISS,0.0,0.04628915433243505,1.0320704553007642,8.308408109006314e-05,-8.378718056137411e-05,-0.10516593569894805
11,sexMALE,0.0004186121397520504,-0.018708824141797007,,-0.00017708517797060386,0.0001783166904422254,0.024790252081731023
12,sexFEMALE,0.0001771051360489162,0.018708824141797007,2.199752080750841,0.00017708517797060386,-0.0001783166904422254,-0.024790252081731023
13,pcg46,0.0,-0.001032804058596896,1.0003221130616846,8.052826542116283e-05,-8.123476848090982e-05,-0.3766306973747785
14,pg18,0.0,0.08938895331206008,1.0002415653434253,8.052178114179885e-05,-8.122816992933149e-05,-0.5433072979574309
15,labNull,0.00038641120592495246,-0.006716946143128547,1.4765244264828243,0.00011886366337810531,-0.00012017786323759164,0.041277030402028125
16,drugNull,0.00020930606987601408,-0.03473139710320134,1.5714104996837444,0.0001265022137887413,-0.0001278935925310142,0.06359636243822442
