,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,ClaimsTruncated,1.6100466913537837e-05,0.09913889521883144,0.6300253592561285,-0.021873500719654566,0.051979407833445346,-0.2534531996070458
1,age_05,0.0,-0.013411778257214667,1.069397883222768,0.00213438129419761,-0.011748788269061684,0.04114384396713322
2,age_15,1.6100466913537837e-05,-0.019368416981309935,1.1132819501702813,0.003136762860727729,-0.012429364695510564,0.06789971321025279
3,age_25,0.0,-0.0023581424279514028,1.0621633176571186,0.002992731936725096,-0.012144686161857423,-0.03246734840657173
4,age_35,0.0,-0.011008847179626973,1.0893821173860894,0.002325928705214227,-0.011718899390078325,0.022590900533037916
5,age_45,4.830140074061351e-05,-0.011216163485026574,1.0643104810099466,0.0012854750630200684,0.0030429478020357345,0.0593227019798479
6,age_55,1.6100466913537837e-05,-0.015713890462686404,1.09115523232532,0.0023407433098944982,0.007598747981675149,0.05053187342989307
7,age_65,4.830140074061351e-05,-0.016455742225085456,1.0988058381247237,0.002401530787753698,-0.011984015673756562,-0.004063846900989487
8,age_75,0.0,0.005068419076970467,0.9553547394731781,-0.0007735564942766148,-0.009926613057172212,-0.06299017134937879
9,age_85,9.660280148122702e-05,0.06607769673774047,0.6518453734476124,-0.012333412883940856,0.041947900246546516,-0.13634136133514718
10,age_MISS,0.0,0.04628915433243505,0.8256563642406113,-0.015808360755384967,0.04264331023234654,-0.10516593569894805
11,sexMALE,0.0004186121397520948,-0.018708824141797007,1.309646810753822,0.001919185120662965,-0.017620161562924383,0.024790252081731023
12,sexFEMALE,0.00020930606987601408,0.018708824141797007,0.6285005945002403,-0.001919185120662965,0.017620161562924383,-0.024790252081731023
13,pcg46,0.0,-0.001032804058596896,1.0003221130616846,0.002818489289740699,-0.011463377323337309,-0.3766306973747785
14,pg18,0.0,0.08938895331206008,0.9716632349050417,-0.33059559277451217,0.3219685214712265,-0.5433072979574309
15,labNull,0.000450813073579126,-0.006716946143128547,1.0124738924453651,0.0001089015304534249,-0.006092507126670365,0.041277030402028125
16,drugNull,0.000338109805184339,-0.03473139710320134,1.5265130568356373,0.004079689393236066,-0.01606557838372026,0.06359636243822442
