variable,data,correlation_true,spearman_correlation,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
 Assoc-voc,adult,0.0320807210141396,0.0320807210141396,0.0004879488202108,0.2379507920458375,0.3070866141732283,0.9882144303219078,-0.0696294409103816,-0.0648816774546255,0.0265181668198928,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,19.438346274351986,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.6287991424803465,6.61338421837956,0.7620492079541624,0.6929133858267716,-0.0691358221273908,0.0691358221273907
 Bachelors,adult,0.1403975283654265,0.1403975283654265,0.0090143965749763,0.2165413533834586,0.3894009216589861,0.8993006004945249,-0.2938030560271646,-0.0345743390734901,0.2469797810657197,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.29784046507682,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.0727651893437384,6.61338421837956,0.7834586466165414,0.6105990783410138,-0.1728595682755275,0.1728595682755276
 Doctorate,adult,0.136299493527236,0.136299493527236,0.0075469781457871,0.2341191879502292,0.75,0.9723017013664552,-0.5468729535036019,-0.0596430910281597,0.3173312863565108,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,72.48211654762683,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,8.627587357778452,6.61338421837956,0.7658808120497708,0.25,-0.5158808120497708,0.5158808120497708
 HS-grad,adult,-0.1304583562275632,-0.1304583562275632,0.0089152035130419,0.2808823529411764,0.1631878557874762,1.166510067114094,0.1815939278937381,-0.0027356103731815,-0.2545352549510309,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.548412001548597,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.6727475970823672,6.61338421837956,0.7191176470588235,0.8368121442125237,0.1176944971537002,-0.1176944971537001
 Masters,adult,0.2217231751622549,0.2217231751622549,0.0204903015155828,0.2172271791352093,0.6222222222222222,0.9021488486501176,-0.3696408144589339,-0.1185464805917791,0.1887871661595485,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,12.272421904010796,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.776835881330271,6.61338421837956,0.7827728208647906,0.3777777777777777,-0.4049950430870129,0.4049950430870128
 Preschool,adult,-0.0202622366782589,-0.0202622366782589,0.0003564062897908,0.2411003236245954,0.0,1.001294498381877,0.1854368932038834,0.1663430420711974,-0.3062592120891229,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,769.7466047695341,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,27.771370713826663,6.61338421837956,0.7588996763754046,1.0,0.2411003236245954,-0.2411003236245954
 Prof-school,adult,0.1586473303468966,0.1586473303468966,0.0102338960740786,0.232183908045977,0.7755102040816326,0.9642644449587288,-0.62054890921886,0.0236453201970442,0.3470828285836102,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,58.25498698573547,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,7.759982644906663,6.61338421837956,0.767816091954023,0.2244897959183673,-0.5433262960356556,0.5433262960356556
 Some-college,adult,-0.0580008985211183,-0.0580008985211183,0.0017409480732238,0.2541736227045075,0.1948424068767908,1.0555881726815386,0.0467457701709152,0.0073211799991389,-0.0432764082323846,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-0.2745212022031755,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,1.313642519763394,6.61338421837956,0.7458263772954925,0.8051575931232091,0.0593312158277166,-0.0593312158277166
 Divorced,adult,-0.120958207938083,-0.120958207938083,0.0084159576269404,0.2615384615384615,0.1118881118881118,1.0861744966442952,0.1879470123372562,0.0846210699869236,-0.2300512460601678,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.378878034134893,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.092209529543325,6.61338421837956,0.7384615384615385,0.8881118881118881,0.1496503496503496,-0.1496503496503496
 Married-AF-spouse,adult,-0.0143229304544276,-0.0143229304544276,0.0001781367838062,0.2409443725743855,0.0,1.000646830530401,0.1853169469598965,0.1662354463130659,-0.3062281421663526,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1544.497412050293,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,39.31283543530701,6.61338421837956,0.7590556274256145,1.0,0.2409443725743855,-0.2409443725743855
 Married-civ-spouse,adult,0.4556452880056575,0.4556452880056576,0.1100039861096799,0.0650644783118405,0.4567723342939481,0.2702140884521271,-0.391918166430736,-0.2383476186775949,0.3586891724985926,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.9585192951024752,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.2067538012372867,6.61338421837956,0.9349355216881594,0.5432276657060519,-0.3917078559821075,0.3917078559821075
 Married-spouse-absent,adult,-0.0426281702559305,-0.0426281702559305,0.0011828098037714,0.2426518615284128,0.0625,1.0077380665354485,0.1871325930764206,0.1047109732201175,-0.3073942392907324,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,91.8482517739764,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,9.68446592898473,6.61338421837956,0.7573481384715872,0.9375,0.1801518615284128,-0.1801518615284127
 Never-married,adult,-0.3262629760610839,-0.3262629760610839,0.0652165793101947,0.3394762366634336,0.0436046511627907,1.409851645955253,0.2720697148098858,0.1838444274017098,-0.324520008272,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.501940492199524,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.7064211201277093,6.61338421837956,0.6605237633365664,0.9563953488372092,0.2958715855006428,-0.2958715855006429
 Separated,adult,-0.0626987064577308,-0.0626987064577308,0.0023314992639132,0.2460557233971131,0.1043478260869565,1.0218743734102926,0.1833150896857714,0.0731964330020287,-0.2699344334853089,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,21.98039492605218,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.8955272383049255,6.61338421837956,0.7539442766028869,0.8956521739130435,0.1417078973101566,-0.1417078973101566
 Widowed,adult,-0.0833373367995392,-0.0833373367995392,0.0047649430550536,0.2471647765176784,0.0416666666666666,1.026480293349929,0.1803771959083834,0.1391969646430954,-0.1834624413356078,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,27.30723600213717,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.411985280852783,6.61338421837956,0.7528352234823216,0.9583333333333334,0.2054981098510118,-0.2054981098510118
 ?,adult,-0.080135798306659,-0.080135798306659,0.0038129973550046,0.249228659581762,0.1016949152542373,1.035051641269761,0.1425018738778522,0.0983054721106934,-0.1095150964056022,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,12.563136613009185,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.8151036764243935,6.61338421837956,0.7507713404182379,0.8983050847457628,0.1475337443275247,-0.1475337443275248
 Adm-clerical,adult,-0.0929180811171294,-0.0929180811171294,0.0049054852097297,0.2543290043290043,0.124223602484472,1.0562334756965628,0.0957870631783675,0.0745027918940962,-0.0381069285324604,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.73444342527703,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.5944909789073805,6.61338421837956,0.7456709956709957,0.8757763975155279,0.1301054018445323,-0.1301054018445322
 Armed-Forces,adult,-0.0143229304544276,-0.0143229304544276,0.0001781367838062,0.2409443725743855,0.0,1.000646830530401,0.1853169469598965,0.1662354463130659,-0.3062281421663526,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1544.4974120502932,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,39.312835435307015,6.61338421837956,0.7590556274256145,1.0,0.2409443725743855,-0.2409443725743855
 Craft-repair,adult,0.005075940450402,0.005075940450402,1.2826062865470278e-05,0.2399403874813711,0.2463414634146341,0.9964772602246472,0.1291392533895533,-0.0812202391770564,-0.2324445191272535,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.705407197203099,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.1687920153929925,6.61338421837956,0.760059612518629,0.7536585365853659,-0.006401075933263,0.0064010759332631
 Exec-managerial,adult,0.196806472711653,0.196806472711653,0.0172026952442764,0.20817843866171,0.4579207920792079,0.8645692472742695,-0.4104806949096397,-0.0765394383304501,0.3193845552023731,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.815087536639977,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.1939161895391064,6.61338421837956,0.79182156133829,0.5420792079207921,-0.2497423534174979,0.2497423534174978
 Farming-fishing,adult,-0.0524972585493874,-0.0524972585493874,0.0016176600602438,0.2446737683089214,0.1111111111111111,1.0161350861044334,0.1793016718449475,0.0681091877496671,-0.2604709137952228,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,29.457258750606837,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.606979367445328,6.61338421837956,0.7553262316910786,0.8888888888888888,0.1335626571978103,-0.1335626571978102
 Handlers-cleaners,adult,-0.0918304845955206,-0.0918304845955206,0.005755285824499,0.2485723883103796,0.0427350427350427,1.032326133466194,0.1835927294442578,0.1193595342066957,-0.3051546537437239,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,21.520446341281385,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.848353913726852,6.61338421837956,0.7514276116896204,0.9572649572649572,0.2058373455753368,-0.2058373455753369
 Machine-op-inspct,adult,-0.050916780655649,-0.050916780655649,0.0014134297801948,0.2465421853388658,0.1584158415841584,1.0238946596489271,0.1928365035673691,0.0135471015981265,-0.3048193537605873,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,10.405426034250558,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.52117881600715,6.61338421837956,0.7534578146611342,0.8415841584158416,0.0881263437547074,-0.0881263437547074
 Other-service,adult,-0.1761233241397945,-0.1761233241397946,0.021842498446848,0.2672476397966594,0.0264705882352941,1.1098848289004888,0.2080610021786492,0.1568990559186637,-0.3154665079501875,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.2322317245244285,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.4958959062475743,6.61338421837956,0.7327523602033406,0.973529411764706,0.2407770515613652,-0.2407770515613653
 Priv-house-serv,adult,-0.0267054746806807,-0.0267054746806807,0.0004549253715966,0.2415584415584415,0.0714285714285714,1.003197071384991,0.186038961038961,0.0951298701298701,-0.3067623177198409,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,216.3559638451203,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,14.772139623413626,6.61338421837956,0.7584415584415585,0.9285714285714286,0.1701298701298701,-0.1701298701298701
 Prof-specialty,adult,0.1961355137931054,0.1961355137931054,0.0170161554677355,0.2093623295245116,0.4645669291338583,0.8694859698642132,-0.273704038008887,-0.0649695787657946,0.1707622793820187,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,3.268387888494599,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.294836721760781,6.61338421837956,0.7906376704754884,0.5354330708661417,-0.2552045996093466,0.2552045996093467
 Protective-serv,adult,0.0503533491990959,0.0503533491990959,0.0011349196720005,0.2378129117259552,0.396551724137931,0.9876418105773228,0.048169097269547,-0.1645427286356822,-0.1517488698992744,3094,8.03722003113301,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.4024910429033755,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,48.4441220696696,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,7.1001977155117055,6.61338421837956,0.7621870882740448,0.603448275862069,-0.1587388124119758,0.1587388124119758
