variable,data,correlation_true,spearman_correlation,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
wife_religion,cmc,0.0851515031140645,0.0897466650175677,0.0180485196365264,0.3684210526315789,0.1782945736434108,1.8175438596491231,0.3125254997960016,0.0379436964504284,-0.3139722254775577,148,4.997212273764115,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0743243243243243,-2.5993170009657445,13.454545454545457,2.5993170009657445,0.2027027027027027,0.4459459459459459,0.3333333333333333,0.100117616085103,2,0,0,0.0,0.0,0,-1.8175757550531368,6.74697253410527,0.3316709095061316,2.442432040658161,3.080107008081108,-2.2446968588051264,2.9421034518564952,-0.1220172293961074,1.2981842720076613,-2.2446968588051264,4.886685979215342,0.631578947368421,0.8217054263565892,0.190126478988168,-0.1901264789881681
wife_work,cmc,0.0187359591164381,0.0197470365773036,0.003460548544752,0.2564102564102564,0.1834862385321101,1.2649572649572651,0.1115031757233592,0.0613973182780521,-0.1817803177063153,148,4.997212273764115,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0743243243243243,-2.5993170009657445,13.454545454545457,2.5993170009657445,0.2027027027027027,0.4459459459459459,0.3333333333333333,0.100117616085103,2,0,0,0.0,0.0,0,-1.8175757550531368,6.74697253410527,0.3316709095061316,2.442432040658161,-0.8350056620648978,-2.2446968588051264,2.9421034518564952,-0.1220172293961074,1.2981842720076613,-1.0846488417312143,4.886685979215342,0.7435897435897436,0.8165137614678899,0.0729240178781462,-0.0729240178781462
media,cmc,-0.2264164266398312,-0.2386348855040158,0.0335677805282061,0.2148148148148148,0.0769230769230769,1.0597530864197529,0.1629629629629629,0.2877492877492878,-0.2415419648666232,148,4.997212273764115,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0743243243243243,-2.5993170009657445,13.454545454545457,2.5993170009657445,0.2027027027027027,0.4459459459459459,0.3333333333333333,0.100117616085103,2,0,0,0.0,0.0,0,-1.8175757550531368,6.74697253410527,0.3316709095061316,2.442432040658161,6.74697253410527,-2.2446968588051264,2.9421034518564952,-0.1220172293961074,1.2981842720076613,2.9421034518564952,4.886685979215342,0.7851851851851852,0.9230769230769232,0.1378917378917379,-0.1378917378917379
wife_religion,cmc,0.0718797664622815,0.076149459571074,0.0080506668533487,0.375,0.2520325203252032,1.378125,0.3191056910569105,-0.0030487804878048,-0.3150615552438834,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.272108843537415,0.3741496598639456,0.3333333333333333,0.0440866714177405,2,0,0,0.0,0.0,0,-1.7989254643902697,10.155690913667256,0.6254546994983547,3.242474565052988,1.408103214652836,-1.840958977171337,3.4666542608452,-0.1054672006745499,1.3914742163414786,-1.840958977171337,4.896685667169589,0.625,0.7479674796747968,0.1229674796747967,-0.1229674796747968
wife_work,cmc,-0.0047810049660993,-0.0050649989878045,0.0071862613357862,0.1842105263157894,0.3027522935779816,0.6769736842105262,-0.0598744567841622,-0.2015934331240946,0.0204589553061539,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.272108843537415,0.3741496598639456,0.3333333333333333,0.0440866714177405,2,0,0,0.0,0.0,0,-1.7989254643902697,10.155690913667256,0.6254546994983547,3.242474565052988,-0.7682995054862709,-1.840958977171337,3.4666542608452,-0.1054672006745499,1.3914742163414786,-1.1146034794892716,4.896685667169589,0.8157894736842105,0.6972477064220184,-0.1185417672621922,0.1185417672621921
media,cmc,-0.0351708849309154,-0.0372600526120383,0.0072006226158006,0.2846715328467153,0.1,1.0461678832116788,0.1605839416058394,0.1547445255474452,-0.1971480900052328,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.272108843537415,0.3741496598639456,0.3333333333333333,0.0440866714177405,2,0,0,0.0,0.0,0,-1.7989254643902697,10.155690913667256,0.6254546994983547,3.242474565052988,10.155690913667256,-1.840958977171337,3.4666542608452,-0.1054672006745499,1.3914742163414786,3.4666542608452,4.896685667169589,0.7153284671532847,0.9,0.1846715328467153,-0.1846715328467153
wife_religion,cmc,-0.0624102705244421,-0.0656631837636937,0.0192247738704373,0.4375,0.1679389312977099,2.217672413793104,0.4937977099236641,0.0267175572519083,-0.4655202086394747,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1972789115646258,0.4965986394557823,0.3333333333333333,0.123702328317332,2,0,0,0.0,0.0,0,-1.603283836531369,6.669967140425202,0.4457753975734182,2.6020283396926795,4.501850816004213,-2.537869545517297,2.9290608092132526,-0.0207581680546697,1.3288795951246632,-2.537869545517297,4.874792566516016,0.5625,0.83206106870229,0.2695610687022901,-0.26956106870229
wife_work,cmc,0.0090690312955499,0.0095417222760661,0.0001416919036333,0.2045454545454545,0.1941747572815534,1.036833855799373,0.0522947925860547,-0.0308914386584289,-0.103934786766112,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1972789115646258,0.4965986394557823,0.3333333333333333,0.123702328317332,2,0,0,0.0,0.0,0,-1.603283836531369,6.669967140425202,0.4457753975734182,2.6020283396926795,-1.2329039474084664,-2.537869545517297,2.9290608092132526,-0.0207581680546697,1.3288795951246632,-0.8854706164221098,4.874792566516016,0.7954545454545454,0.8058252427184466,0.0103706972639011,-0.0103706972639011
media,cmc,0.0058511572124785,0.0061561279585028,0.0056221981749135,0.208955223880597,0.0769230769230769,1.0591868244981986,0.0499425947187141,-0.0683122847301951,-0.1567834681042228,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1972789115646258,0.4965986394557823,0.3333333333333333,0.123702328317332,2,0,0,0.0,0.0,0,-1.603283836531369,6.669967140425202,0.4457753975734182,2.6020283396926795,6.669967140425202,-2.537869545517297,2.9290608092132526,-0.0207581680546697,1.3288795951246632,2.9290608092132526,4.874792566516016,0.791044776119403,0.9230769230769232,0.13203214695752,-0.13203214695752
wife_religion,cmc,-0.1488743304979516,-0.1564444704712178,0.0140727823712098,0.1176470588235294,0.1846153846153846,0.665158371040724,0.5701357466063348,-0.0167420814479637,-0.6883647798742139,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4625850340136054,0.3333333333333333,0.1182186884148487,2,0,0,0.0,0.0,0,-1.75818345819749,10.155690913667254,0.775956823429054,3.354817179044752,3.9514994538929646,-2.428563142976207,3.4666542608452,-0.0990480605743473,1.4674107595980002,-2.428563142976207,4.87593218580937,0.8823529411764706,0.8153846153846154,-0.0669683257918552,0.0669683257918551
wife_work,cmc,0.0318439001536705,0.0334631368659479,0.003522659466254,0.2333333333333333,0.1623931623931624,1.319230769230769,0.0717948717948718,-0.0555555555555555,-0.0684280577219446,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4625850340136054,0.3333333333333333,0.1182186884148487,2,0,0,0.0,0.0,0,-1.75818345819749,10.155690913667254,0.775956823429054,3.354817179044752,0.2038176638176634,-2.428563142976207,3.4666542608452,-0.0990480605743473,1.4674107595980002,-1.483654531631528,4.87593218580937,0.7666666666666666,0.8376068376068376,0.0709401709401709,-0.070940170940171
media,cmc,-0.1150948455222977,-0.1209473258517876,0.0083933410816945,0.1824817518248175,0.1,1.0317237507018528,0.1532846715328467,0.2620437956204379,-0.1869642857142857,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4625850340136054,0.3333333333333333,0.1182186884148487,2,0,0,0.0,0.0,0,-1.75818345819749,10.155690913667254,0.775956823429054,3.354817179044752,10.155690913667254,-2.428563142976207,3.4666542608452,-0.0990480605743473,1.4674107595980002,3.4666542608452,4.87593218580937,0.8175182481751825,0.9,0.0824817518248175,-0.0824817518248175
wife_religion,cmc,-0.1311587523963724,-0.138460332290258,0.0336833945342733,0.4230769230769231,0.1735537190082644,1.9435096153846156,0.4392879847425301,0.0785123966942148,-0.341038961038961,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2176870748299319,0.4217687074829932,0.3333333333333333,0.0855088781631056,2,0,0,0.0,0.0,0,-1.7700297447477271,8.780898487921819,0.252968775323709,2.829717302846757,0.940964991121731,-1.7112416388424354,3.2652114388743443,-0.0544765843343735,1.28237888025736,-1.7112416388424354,4.883925062885963,0.5769230769230769,0.8264462809917356,0.2495232040686586,-0.2495232040686587
wife_work,cmc,0.0481425668113207,0.0508226532824642,0.0017057417127938,0.1944444444444444,0.2252252252252252,0.8932291666666667,0.0232732732732732,-0.0615615615615615,-0.0709267957383434,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2176870748299319,0.4217687074829932,0.3333333333333333,0.0855088781631056,2,0,0,0.0,0.0,0,-1.7700297447477271,8.780898487921819,0.252968775323709,2.829717302846757,-0.5710408684546624,-1.7112416388424354,3.2652114388743443,-0.0544765843343735,1.28237888025736,-1.1987141078759616,4.883925062885963,0.8055555555555556,0.7747747747747747,-0.0307807807807807,0.0307807807807808
media,cmc,-0.1205013935832908,-0.1272096805751796,0.0084397230418899,0.2205882352941176,0.1818181818181818,1.013327205882353,0.1911764705882352,0.0775401069518716,-0.3018867924528302,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2176870748299319,0.4217687074829932,0.3333333333333333,0.0855088781631056,2,0,0,0.0,0.0,0,-1.7700297447477271,8.780898487921819,0.252968775323709,2.829717302846757,8.780898487921819,-1.7112416388424354,3.2652114388743443,-0.0544765843343735,1.28237888025736,3.2652114388743443,4.883925062885963,0.7794117647058824,0.8181818181818181,0.0387700534759358,-0.0387700534759357
wife_religion,cmc,-0.0846852816780906,-0.0896300591091687,0.0180098617380718,0.4074074074074074,0.2166666666666666,1.6186186186186184,0.5046296296296297,0.1509259259259259,-0.4535132420770719,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2517006802721088,0.3809523809523809,0.3333333333333333,0.0579896229140336,2,0,0,0.0,0.0,0,-1.7039186008424243,10.15569091366726,0.7936650020388835,3.4230615964290303,0.7347392507449997,-1.6507356723618498,3.4666542608452,-0.0285304334465975,1.3937261723159642,-1.6507356723618498,4.8915891374543445,0.5925925925925926,0.7833333333333333,0.1907407407407407,-0.1907407407407407
wife_work,cmc,0.0914703268633547,0.0968112833899747,0.0114295488613286,0.3333333333333333,0.2222222222222222,1.324324324324324,0.0527065527065526,0.0242165242165243,-0.023580586080586,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2517006802721088,0.3809523809523809,0.3333333333333333,0.0579896229140336,2,0,0,0.0,0.0,0,-1.7039186008424243,10.15569091366726,0.7936650020388835,3.4230615964290303,-0.8580255100370042,-1.6507356723618498,3.4666542608452,-0.0285304334465975,1.3937261723159642,-1.074167485858911,4.8915891374543445,0.6666666666666667,0.7777777777777778,0.1111111111111111,-0.111111111111111
media,cmc,-0.2328792238801835,-0.246477052305517,0.0466867291639635,0.2700729927007299,0.0,1.072992700729927,0.2335766423357664,0.1817518248175181,-0.2791891891891892,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2517006802721088,0.3809523809523809,0.3333333333333333,0.0579896229140336,2,0,0,0.0,0.0,0,-1.7039186008424243,10.15569091366726,0.7936650020388835,3.4230615964290303,10.15569091366726,-1.6507356723618498,3.4666542608452,-0.0285304334465975,1.3937261723159642,3.4666542608452,4.8915891374543445,0.7299270072992701,1.0,0.2700729927007299,-0.2700729927007299
wife_religion,cmc,-0.0245539715957006,-0.0260254614990478,0.0007923474193871,0.3181818181818182,0.28,1.1136363636363635,0.4414545454545454,-0.0359999999999999,-0.5126984126984127,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2857142857142857,0.3605442176870748,0.3333333333333333,0.033786087133223,2,0,0,0.0,0.0,0,-1.802417061622121,7.63671988080034,0.3602806592936087,2.5607434729418994,1.964546708463947,-1.984439992566924,3.087554961472099,-0.1997986208808156,1.319178362379181,-1.984439992566924,4.896527966698772,0.6818181818181819,0.72,0.0381818181818181,-0.038181818181818
wife_work,cmc,0.0837195474948449,0.0887367590026171,0.0087417760211815,0.3611111111111111,0.2612612612612612,1.263888888888889,0.069069069069069,0.1066066066066065,-0.031271184295282,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2857142857142857,0.3605442176870748,0.3333333333333333,0.033786087133223,2,0,0,0.0,0.0,0,-1.802417061622121,7.63671988080034,0.3602806592936087,2.5607434729418994,-0.5710408684546624,-1.984439992566924,3.087554961472099,-0.1997986208808156,1.319178362379181,-1.1987141078759616,4.896527966698772,0.6388888888888888,0.7387387387387387,0.0998498498498498,-0.0998498498498499
media,cmc,-0.0534165061968629,-0.0566176929879453,0.0047764571898564,0.2962962962962963,0.1666666666666666,1.0370370370370372,0.0944444444444444,0.0333333333333333,-0.1559210526315789,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.2857142857142857,0.3605442176870748,0.3333333333333333,0.033786087133223,2,0,0,0.0,0.0,0,-1.802417061622121,7.63671988080034,0.3602806592936087,2.5607434729418994,7.63671988080034,-1.984439992566924,3.087554961472099,-0.1997986208808156,1.319178362379181,3.087554961472099,4.896527966698772,0.7037037037037037,0.8333333333333334,0.1296296296296296,-0.1296296296296296
wife_religion,cmc,0.0296127361488307,0.0311151551824586,0.0027846839795881,0.238095238095238,0.1666666666666666,1.3461538461538465,0.3174603174603174,0.0396825396825396,-0.3589285714285715,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4693877551020408,0.3333333333333333,0.1202883193639441,2,0,0,0.0,0.0,0,-1.7445691082809065,5.8426497277676965,0.1659250856727905,2.161276576442813,2.2841634738186456,-2.062345731628369,2.78627652605669,-0.1434063869039387,1.251426872257161,-2.062345731628369,4.875182955929786,0.7619047619047619,0.8333333333333334,0.0714285714285714,-0.0714285714285715
wife_work,cmc,-0.0084495149069951,-0.0088782058579896,4.468434582347025e-05,0.1794871794871795,0.1759259259259259,1.014792899408284,0.0712250712250712,0.0961538461538462,-0.0457186681591619,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4693877551020408,0.3333333333333333,0.1202883193639441,2,0,0,0.0,0.0,0,-1.7445691082809065,5.8426497277676965,0.1659250856727905,2.161276576442813,-0.8580255100370042,-2.062345731628369,2.78627652605669,-0.1434063869039387,1.251426872257161,-1.0741674858589112,4.875182955929786,0.8205128205128205,0.8240740740740741,0.0035612535612535,-0.0035612535612535
media,cmc,-0.2058738252217163,-0.216318950994098,0.0269867863078184,0.1804511278195488,0.1428571428571428,1.020242914979757,0.225563909774436,0.093984962406015,-0.3163226299694189,147,4.990432586778736,3,11,2.3978952727983707,0,0,0,0,0,0,11,0,1.0,0.0,0.0748299319727891,-2.592537313980366,13.363636363636363,2.592537313980366,0.1768707482993197,0.4693877551020408,0.3333333333333333,0.1202883193639441,2,0,0,0.0,0.0,0,-1.7445691082809065,5.8426497277676965,0.1659250856727905,2.161276576442813,5.8426497277676965,-2.062345731628369,2.78627652605669,-0.1434063869039387,1.251426872257161,2.78627652605669,4.875182955929786,0.8195488721804511,0.8571428571428572,0.037593984962406,-0.037593984962406
sex,compas,-0.0755411448913093,-0.0755411448913093,0.0028837589441966,0.5304878048780488,0.624,0.965519102093676,-0.2213821138211382,0.0215934959349594,0.20203091112849,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,0.2014021879587999,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,1.4834958259137616,5.627621113690637,0.4695121951219512,0.376,-0.0935121951219511,0.0935121951219511
race,compas,-0.0888689574924042,-0.0888689574924042,0.0039718984378642,0.5173267326732673,0.6103286384976526,0.9415651742165368,-0.1342327894761307,-0.0392088504625111,0.1188517781098631,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,-1.579117661071505,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,0.6526956304917901,5.627621113690637,0.4826732673267326,0.3896713615023474,-0.0930019058243852,0.0930019058243852
c_charge_degree=F,compas,0.0858777779964791,0.0858777779964791,0.0037082582065022,0.6084905660377359,0.5185185185185185,1.107488729337118,0.2680759375727929,-0.0372699743768926,-0.2453567913360572,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,-1.569144211309088,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,-0.660267148059686,5.627621113690637,0.3915094339622641,0.4814814814814815,0.0899720475192173,-0.0899720475192173
c_charge_degree=M,compas,-0.0858777779964791,-0.0858777779964791,0.0037082582065022,0.5185185185185185,0.6084905660377359,0.9437342947667432,-0.2680759375727929,0.0372699743768926,0.2453567913360572,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,-1.569144211309088,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,0.660267148059686,5.627621113690637,0.4814814814814815,0.3915094339622641,-0.0899720475192173,0.0899720475192173
c_charge_desc=Agg_Assault_W_int_Com_Fel_Dome,compas,-0.0516416355956349,-0.0516416355956349,0.0019455497170007,0.5479674796747968,1.0,0.9973331414730076,0.0837398373983739,-0.1552845528455284,-0.3194820997801165,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,305.98697600634546,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,17.52127641629666,5.627621113690637,0.4520325203252032,0.0,-0.4520325203252032,0.4520325203252032
c_charge_desc=Agg_Battery_Grt_Bod_Harm,compas,0.0303593823205321,0.0303593823205321,0.0004622446768536,0.5504885993485342,0.3333333333333333,1.0019217280178336,-0.0836047774158522,0.011943539630836,0.1818669067832947,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,202.31706797777585,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,14.27099387144382,5.627621113690637,0.4495114006514658,0.6666666666666667,0.2171552660152009,-0.2171552660152009
c_charge_desc=Aggrav_Battery_w_Deadly_Weapon,compas,-0.0164699649088886,-0.0164699649088886,0.0001391411621778,0.5488599348534202,0.6666666666666666,0.9989574625503252,-0.0836047774158522,0.3469055374592834,-0.0687581013187072,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,202.31706797777588,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,14.270993871443824,5.627621113690637,0.4511400651465798,0.3333333333333333,-0.1178067318132464,0.1178067318132464
c_charge_desc=Aggrav_Child_AbuseCauses_Harm,compas,-0.0364864989496236,-0.0364864989496236,0.0009716928432151,0.5487012987012987,1.0,0.998668735394399,-0.4172077922077922,0.3457792207792207,-0.0684198203567323,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,617.0,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,24.839484696748443,5.627621113690637,0.4512987012987013,0.0,-0.4512987012987013,0.4512987012987013
c_charge_desc=Aggrav_Stalking_After_Injunctn,compas,-0.0364864989496236,-0.0364864989496236,0.0009716928432151,0.5487012987012987,1.0,0.998668735394399,-0.4172077922077922,0.3457792207792207,-0.0684198203567323,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,616.9999999999998,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,24.83948469674844,5.627621113690637,0.4512987012987013,0.0,-0.4512987012987013,0.4512987012987013
c_charge_desc=Aggravated_Assault_W_Dead_Weap,compas,-0.0233491595139504,-0.0233491595139504,0.0002796139017366,0.5482815057283142,0.6666666666666666,0.9979046874170204,0.0842880523731587,0.1803055100927442,-0.195165476963011,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,98.65048686130883,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,10.01652240197119,5.627621113690637,0.4517184942716857,0.3333333333333333,-0.1183851609383523,0.1183851609383523
c_charge_desc=Aggravated_Assault_W_dead_Weap,compas,-0.0516416355956349,-0.0516416355956349,0.0019455497170007,0.5479674796747968,1.0,0.9973331414730076,0.5853658536585366,-0.656910569105691,-0.5709657793053391,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,305.98697600634546,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,17.521276416296665,5.627621113690637,0.4520325203252032,0.0,-0.4520325203252032,0.4520325203252032
c_charge_desc=Aggravated_Assault_w_Firearm,compas,-0.0364864989496236,-0.0364864989496236,0.0009716928432151,0.5487012987012987,1.0,0.998668735394399,-0.4172077922077922,0.3457792207792207,-0.0684198203567323,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,616.9999999999998,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,24.839484696748443,5.627621113690637,0.4512987012987013,0.0,-0.4512987012987013,0.4512987012987013
c_charge_desc=Aggravated_Battery,compas,0.0056657190131901,0.0056657190131901,1.5971745023974845e-05,0.5495934959349593,0.5,1.0002925869966663,-0.4178861788617886,-0.1552845528455284,0.432625552731079,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,305.9869760063454,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,17.521276416296665,5.627621113690637,0.4504065040650407,0.5,0.0495934959349593,-0.0495934959349593
c_charge_desc=Aggravated_Battery_(Firearm_Actual_Possession),compas,-0.0364864989496236,-0.0364864989496236,0.0009716928432151,0.5487012987012987,1.0,0.998668735394399,-0.4172077922077922,0.3457792207792207,-0.0684198203567323,617,6.424869023905387,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4505672609400324,0.5494327390599676,0.5,0.0494327390599675,2,0,0,0.0,0.0,0,-1.9667093602875128,617.0000000000002,135.0210780588245,232.54454671449213,616.9999999999999,-0.660267148059686,24.83948469674845,6.348786535167221,9.737079832102795,24.839484696748443,5.627621113690637,0.4512987012987013,0.0,-0.4512987012987013,0.4512987012987013
