variable,data,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob,kurtosis_var,skew_var
 Columbia,adult,-0.0202622366782589,0.0003564062897908,0.2411003236245954,0.0,1.001294498381877,0.1854368932038834,0.1663430420711974,-0.3062592120891229,0.7588996763754046,1.0,0.2411003236245954,-0.2411003236245954,769.7466047695343,27.77137071382668
 Cuba,adult,-0.026817440964814,0.000624059838667,0.2413346290897311,0.0,1.002267573696145,0.0424360220278587,0.0233236151603497,-0.2346638523015049,0.7586653709102689,1.0,0.2413346290897311,-0.2413346290897311,437.7112411349946,20.962545158331583
 Dominican-Republic,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.1853769006793917,0.1662892267874474,-0.3062436705058445,0.7589776771271433,1.0,0.2410223228728567,-0.2410223228728567,1027.9967656388983,32.08320831915206
 Ecuador,adult,0.0007751325440676,2.97858881565926e-07,0.2407766990291262,0.25,0.9999504789209618,-0.315210355987055,-0.0839805825242718,0.3609455352968677,0.7592233009708738,0.75,-0.0092233009708737,0.0092233009708737,769.7466047695343,27.77137071382668
 El-Salvador,adult,0.0013443102842212,8.959161262502707e-07,0.2407527579493835,0.25,0.9998510511347553,0.0186026389790179,0.0831170235777633,0.0272530928191305,0.7592472420506164,0.75,-0.0092472420506164,0.0092472420506164,253.24823738751428,15.97136609584618
 England,adult,0.0425631855924477,0.0007599426913373,0.239701589361012,0.5454545454545454,0.99548552682278,-0.1790758706100905,-0.198213074632147,0.0437777967643758,0.7602984106389881,0.4545454545454546,-0.3057529560935334,0.3057529560935335,276.7252280867558,16.689707901741453
 France,adult,0.0553190224264163,0.0013820623570113,0.2400517631834357,1.0,0.9969398057577856,-0.8155936590100291,0.1662892267874474,0.1947336080387479,0.7599482368165642,0.0,-0.7599482368165642,0.7599482368165642,1027.9967656388983,32.08320831915206
 Germany,adult,0.0044619715246398,9.676315791170252e-06,0.240674667531625,0.2727272727272727,0.999526740057514,0.1858579305870905,-0.1069796243328516,-0.3074123413520381,0.759325332468375,0.7272727272727273,-0.0320526051956476,0.0320526051956476,276.7252280867558,16.689707901741453
 Greece,adult,0.0095408977978422,4.226242219498334e-05,0.2406088082901554,0.3333333333333333,0.9992532253016656,-0.4824050086355785,-0.1675302245250431,0.4447868808237222,0.7593911917098446,0.6666666666666667,-0.0927245250431778,0.0927245250431778,511.4967689934019,22.65317045101106
 Guatemala,adult,-0.0163817013721164,0.000158162414712,0.2411669367909238,0.1111111111111111,1.0015711442028434,0.0743021790023411,0.166612641815235,0.1939878992067538,0.7588330632090762,0.8888888888888888,0.1300558256798127,-0.1300558256798126,339.33075468514994,18.469201592001475
 Haiti,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.1853769006793917,0.1662892267874474,-0.3062436705058445,0.7589776771271433,1.0,0.2410223228728567,-0.2410223228728567,1027.9967656388983,32.08320831915206
 Hungary,adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.1852570320077594,0.1661817006142903,-0.3062126270537255,0.7591335273197543,1.0,0.2408664726802457,-0.2408664726802457,3093.999999999999,55.62373594069352
 Italy,adult,0.0010969131625287,5.964965700110819e-07,0.2407647440051847,0.25,0.9999008294658276,-0.1902948801036941,0.0412346079066753,0.2778760535807528,0.7592352559948152,0.75,-0.0092352559948152,0.0092352559948152,382.3721767252878,19.59910730035718
 Jamaica,adult,-0.0229790582501673,0.0003281176201133,0.2414016872160934,0.0833333333333333,1.0025460674450914,0.1022604369457062,0.1667748215444516,0.1939410349807298,0.7585983127839065,0.9166666666666666,0.1580683538827601,-0.15806835388276,253.2482373875141,15.97136609584617
 Japan,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.1853769006793917,0.1662892267874474,-0.3062436705058445,0.7589776771271433,1.0,0.2410223228728567,-0.2410223228728567,1027.9967656388983,32.08320831915206
 Mexico,adult,-0.0510443535335584,0.0016423338170042,0.2436698454455771,0.0754716981132075,1.0119657742397523,0.188424860243341,0.0922362926792949,-0.3084289737722232,0.7563301545544229,0.9245283018867924,0.1681981473323695,-0.1681981473323696,53.48311685526131,7.446377986343404
 Nicaragua,adult,-0.0248241054460739,0.000534808717127,0.2412564766839378,0.0,1.0019430051813472,0.1855569948186528,0.1664507772020725,-0.3062903350548685,0.7587435233160622,1.0,0.2412564766839378,-0.2412564766839378,511.49676899340176,22.65317045101106
 Outlying-US(Guam-USVI-etc),adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.1852570320077594,0.1661817006142903,-0.3062126270537255,0.7591335273197543,1.0,0.2408664726802457,-0.2408664726802457,3093.999999999999,55.62373594069351
 Peru,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.1853769006793917,0.1662892267874474,-0.3062436705058445,0.7589776771271433,1.0,0.2410223228728567,-0.2410223228728567,1027.9967656388983,32.08320831915204
 Philippines,adult,0.0319281247759165,0.0004603573476636,0.2405431619786615,1.0,0.9989805948482936,-0.8150662786938248,0.1661817006142903,0.1941122852552218,0.7594568380213385,0.0,-0.7594568380213385,0.7594568380213385,3093.999999999999,55.62373594069351
 Poland,adult,0.0212039893805982,0.0002004932139643,0.240272373540856,0.4,0.9978560050139712,0.1857976653696498,-0.2346303501945525,-0.3077467380654927,0.7597276264591439,0.6,-0.1597276264591439,0.1597276264591439,304.8976823671831,17.512869356503913
 Portugal,adult,-0.0248241054460739,0.000534808717127,0.2412564766839378,0.0,1.0019430051813472,0.1855569948186528,0.1664507772020725,-0.3062903350548685,0.7587435233160622,1.0,0.2412564766839378,-0.2412564766839378,511.49676899340176,22.65317045101106
 Puerto-Rico,adult,-0.0175416018531563,0.000174866480003,0.2413121143228321,0.1333333333333333,1.002174069415896,0.0521164880372415,0.0329544224315254,-0.0177773993876107,0.7586878856771679,0.8666666666666667,0.1079787809894987,-0.1079787809894987,201.59912003961588,14.26424916555726
 Scotland,adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.1852570320077594,0.1661817006142903,-0.3062126270537255,0.7591335273197543,1.0,0.2408664726802457,-0.2408664726802457,3093.9999999999995,55.62373594069352
 Trinadad&Tobago,adult,0.0154187788247664,0.0001012457254508,0.240620957309185,0.5,0.9993036804223066,0.1853169469598965,-0.3340879689521345,-0.3065752596581854,0.759379042690815,0.5,-0.259379042690815,0.259379042690815,1544.4974120502936,39.31283543530704
 United-States,adult,0.0304457329203847,0.0004831444341888,0.1967871485943775,0.2446397188049209,0.817260990269804,-0.048541441689429,-0.0321708627127137,0.0281905759046289,0.8032128514056225,0.755360281195079,-0.0478525702105434,0.0478525702105434,7.52732227364625,-3.085847847200726
 Yugoslavia,adult,0.0319281247759165,0.0004603573476636,0.2405431619786615,1.0,0.9989805948482936,0.1852570320077594,-0.8341416100872939,-0.3065597577555308,0.7594568380213385,0.0,-0.7594568380213385,0.7594568380213385,3093.9999999999995,55.62373594069352
Not known,adult,-0.0026476998162622,3.538733176239317e-06,0.2409165302782324,0.2307692307692307,1.0005312009138938,0.0057828696126568,0.0124386252045826,0.004971904275331,0.7590834697217677,0.7692307692307692,0.0101472995090016,-0.0101472995090015,74.46832658645651,8.7418642030084
age between 10 and 20,adult,-0.1391402788269233,0.0163976954119835,0.2554869684499314,0.0,1.061042524005487,0.1965020576131687,0.1762688614540466,-0.3091814306338278,0.7445130315500685,1.0,0.2554869684499314,-0.2554869684499314,12.465138544379744,3.8022468805192746
age between 20 and 30,adult,-0.240943269789917,0.0356785429369055,0.2990614334470989,0.0586666666666666,1.2420081544769452,0.2198145620022753,0.1418452787258248,-0.2471461128621007,0.7009385665529011,0.9413333333333334,0.2403947667804322,-0.2403947667804322,-0.5536565070312305,1.202789175818187
age between 30 and 40,adult,0.0390551272503099,0.0007500078320435,0.2310688013846819,0.2694763729246487,0.9596333845425584,0.0034357310502881,-0.0340633087466074,-0.0399320575229969,0.768931198615318,0.7305236270753512,-0.0384075715399668,0.0384075715399667,-0.7089234371732069,1.1364573189588223
age between 40 and 50,adult,0.170363822328007,0.0135743759040097,0.201255230125523,0.375,0.8358170228300245,-0.1537680677063522,-0.0901887599847851,0.0760497331869778,0.798744769874477,0.625,-0.1737447698744769,0.1737447698744769,-0.3091136675402621,1.300417842617068
age between 50 and 60,adult,0.1230591933832527,0.0069684630915043,0.2200224131490474,0.3741007194244604,0.9137575117894668,-0.1961562613935747,-0.0796141570120817,0.1323426539309684,0.7799775868509525,0.6258992805755396,-0.154078306275413,0.1540783062754129,2.581544233426197,2.1400644637088138
age between 60 and 70,adult,0.0294487527630626,0.0004172692751221,0.2374697545800207,0.2885572139303483,0.9862166720410523,-0.0466918776322329,-0.0777275048882789,-0.0025597393710435,0.7625302454199793,0.7114427860696517,-0.0510874593503275,0.0510874593503275,10.48138206303493,3.531940993866109
age>70,adult,-0.0146165855919038,0.0001116956795063,0.2416749093306957,0.1967213114754098,1.003680764388151,0.0551366660721138,0.0356839789636403,-0.0364537502526961,0.7583250906693043,0.8032786885245902,0.0449535978552858,-0.0449535978552858,45.817370983856,6.912868758945283
hour<10,adult,-0.0530915637679599,0.0020356425360643,0.2432167374959137,0.0285714285714285,1.0100840078018214,0.1873161163779012,0.1391304347826086,-0.3070943356789521,0.7567832625040863,0.9714285714285714,0.2146453089244851,-0.214645308924485,83.54833588193245,9.24631437965351
hours between 10 and 20,adult,-0.0830144358197397,0.0045445635026568,0.2475711892797319,0.055045871559633,1.0281681337335449,0.1634318380895302,0.1436663439521768,-0.058027080469022,0.752428810720268,0.944954128440367,0.1925253177200989,-0.1925253177200989,23.461673264381275,5.044453167828223
hours between 20 and 30,adult,-0.1291887212208729,0.0109382036678099,0.2570224719101123,0.0528455284552845,1.0674195007917957,0.1746968347492463,0.1407320498766785,-0.1168913806586464,0.7429775280898876,0.9471544715447154,0.2041769434548278,-0.2041769434548278,7.677952984669435,3.1101431281397804
hours between 30 and 40,adult,-0.0752021449843096,0.0030863286171618,0.2525659824046921,0.1530054644808743,1.0489116101478084,0.1139808983542457,0.0675628575549252,-0.0889503502538814,0.7474340175953079,0.8469945355191257,0.0995605179238177,-0.0995605179238178,3.595462496534179,2.3649817678898004
hour between 40 and 50,adult,-0.0138267581329769,9.547164684153842e-05,0.2474377745241581,0.2355324074074074,1.0276140595674432,0.0459039978851472,-0.0221923973754134,-0.0738299718688352,0.7525622254758418,0.7644675925925926,0.0119053671167507,-0.0119053671167507,-1.9456876786651929,-0.2357338674130152
hour>70,adult,0.2187291840821693,0.021811195350838,0.1944444444444444,0.4295081967213114,0.807531692766592,-0.2757200179509517,-0.1156991631688709,0.1806340559273253,0.8055555555555556,0.5704918032786885,-0.235063752276867,0.235063752276867,0.3201585689423343,1.523138874958807
race,adult,0.0935345276311007,0.0049628378444822,0.1290322580645161,0.2640086206896552,0.5151300728407908,-0.1316532258064516,-0.0795837968112718,0.0843182864491168,0.8709677419354839,0.7359913793103448,-0.134976362625139,0.1349763626251391,5.102175891182213,-2.664372008308403
sex,adult,0.2283118276052101,0.0287454968058342,0.1119617224880382,0.3211322596388482,0.4469800895199876,-0.2078016817633061,-0.1222316405948986,0.1382713479630027,0.8880382775119617,0.6788677403611518,-0.2091705371508099,0.2091705371508099,-1.5297619831402898,-0.6864599712893097
 10th,adult,-0.0528947168223554,0.0016268518214982,0.2544970019986675,0.1195652173913043,1.016017708624358,0.2118587608261159,0.0469904121889754,-0.3360575775865699,0.7455029980013325,0.8804347826086957,0.1349317846073632,-0.1349317846073632,28.709393911973688,5.53993106613602
 11th,adult,-0.0909008359007155,0.0054235342745978,0.2584988219454729,0.056910569105691,1.031994006579733,0.2140693369235947,0.1127292827960255,-0.3351839111438947,0.7415011780545271,0.943089430894309,0.2015882528397818,-0.2015882528397818,20.23048866487682,4.7135349623368645
 12th,adult,-0.0455009799374118,0.0013562219193085,0.2525318523358379,0.0606060606060606,1.0081723240349454,0.2077752368507023,0.1056794669992972,-0.3317205918273188,0.747468147664162,0.9393939393939394,0.1919257917297773,-0.1919257917297774,88.91391780677506,9.531864620983452
 1st-4th,adult,-0.0260194964277042,0.0004276784811059,0.2512171372930866,0.0769230769230769,1.0029236423029808,0.2064264849074975,0.0886075949367088,-0.3310097680466931,0.7487828627069133,0.9230769230769232,0.1742940603700097,-0.1742940603700098,233.3831417997396,15.337283997722336
 5th-6th,adult,-0.040749814155403,0.0010665613622467,0.2522022838499184,0.0689655172413793,1.0068566015892229,0.2075040783034257,0.0971029982561736,-0.3316496549108322,0.7477977161500815,0.9310344827586208,0.1832367666085391,-0.1832367666085391,101.86559894500408,10.188216338584624
 7th-8th,adult,-0.059072335230619,0.0023055008267583,0.2538638605721802,0.0566037735849056,1.0134900446584847,0.2091417296941795,0.1104465388123321,-0.3324379962412968,0.7461361394278199,0.9433962264150944,0.1972600869872745,-0.1972600869872744,53.48311685526132,7.446377986343404
 9th,adult,-0.0640002047917143,0.0030275497821948,0.2538537225319777,0.0222222222222222,1.0134495709857276,0.208592981305346,0.1450457344848948,-0.3315767952977255,0.7461462774680223,0.9777777777777776,0.2316315003097554,-0.2316315003097554,63.87543108490033,8.113824105983344
 Assoc-acdm,adult,-0.0032735278383927,5.392905250242719e-06,0.2507532641446267,0.2429906542056074,1.001071740985129,-0.0097306396252921,-0.0322174907465059,-0.0058126507914786,0.7492467358553733,0.7570093457943925,0.0077626099390192,-0.0077626099390192,23.992403284091115,5.096753350082644
 Assoc-voc,adult,0.0087919786902307,3.809666618284635e-05,0.2496617050067659,0.2681159420289855,0.996713955214108,-0.103400600105901,-0.0925947716263654,0.0689131984682276,0.7503382949932341,0.7318840579710144,-0.0184542370222196,0.0184542370222197,17.497176363094116,4.414279826512349
 Bachelors,adult,0.1993786592343523,0.0179507586933206,0.2138772398017537,0.4543524416135881,0.8538531354150013,-0.2984767284021068,-0.0806672640280775,0.1927913754659798,0.7861227601982463,0.5456475583864119,-0.2404752018118344,0.2404752018118344,1.7533382842153933,1.937061001190956
 Doctorate,adult,0.1319359848132514,0.0071980551457306,0.2439423706614276,0.75,0.9738808965502672,-0.4502619515389653,-0.0859528487229862,0.2071286077337681,0.7560576293385723,0.25,-0.5060576293385723,0.5060576293385723,72.48211654762683,8.62758735777845
