label,timestamp,duration,pkg,dram,socket
bar,1708620818.9287648,37169.765,1489376.0,39062.0,0
bar,1708620819.0219064,55450.823,1861812.0,87219.0,0
bar,1708620819.127478,39163.287,1267942.0,60181.0,0
bar,1708620819.419529,220882.834,5881577.0,524657.0,0
bar,1708620819.7535532,246184.36,4915392.0,256225.0,0
bar,1708620820.0965424,106544.461,2786675.0,172607.0,0
bar,1708620820.2070858,29841.316,697142.0,27893.0,0
bar,1708620820.2748494,20744.9,367126.0,17700.0,0
bar,1708620820.298331,38033.508,1009946.0,35888.0,0
bar,1708620820.5997894,24936.005,515013.0,19104.0,0
bar,1708620824.7274573,24352.621,788450.0,17761.0,0
bar,1708620824.7603035,46450.377,1637508.0,43884.0,0
bar,1708620824.8196478,22879.401,479491.0,20447.0,0
bar,1708620824.8514628,38470.158,904966.0,39062.0,0
bar,1708620824.945715,56257.633,1111264.0,85815.0,0
bar,1708620825.0526288,44446.322,1056821.0,62683.0,0
bar,1708620825.3497796,202375.101,5778183.0,487120.0,0
bar,1708620825.6654103,248807.526,6453352.0,261413.0,0
bar,1708620826.0032094,116180.303,2888848.0,179015.0,0
bar,1708620826.1233666,29832.954,1012082.0,29052.0,0
bar,1708620826.1910186,20731.851,362608.0,17761.0,0
bar,1708620826.214453,37899.827,636961.0,34058.0,0
bar,1708620826.5148666,24787.44,752745.0,19104.0,0
bar,1708620830.6782205,24064.701,430175.0,17944.0,0
bar,1708620830.7092755,46522.713,787962.0,43212.0,0
bar,1708620830.768847,22508.341,708677.0,20996.0,0
bar,1708620830.8003666,34862.931,1706355.0,37903.0,0
bar,1708620830.8902183,56025.061,1230527.0,88745.0,0
bar,1708620830.9965122,39217.196,1043149.0,57556.0,0
bar,1708620831.291621,203104.519,5462327.0,491515.0,0
bar,1708620831.607691,243871.058,6397018.0,250732.0,0
bar,1708620831.9411128,106014.956,2689141.0,173401.0,0
bar,1708620832.0511072,30157.531,756712.0,29968.0,0
bar,1708620832.118991,20798.259,624449.0,17700.0,0
bar,1708620832.1425138,46654.19,1650874.0,41503.0,0
bar,1708620832.4494362,24808.231,430663.0,19287.0,0
bar,1708620836.5998666,23803.131,696409.0,17944.0,0
bar,1708620836.6306982,46084.858,1076170.0,44067.0,0
bar,1708620836.6897678,22452.337,921751.0,20630.0,0
bar,1708620836.7211602,34646.866,920835.0,31372.0,0
bar,1708620836.811657,55973.105,1672054.0,86791.0,0
bar,1708620836.9187272,39135.402,1000608.0,58472.0,0
bar,1708620837.2103221,210258.774,5148241.0,491088.0,0
bar,1708620837.5341523,248501.307,5297777.0,252258.0,0
bar,1708620837.872249,106939.666,2459283.0,178100.0,0
bar,1708620837.983168,30333.724,990659.0,30395.0,0
bar,1708620838.0516155,21253.5,728331.0,17578.0,0
bar,1708620838.0755959,38409.01,790769.0,35278.0,0
bar,1708620838.3791645,25022.534,827757.0,19349.0,0
bar,1708620842.566471,24424.728,565428.0,17944.0,0
bar,1708620842.5978634,45877.035,1116514.0,43274.0,0
bar,1708620842.6564546,22579.989,832395.0,21118.0,0
bar,1708620842.6880753,35771.479,1459103.0,37110.0,0
bar,1708620842.77932,56167.119,1598751.0,86730.0,0
bar,1708620842.8846602,38732.777,856687.0,58472.0,0
bar,1708620843.1760633,210055.927,4824756.0,496154.0,0
bar,1708620843.4988666,244368.525,5422045.0,251831.0,0
bar,1708620843.8330574,106549.149,3346549.0,173278.0,0
bar,1708620843.9436347,29939.553,653014.0,31616.0,0
bar,1708620844.0111005,20621.803,695249.0,16663.0,0
bar,1708620844.0344412,37626.75,1499507.0,34485.0,0
bar,1708620844.3334706,27034.8,333983.0,20691.0,0
bar,1708620848.4594553,23983.057,280700.0,17944.0,0
bar,1708620848.4903784,45869.285,714720.0,44433.0,0
bar,1708620848.5491774,22574.445,495238.0,19287.0,0
bar,1708620848.5807464,34221.265,842710.0,36621.0,0
bar,1708620848.6703777,55710.089,1599788.0,87890.0,0
bar,1708620848.7769308,38908.943,1077268.0,56640.0,0
bar,1708620849.066174,200587.919,4955675.0,482787.0,0
bar,1708620849.3792543,245920.713,5782212.0,252135.0,0
bar,1708620849.7139928,106102.984,2586053.0,171204.0,0
bar,1708620849.824091,29630.137,724364.0,27466.0,0
bar,1708620849.8913693,20309.846,554014.0,16724.0,0
bar,1708620849.9143958,37630.997,1022459.0,34241.0,0
bar,1708620850.2121537,24515.172,453063.0,18310.0,0
bar,1708620854.3576322,23838.637,572874.0,18066.0,0
bar,1708620854.3884077,45440.371,1772212.0,44067.0,0
bar,1708620854.4466593,30763.313,1209286.0,27161.0,0
bar,1708620854.4863348,34983.392,1233212.0,36377.0,0
bar,1708620854.5765183,55123.667,1856685.0,86731.0,0
bar,1708620854.6815977,38870.412,1271420.0,58655.0,0
bar,1708620854.9725595,200546.453,5241808.0,484373.0,0
bar,1708620855.2863371,249115.993,5584642.0,261047.0,0
bar,1708620855.6240215,105478.864,3038444.0,170410.0,0
bar,1708620855.7335057,30035.523,790281.0,29419.0,0
bar,1708620855.8011656,20503.635,348266.0,16601.0,0
bar,1708620855.8243878,37858.187,1393063.0,34485.0,0
bar,1708620856.122714,24670.704,736692.0,19409.0,0
bar,1708620860.2374725,23932.223,446715.0,18311.0,0
bar,1708620860.2683716,45926.97,1551509.0,42724.0,0
bar,1708620860.3269866,22471.434,262268.0,22033.0,0
bar,1708620860.3588922,34824.086,1109067.0,33387.0,0
bar,1708620860.4505894,56019.304,1708553.0,89538.0,0
bar,1708620860.556843,38991.961,1304806.0,57617.0,0
bar,1708620860.8489394,200373.638,5329210.0,482847.0,0
bar,1708620861.1630964,248180.157,5591539.0,259765.0,0
bar,1708620861.4996195,108304.19,3254325.0,175964.0,0
bar,1708620861.6119342,29790.06,1120664.0,29053.0,0
bar,1708620861.6796591,20572.641,788938.0,17883.0,0
bar,1708620861.7029657,38971.697,1160214.0,35278.0,0
bar,1708620862.0053234,28629.159,428038.0,22522.0,0
bar,1708620866.1420794,24046.658,203918.0,18677.0,0
bar,1708620866.1731746,45671.364,1126646.0,44922.0,0
bar,1708620866.2316473,22844.357,372253.0,20691.0,0
bar,1708620866.2636018,34359.139,1124082.0,37903.0,0
bar,1708620866.3523395,55123.117,1324094.0,86303.0,0
bar,1708620866.4570897,39057.588,1258053.0,57556.0,0
bar,1708620866.7517726,201858.009,5197070.0,488768.0,0
bar,1708620867.066878,240120.605,6210067.0,247375.0,0
bar,1708620867.3957236,105836.039,3434805.0,170593.0,0
bar,1708620867.5055664,29963.991,1089475.0,30091.0,0
bar,1708620867.5729198,20226.845,778746.0,16906.0,0
bar,1708620867.5958788,38127.846,1541744.0,34058.0,0
bar,1708620867.893515,24361.4,742796.0,19410.0,0
bar,1708620871.9682565,23432.913,811216.0,18372.0,0
bar,1708620871.9986527,45214.145,1939204.0,44373.0,0
bar,1708620872.0568101,22768.718,755186.0,19409.0,0
bar,1708620872.0885692,34319.227,1808039.0,37049.0,0
bar,1708620872.1812582,56178.708,2055598.0,90454.0,0
bar,1708620872.2882447,39262.179,1206235.0,59632.0,0
bar,1708620872.580912,201562.038,4706042.0,486815.0,0
bar,1708620872.8961148,265823.165,5360765.0,291625.0,0
bar,1708620873.250007,107667.6,3429435.0,172973.0,0
bar,1708620873.3616416,30258.314,1033628.0,30151.0,0
bar,1708620873.4301066,20669.914,659178.0,17944.0,0
bar,1708620873.453487,38029.843,750913.0,33874.0,0
bar,1708620873.7526033,24981.193,829710.0,20447.0,0
bar,1708620877.886268,24073.723,512022.0,18005.0,0
bar,1708620877.9172654,46089.57,1290951.0,43884.0,0
bar,1708620877.9762695,22997.595,439940.0,20691.0,0
bar,1708620878.0082576,35030.502,998532.0,35950.0,0
bar,1708620878.0985591,55351.287,1709102.0,88867.0,0
bar,1708620878.2045631,39826.118,1027280.0,64819.0,0
bar,1708620878.4964418,200573.73,5288438.0,483580.0,0
bar,1708620878.8163288,245028.369,6112045.0,251647.0,0
bar,1708620879.1505313,105293.677,2954399.0,172057.0,0
bar,1708620879.2598264,29726.406,783690.0,28870.0,0
bar,1708620879.3272471,20520.737,638304.0,18006.0,0
bar,1708620879.3504896,37654.434,948667.0,35644.0,0
bar,1708620879.649469,24736.541,689207.0,19348.0,0
bar,1708620883.7800179,23890.267,445372.0,18005.0,0
bar,1708620883.812244,45441.093,1176267.0,44616.0,0
bar,1708620883.870602,23481.781,426268.0,20996.0,0
bar,1708620883.9030712,34011.298,1413327.0,34729.0,0
bar,1708620883.991639,55210.034,1453914.0,86669.0,0
bar,1708620884.096983,38650.555,819517.0,58838.0,0
bar,1708620884.3867626,201377.753,4903247.0,488097.0,0
bar,1708620884.7004113,249304.214,6823530.0,256774.0,0
bar,1708620885.0397518,105993.94,2282404.0,172912.0,0
bar,1708620885.1497445,30151.708,361450.0,28869.0,0
bar,1708620885.217855,20776.133,417541.0,17944.0,0
bar,1708620885.2413247,38083.061,1114805.0,34241.0,0
bar,1708620885.5427818,24936.77,614867.0,19226.0,0
bar,1708620889.712231,24292.128,494872.0,19226.0,0
bar,1708620889.7434185,46156.634,1136105.0,45226.0,0
bar,1708620889.8022916,22979.385,351867.0,21240.0,0
bar,1708620889.8344007,35199.246,599120.0,36194.0,0
bar,1708620889.925131,57835.697,1108823.0,90698.0,0
bar,1708620890.033097,39389.674,1391293.0,60120.0,0
bar,1708620890.3284678,200787.005,4631824.0,483581.0,0
bar,1708620890.6412163,244499.671,6944197.0,251647.0,0
bar,1708620890.9768589,109384.034,2359613.0,180176.0,0
bar,1708620891.0902762,31715.583,1518001.0,29114.0,0
bar,1708620891.1592724,20125.631,434447.0,16784.0,0
bar,1708620891.1821306,39803.291,1384518.0,35828.0,0
bar,1708620891.4819243,24383.762,977842.0,18250.0,0
bar,1708620895.5622737,23650.493,744322.0,18310.0,0
bar,1708620895.5928795,45443.633,1599545.0,43274.0,0
bar,1708620895.6512415,22848.382,636473.0,20386.0,0
bar,1708620895.683065,34768.747,924986.0,35889.0,0
bar,1708620895.772928,55329.345,1466243.0,86121.0,0
bar,1708620895.8764114,38732.496,876524.0,59326.0,0
bar,1708620896.1748748,200213.015,4756213.0,481932.0,0
bar,1708620896.4885075,247182.508,5578111.0,252258.0,0
bar,1708620896.8243709,105356.302,3255546.0,172790.0,0
