,Statistical Parity,Equal Opportunity,Average Odds
0,0.10291949123447601,0.10067394002388402,0.15332051107355033
1,0.10998056112069703,0.1027754360183824,0.16430162743783694
2,0.0927777960547165,0.08275539625022126,0.16051278556427276
3,0.09167139261708204,0.09025466884687754,0.14492050872914472
4,0.1005343148598484,0.0993643592398976,0.14033205161560847
5,0.10120544210358012,0.0997277680957229,0.1568149462972638
6,0.09571842436930975,0.08754019020104153,0.14033669187543554
7,0.10844528978936879,0.10621948494529632,0.1597655782566456
8,0.10208329577442819,0.09914563726703834,0.15131133944513847
9,0.112123250488343,0.10087316812042138,0.1577057267964288
