,model_id,score_threshold,k,attribute_name,attribute_value,accuracy,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,0,binary 0/1,20,Race_B,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14,2,0.7,0.875,0,0,2,14,14,2,16,24,0.875,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0
1,0,binary 0/1,20,Race_B,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,2,0.3,0.75,0,0,2,6,6,2,8,24,0.75,0.4285714285714286,0.8571428571428571,1.0,,,,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0
