,model_id,score_threshold,k,attribute_name,attribute_value,accuracy,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,0,binary 0/1,0,age,0,0.8495859388203482,0.0,1.0,0.15041406117965184,,0.0,1.0,0.8495859388203482,,0,5917,,0.0,0,890,5027,0,890,5027,5917,6098,0.15041406117965184,,,,,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,0,0,0,0
1,0,binary 0/1,0,age,1,0.8342541436464088,0.0,1.0,0.16574585635359115,,0.0,1.0,0.8342541436464088,,0,181,,0.0,0,30,151,0,30,151,181,6098,0.16574585635359115,,,,,1.1019305978024707,,1.0,,1.0,0.981953803054665,0,0,0,0,0,0,0,0,0,0
