,variable,correlation_true,correlation_pred,mutual_info,unpriv_prob,priv_prob,unbalance,statistical_parity,equal_opportunity,average_odds
0,black_people,0.4345685672288146,0.5622626232078228,0.14053163148562087,0.4661016949152542,0.10975609756097561,1.4565677966101696,0.5512608515915668,-0.20297643654402642,-0.8498329676411869
1,hisp_people,0.2911784499888184,0.32211867326371596,0.0551356647878852,0.4098360655737705,0.1794871794871795,1.2807377049180326,0.37683900798654896,-0.10046237915090378,-0.4714087301587301
0,black_people,0.4012325650432753,0.4583376927213371,0.1086045662175731,0.4036697247706422,0.10989010989010989,1.495073054706082,0.4351245085190039,-0.08347615687065224,-0.6568289734956402
1,hisp_people,0.36056262699929104,0.38737222614999856,0.0919744110196319,0.391304347826087,0.10588235294117647,1.4492753623188406,0.4153452685421995,0.10434782608695647,-0.4702589807852966
0,black_people,0.43986457634337434,0.51133634357613,0.13988972143948597,0.3488372093023256,0.07017543859649122,1.8359853121175032,0.4383924928600571,-0.07874337005303955,-0.6732479784366577
1,hisp_people,0.14851685650709753,0.22692854276149152,0.018091315599193025,0.226890756302521,0.13580246913580246,1.1941618752764265,0.3129992737835875,0.08942836393816783,-0.5099786686743208
0,black_people,0.47020314742504593,0.4910602278807907,0.16420662556857069,0.4174757281553398,0.07216494845360824,1.6699029126213591,0.4108697828045241,-0.004604143729356358,-0.4945921004060539
1,hisp_people,0.3555255840532712,0.3371505684829539,0.09923781002740004,0.3963963963963964,0.06741573033707865,1.5855855855855854,0.362890980868509,0.07065492458750888,-0.34363641812841605
0,black_people,0.4513218884141086,0.44872577663297397,0.14395786009615938,0.37142857142857144,0.06382978723404255,1.6425396825396825,0.3983789260385005,0.06636271529888549,-0.7459207459207459
1,hisp_people,0.33274273079776195,0.3418589463465038,0.10273857909187646,0.38095238095238093,0.05319148936170213,1.6846560846560847,0.37821681864235057,0.1066869300911854,-0.040276577355229104
0,black_people,0.4957031957730302,0.5414026933889323,0.18059295976892098,0.3942307692307692,0.021052631578947368,1.824463327370304,0.47621457489878544,-0.1435222672064777,-0.619590873328088
1,hisp_people,0.2512509672492612,0.2550152541835864,0.07722841364156444,0.34375,0.0970873786407767,1.5908430232558142,0.3633697411003236,0.05339805825242716,-0.38555602103989206
0,black_people,0.43170656633070575,0.534941084767566,0.1301828706841656,0.35,0.09090909090909091,1.5829545454545457,0.44888888888888895,0.004646464646464621,-0.7481074481074481
1,hisp_people,0.13684295387007328,0.22179683127467678,0.013905355995435187,0.27049180327868855,0.14285714285714285,1.2233606557377048,0.3373429848839685,-0.01266766020864385,-0.5873340143003065
0,MedNumBR,-0.38086709069026414,-0.411146814401677,0.10554422937738953,0.0,0.271356783919598,0.0,-0.2914572864321608,,0.8067688378033205
1,black_people,0.4553197202542601,0.4858245239729846,0.14530041453431924,0.44,0.10101010101010101,1.6214814814814817,0.3186868686868687,0.035151515151515156,-0.3597876842258864
2,hisp_people,0.25725048164270903,0.2977760197769926,0.054541335489384654,0.3700787401574803,0.09722222222222222,1.3638086905803442,0.2825896762904637,0.025699912510936063,-0.1278583119008651
0,black_people,0.40636928745615525,0.47785269792764623,0.13877838674337706,0.3939393939393939,0.03,1.8665223665223665,0.40494949494949495,-0.07545454545454544,-0.6970129526830557
1,hisp_people,0.3085812887113976,0.3125975099763242,0.10349092007057814,0.35135135135135137,0.03409090909090909,1.6647361647361647,0.4002866502866503,-0.013513513513513487,-0.0512443438914027
0,black_people,0.4774937484958336,0.49376561395040436,0.17872485205759123,0.31,0.09090909090909091,1.5422500000000001,0.4591919191919192,-0.005151515151515129,-0.9089138226585631
1,hisp_people,0.1861476033458646,0.28456324564489016,0.03975966965057959,0.28703703703703703,0.0989010989010989,1.4280092592592593,0.33109483109483107,0.05352055352055357,-0.6469346721116981
