,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,alcohol,0.36707218167072186,0.7755439463875945,2.1227359133460064,0.7456724966650433,-1.4640683949629199,-0.02071908018718105
1,type,0.052554744525547446,0.14715812763933214,1.3588554302840017,0.16711219087143053,-0.26583110617972544,-0.04722679643482175
