,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
0,school_MS,0.12088726108034571,0.007426135696690039,0.625,0.7407407407407407,0.9305555555555557,1.1028806584362139,-0.14074074074074072,0.025000000000000022,-0.020000000000000018,-1.8936805555555556,0.404694672287365,0.5970149253731343,-0.9995706311721769,-341.2590863539081,0.675,-0.1157407407407407
1,sex_M,-0.07419998499379656,0.002728356595481818,0.6976744186046512,0.625,1.0387596899224807,0.9305555555555556,0.11434108527131781,-0.04166666666666663,0.033333333333333326,-1.6851129248658316,0.6050757736803446,0.6417910447761194,-0.9995876288659794,-343.3684844694979,0.5581395348837209,0.07267441860465118
2,address,0.1606156074556547,0.012762167614540298,0.5769230769230769,0.7317073170731707,0.8589743589743588,1.089430894308943,-0.19324577861163228,0.038461538461538436,-0.033333333333333326,-1.834788569779189,-0.4700117002459225,0.3880597014925373,-0.9995757318625371,-341.87106486100976,0.6341463414634146,-0.15478424015009384
3,famsize,0.280381530103761,0.044771816324472385,0.5918367346938775,0.8888888888888888,0.8811791383219953,1.3234567901234566,-0.24149659863945583,-0.05555555555555558,0.03125,-0.8870225013082145,1.067882362815447,0.7313432835820896,-0.9996330275229358,-350.1794323876068,0.3673469387755102,-0.2970521541950113
4,Pstatus,-0.18222940067926,0.019483730916357536,0.8888888888888888,0.6379310344827587,1.3234567901234566,0.949808429118774,0.268199233716475,-0.017241379310344862,0.013513513513513487,2.8997789566755072,-2.1941021399431935,0.13432835820895522,-0.9997097242380262,-368.29222273038,0.15517241379310345,0.25095785440613017
5,schoolsup,-0.11462806221771947,0.006207988951933502,0.6885245901639344,0.5,1.025136612021858,0.7444444444444445,0.17213114754098358,0.016393442622950838,-0.011904761904761918,6.854192938209335,2.9411566705752272,0.9104477611940298,-0.9997338301836571,-377.28475259566306,0.09836065573770492,0.1885245901639344
6,famsup,-0.20264220797001106,0.02092181406941493,0.7741935483870968,0.5833333333333334,1.1526881720430107,0.8685185185185186,0.21863799283154117,-0.02777777777777779,0.023809523809523836,-2.038332299421009,-0.15312070482125434,0.4626865671641791,-0.9995569339831635,-339.69738567391636,0.8611111111111112,0.19086021505376338
7,paid,0.08282828282828282,0.0034908726678970214,0.6444444444444445,0.7272727272727273,0.959506172839506,1.0828282828282827,-0.10505050505050506,0.022222222222222254,-0.017241379310344807,-1.486025641025642,0.7478357992520804,0.6716417910447762,-0.9996014348345954,-345.2408849448559,0.4888888888888889,-0.0828282828282828
8,activities,-0.11670543606586876,0.006839971401083195,0.7272727272727273,0.6176470588235294,1.0828282828282827,0.919607843137255,0.13903743315508021,-0.02941176470588236,0.023809523809523836,-2.0615384615384618,-0.03054214847183036,0.4925373134328358,-0.999554565701559,-339.4387425413405,0.9705882352941176,0.10962566844919786
9,nursery,-0.07793830999764656,0.0031542530002700297,0.75,0.6545454545454545,1.1166666666666667,0.9745454545454545,0.11363636363636365,-0.018181818181818188,0.013888888888888895,0.9599038461538445,-1.7123498508874646,0.1791044776119403,-0.9996844430419691,-360.9943342525102,0.21818181818181817,0.09545454545454546
10,higher,0.10967516682148909,0.005833685451509335,0.5714285714285714,0.6981132075471698,0.8507936507936508,1.039412997903564,-0.19811320754716977,0.0714285714285714,-0.0625,0.14898921832884104,-1.4647336767942871,0.208955223880597,-0.9996672212978369,-356.882753000656,0.2641509433962264,-0.12668463611859837
11,internet,0.005689906183324323,1.615815038982782e-05,0.6666666666666666,0.6730769230769231,0.9925925925925924,1.002136752136752,0.012820512820512775,-0.019230769230769273,0.01428571428571429,-0.16898668639053271,-1.3553468014525127,0.22388059701492538,-0.99965858654831,-355.0262242774645,0.28846153846153844,-0.0064102564102564985
12,romantic,-0.15954480704349314,0.012858604664500395,0.75,0.6,1.1166666666666665,0.8933333333333334,0.1785714285714286,-0.02857142857142858,0.023809523809523836,-2.05383070054945,-0.09170821825230627,0.47761194029850745,-0.9995553579368608,-339.5249055930738,0.9142857142857143,0.15000000000000002
13,course,0.2058187123692653,0.021825467360353235,0.5897435897435898,0.7857142857142857,0.8780626780626779,1.16984126984127,-0.16025641025641024,-0.0357142857142857,0.022727272727272707,-1.9429575232459848,0.3405472506671095,0.582089552238806,-0.9995661605206074,-340.7366243532406,0.717948717948718,-0.19597069597069594
14,Mjob_at_home,0.06527966922263137,0.002171346027061316,0.6530612244897959,0.7222222222222222,0.9723356009070294,1.0753086419753086,-0.013605442176870763,-0.05555555555555558,0.038461538461538436,-0.8870225013082145,1.067882362815447,0.7313432835820896,-0.9996330275229358,-350.1794323876068,0.3673469387755102,-0.06916099773242634
15,Mjob_health,0.1079829571616198,0.006494565292938861,0.6557377049180327,0.8333333333333334,0.9763205828779599,1.2407407407407407,-0.19398907103825136,0.016393442622950838,-0.012500000000000011,6.854192938209334,2.941156670575226,0.9104477611940298,-0.9997338301836571,-377.28475259566306,0.09836065573770492,-0.17759562841530063
16,Mjob_other,-0.03017626564318361,0.00045389162835163255,0.6829268292682927,0.6538461538461539,1.01680216802168,0.9735042735042734,0.004690431519699834,0.024390243902439046,-0.01785714285714285,-1.8347885697791888,0.4700117002459226,0.6119402985074627,-0.9995757318625371,-341.87106486100976,0.6341463414634146,0.02908067542213888
17,Mjob_services,-0.033293955489305194,0.0005467313924975847,0.6785714285714286,0.6363636363636364,1.0103174603174603,0.9474747474747474,0.024350649350649345,0.017857142857142905,-0.01315789473684209,1.4840315934065949,1.8548900439736213,0.835820895522388,-0.9996929689898679,-363.265623440236,0.19642857142857142,0.04220779220779225
18,Mjob_teacher,-0.11462806221771947,0.006207988951933502,0.6885245901639344,0.5,1.025136612021858,0.7444444444444445,0.17213114754098358,0.016393442622950838,-0.011904761904761918,6.854192938209335,2.9411566705752272,0.9104477611940298,-0.9997338301836571,-377.28475259566306,0.09836065573770492,0.1885245901639344
19,Fjob_at_home,-0.07288792981454688,0.002558572514283708,0.6833333333333333,0.5714285714285714,1.017407407407407,0.8507936507936508,0.09523809523809523,0.01666666666666672,-0.012195121951219523,5.152925824175826,2.6457404481580284,0.8955223880597015,-0.9997259523157029,-374.06492019091434,0.11666666666666667,0.11190476190476195
