,variable,correlation_true,spearman_correlation,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
0,Gender,0.1922734407191,0.2146076483459297,0.03782223902836207,0.29508196721311475,0.18181818181818182,1.2931533269045323,0.038934426229508184,0.1598360655737705,0.12241602067183462,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,-1.8869226599649116,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,-0.3722752532440598,4.6452875255199455,0.7049180327868853,0.8181818181818181,0.11326378539493293,-0.11326378539493287
1,Age,-0.025460027880448825,-0.028417428271996153,0.04714585158808253,0.23255813953488372,0.2222222222222222,1.0191518467852256,-0.058324104835732735,0.07899593946105565,0.16153370439084727,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,-1.9264023575418723,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,0.31565668612213793,4.6452875255199455,0.7674418604651163,0.7777777777777778,0.010335917312661508,-0.01033591731266148
2,family_history_with_overweight,0.2828597909593418,0.3157163793521038,0.10617618150366792,0.5142857142857142,0.14035087719298245,2.2537815126050424,0.22656641604010025,0.3345864661654136,-0.0518874216353208,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,-0.4094510808752392,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,-1.2634186998716974,4.6452875255199455,0.48571428571428577,0.8596491228070176,0.3739348370927318,-0.3739348370927318
3,FAVC,0.04716701283887271,0.0526458655287756,0.034584623778647745,0.3,0.21705426356589147,1.314705882352941,0.3569767441860465,0.15542635658914727,-0.371051390853371,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,2.7359920075070483,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,-2.1678204163234893,4.6452875255199455,0.7,0.7829457364341086,0.08294573643410852,-0.08294573643410863
4,SMOKE,-0.07079407205849086,-0.07901741012426676,0.012469746932014907,0.22448979591836735,0.5,0.9837935174069629,0.14285714285714285,-0.18707482993197277,-0.2535885167464115,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,71.94530056920732,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,8.542814855186878,4.6452875255199455,0.7755102040816326,0.5,-0.2755102040816326,0.2755102040816326
5,SCC,-0.14548632492815491,-0.16238580816233125,0.04390018036439136,0.22142857142857142,0.3333333333333333,0.9703781512605043,-0.0865079365079365,0.21746031746031746,0.09613297819867808,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.1610738255033557,0.2483221476510067,0.2,0.03298847175152888,2,0,0,0,0,0,-1.9264023575418723,71.94530056920732,4.47496311867741,16.66908477692306,12.060780737604887,-2.1678204163234893,8.542814855186878,0.30905876019748285,2.3376023708223563,3.72814401348709,4.6452875255199455,0.7785714285714286,0.6666666666666667,-0.1119047619047619,0.11190476190476184
0,Gender,-0.017887385327340848,-0.019954887314384172,0.017136818630187706,0.20270270270270271,0.16,1.1186186186186187,0.06900900900900901,-0.07585585585585586,-0.04316653214958299,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.15436241610738255,0.2684563758389262,0.2,0.038296221792448605,2,0,0,0,0,0,-2.0272108843537415,46.26522059377329,3.4039404867314746,11.524739470541125,-2.0272108843537415,-2.084854746165796,6.902487667490719,0.30350104132001077,2.1146384901176907,-0.013560014864150911,4.703156623642994,0.7972972972972973,0.84,0.04270270270270271,-0.04270270270270271
1,Age,-0.05567557567785578,-0.06211080146615494,0.146456116996116,0.2054794520547945,0.15789473684210525,1.1339421613394216,0.045962509012256667,-0.14708002883922133,0.030854885057471276,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.15436241610738255,0.2684563758389262,0.2,0.038296221792448605,2,0,0,0,0,0,-2.0272108843537415,46.26522059377329,3.4039404867314746,11.524739470541125,-2.025719272311546,-2.084854746165796,6.902487667490719,0.30350104132001077,2.1146384901176907,-0.040687376311821774,4.703156623642994,0.7945205479452055,0.8421052631578947,0.047584715212689255,-0.047584715212689144
2,family_history_with_overweight,-0.003921234350620688,-0.0043744677138657356,0.1450706799111306,0.3235294117647059,0.1391304347826087,1.7854030501089326,0.16035805626598465,-0.03299232736572899,-0.06774264382960032,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.15436241610738255,0.2684563758389262,0.2,0.038296221792448605,2,0,0,0,0,0,-2.0272108843537415,46.26522059377329,3.4039404867314746,11.524739470541125,-0.29169166177489503,-2.084854746165796,6.902487667490719,0.30350104132001077,2.1146384901176907,-1.3085890965354177,4.703156623642994,0.6764705882352942,0.8608695652173913,0.1843989769820972,-0.18439897698209717
3,FAVC,0.06353707070795275,0.07088096236878795,0.04460728205376675,0.38095238095238093,0.1484375,2.102292768959436,0.44568452380952384,0.03720238095238093,-0.3933741596404561,149,5.003946305945459,5,18,2.8903717578961645,0,0,0,0,0,0,18,0,1,0.0,0.12080536912751678,-2.1135745480492942,8.277777777777779,2.1135745480492947,0.15436241610738255,0.2684563758389262,0.2,0.038296221792448605,2,0,0,0,0,0,-2.0272108843537415,46.26522059377329,3.4039404867314746,11.524739470541125,2.378365167006135,-2.084854746165796,6.902487667490719,0.30350104132001077,2.1146384901176907,-2.084854746165796,4.703156623642994,0.6190476190476191,0.8515625,0.23251488095238093,-0.23251488095238093
