,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
0,Sex_F,-0.010643644366293677,5.6731867814546755e-05,0.3497983870967742,0.3391304347826087,1.0105658666460873,0.010667952314165507,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,-1.5620174241795115,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,0.6625841881092498,6.951772164398911,0.6502016129032258,0.6608695652173913,0.010667952314165507,-0.010667952314165507
1,Sex_M,0.010643644366293677,5.6731867814546755e-05,0.3391304347826087,0.3497983870967742,0.9797462034532972,-0.010667952314165507,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,-1.5620174241795124,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,-0.6625841881092492,6.951772164398911,0.6608695652173913,0.6502016129032258,-0.010667952314165507,0.010667952314165507
2,NOC_ANZ,-0.013244176303129206,0.00014075899611204392,0.34625579854208083,0.0,1.0003313452617628,0.34625579854208083,0.0,-0.5,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,3018.9999999999995,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,54.94542747126462,6.951772164398911,0.6537442014579191,1.0,0.34625579854208083,-0.3462557985420809
3,NOC_ARG,0.025711222771275567,0.000315908170450966,0.34502338009352035,0.48,0.9967708942606106,-0.13497661990647963,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,115.96230190837488,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,10.857508032069738,6.951772164398911,0.6549766199064797,0.52,-0.13497661990647963,0.1349766199064797
4,NOC_ARM,0.025018185667346458,0.00035151432622077894,0.34592445328031807,1.0,0.9993740903859143,-0.6540755467196819,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,3018.9999999999995,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,54.94542747126462,6.951772164398911,0.6540755467196819,0.0,-0.6540755467196819,0.6540755467196819
5,NOC_AUS,-0.03426456458370548,0.0006121737730426791,0.3494141971054445,0.26495726495726496,1.0094559435993655,0.08445693214817956,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,20.880288012550405,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,4.781888315602398,6.951772164398911,0.6505858028945555,0.7350427350427351,0.08445693214817956,-0.08445693214817962
6,NOC_AUT,-0.009245668960675399,4.3545165113297035e-05,0.3466442953020134,0.3076923076923077,1.0014537105423718,0.038951987609705696,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,72.54542281052841,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,8.63118555002569,6.951772164398911,0.6533557046979865,0.6923076923076923,0.038951987609705696,-0.03895198760970575
7,NOC_AZE,-0.0168348813186794,0.00015989074619458376,0.34649850647195485,0.16666666666666666,1.0010325273098868,0.1798318398052882,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,498.99668875374846,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,22.375569674901566,6.951772164398911,0.6535014935280452,0.8333333333333334,0.1798318398052882,-0.17983183980528816
8,NOC_BAH,0.024069997462343208,0.00027292227838132677,0.34551495016611294,0.5555555555555556,0.9981910378483205,-0.21004060538944264,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,330.99735747056116,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,18.242206053694538,6.951772164398911,0.654485049833887,0.4444444444444444,-0.21004060538944264,0.21004060538944258
9,NOC_BEL,-0.014243177760230152,0.00010911575370442864,0.34651162790697676,0.2222222222222222,1.001070435072883,0.12428940568475455,0.0,0.0,3019,8.012680929706839,2,252,5.529429087511423,0,0,0,0,0,0,252,0,1,0.0,0.08347134812851938,-2.4832518421954153,11.98015873015873,2.4832518421954153,0.3461411063265982,0.6538588936734018,0.5,0.15385889367340178,2,0,0,0,0,0,-1.582255345024068,3019.0,435.49092461406593,835.9033323593113,330.9973574705611,-1.8525496733630542,54.94542747126462,13.671824997797557,15.805904413505418,18.242206053694538,6.951772164398911,0.6534883720930232,0.7777777777777778,0.12428940568475455,-0.12428940568475455
