,variable,correlation_true,spearman_correlation,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
3,age66plus,-0.11531640100361062,-0.11531640100361064,0.007260127155348614,0.8125,0.90625,0.9680851063829787,-0.0625,0.13124999999999998,0.0641025641025641,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.095187656380318,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.961610219827157,2.8903717578961645,0.1875,0.09375,-0.09375,0.09375
4,female,-0.10413781543488344,-0.10413781543488346,0.005378595443511214,0.7959183673469388,0.873015873015873,0.9483282674772036,0.006802721088435382,0.02947845804988658,0.03554778554778554,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.9702768179832402,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,-0.25540978794794517,2.8903717578961645,0.20408163265306123,0.12698412698412698,-0.07709750566893425,0.07709750566893425
5,lowincome,0.06912111241859104,0.06912111241859105,0.0021903349511707138,0.8484848484848485,0.7692307692307693,1.0109606705351386,-0.0505050505050505,-0.04895104895104896,0.05714285714285716,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,3.975048360035844,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,2.4298921240372744,2.8903717578961645,0.1515151515151515,0.23076923076923073,0.07925407925407923,-0.07925407925407923
6,university,-0.06109916130426803,-0.06109916130426804,0.0019010791995234533,0.8208955223880597,0.8666666666666667,0.9780882819942839,-0.03747927031509113,0.053399668325041505,0.056118881118881137,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.868762608973482,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.406122301016682,2.8903717578961645,0.17910447761194026,0.1333333333333333,-0.04577114427860696,0.04577114427860696
7,urban,-0.08522986957860482,-0.08522986957860482,0.003824499423887351,0.8181818181818182,0.8857142857142857,0.9748549323017408,0.018181818181818188,0.023376623376623384,0.01932923707117251,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.3519629994692548,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.8200639508881034,2.8903717578961645,0.18181818181818177,0.11428571428571432,-0.06753246753246744,0.06753246753246744
8,lowtberiskhome,-0.04090010719729333,-0.04090010719729334,0.0008542774485244264,0.8289473684210527,0.8611111111111112,0.9876819708846584,0.05701754385964919,-0.051169590643274865,-0.001989050376147161,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.424930131835009,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.7751393070529665,2.8903717578961645,0.17105263157894735,0.13888888888888884,-0.032163742690058506,0.032163742690058506
9,hightberiskhome,0.07797474046087668,0.07797474046087668,0.002483809635227374,0.8440366972477065,0.6666666666666666,1.0056607456568416,-0.04587155963302747,-0.14984709480122327,0.051150895140664954,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,33.908942467346655,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,5.941687471701383,2.8903717578961645,0.15596330275229353,0.33333333333333337,0.17737003058103984,-0.17737003058103984
10,summerhouserisk,-0.006776579648881475,-0.006776579648881475,2.319610777602732e-05,0.8383838383838383,0.8461538461538461,0.9989254244573395,0.03651903651903643,-0.04895104895104896,0.003867743702081039,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,3.975048360035844,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,2.429892124037274,2.8903717578961645,0.16161616161616166,0.15384615384615385,-0.007770007770007803,0.007770007770007803
11,outTBEarea,-0.03278071906869416,-0.03278071906869416,0.0005468104350913605,0.8311688311688312,0.8571428571428571,0.990328820116054,0.018181818181818188,-0.018181818181818188,0.02075320512820511,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.3519629994692548,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.8200639508881034,2.8903717578961645,0.16883116883116878,0.1428571428571429,-0.02597402597402587,0.02597402597402587
12,worktickrisk,0.14084055506774573,0.14084055506774576,0.007744316392311171,0.8504672897196262,0.6,1.0133227281765758,-0.04672897196261683,-0.22242990654205608,0.053228021978021955,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,18.306949248984758,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,4.469933852187172,2.8903717578961645,0.14953271028037385,0.4,0.2504672897196262,-0.2504672897196262
13,tickbiteever,0.03766217885773547,0.03766217885773547,0.0007187009564212921,0.8571428571428571,0.8285714285714286,1.021276595744681,0.033333333333333326,-0.033333333333333326,-0.05363984674329503,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.7577314428690578,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,-0.523434304449355,2.8903717578961645,0.1428571428571429,0.17142857142857137,0.02857142857142847,-0.02857142857142847
14,diseaseexperience,0.004463145523399238,0.004463145523399238,9.946944523581136e-06,0.8405797101449275,0.8372093023255814,1.0015417823003392,0.0030333670374115274,-0.03538928210313452,0.034918146987112486,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.7983493153630727,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.4838295510163206,2.8903717578961645,0.1594202898550725,0.16279069767441856,0.003370407819346055,-0.003370407819346055
15,healthrisktickbite,-0.06882932894384797,-0.06882932894384797,0.002415254367405001,0.8181818181818182,0.8695652173913043,0.9748549323017408,0.07180500658761535,0.023056653491436152,-0.11157407407407405,112,4.718498871295094,2,32,3.4657359027997265,0,0,0,0,0,0,32,0,1,0.0,0.2857142857142857,-1.252762968495368,3.5,1.252762968495368,0.16071428571428573,0.8392857142857143,0.5,0.3392857142857143,2,0,0,0,0,0,-1.9702768179832402,67.5382107603274,4.297792255899609,13.783705639693268,-1.8988682927472498,-4.019289215082682,7.748621911673979,1.017913938141703,2.1503556501723007,0.36792299140705953,2.8903717578961645,0.18181818181818177,0.13043478260869568,-0.05138339920948609,0.05138339920948609
