,variable,correlation_true,correlation_pred,mutual_info,unpriv_prob,priv_prob,unbalance,statistical_parity,equal_opportunity,average_odds
0,ClaimsTruncated,0.14735541387926657,0.1508481460260771,0.011361774270892858,0.05600539811066127,0.09540636042402827,0.9689401884827776,-0.0341548523387839,-0.2564746331716762,0.07094239354168322
1,age_05,-0.034594093034281195,-0.02532253932632358,0.003509462927926003,0.0561877667140825,0.07325383304940375,0.9720953177191266,0.00302275960170697,0.037956700536275534,-0.006178874972575429
2,age_15,-0.05116119280020605,-0.01927975548101953,0.0033697753123579817,0.05905511811023622,0.04654895666131621,1.0217028929879586,0.003042233357193987,0.05860126779351771,-0.006073285152783061
3,age_25,0.023586989364283547,0.0475150710972816,0.0015301136021661935,0.05776173285198556,0.0583756345177665,0.9993262471968867,0.0029224686264397457,-0.026749445219638845,-0.005895365809158912
4,age_35,-0.030003726182185893,0.014197582479764981,0.0017443879202801026,0.05960502692998205,0.0421216848673947,1.031216775103394,0.003052064631956912,0.033369650764486614,-0.006066649185516407
5,age_45,-0.07004463949439171,-0.025926758203906376,0.004174274211676536,0.06151537884471118,0.03526734926052332,1.0642674596225659,0.00186309375978807,0.0690001851998836,-0.004867137123251238
6,age_55,-0.024915684892928773,-0.02851614760576127,0.002725656011490889,0.056153144940747496,0.07024793388429752,0.9714963321085869,0.003099361896080219,0.02528759878556852,-0.006337346254286567
7,age_65,-0.013907394946854314,-0.01450794908379686,0.0015787510725416612,0.05865314989138305,0.050946142649199416,1.0147485068952093,0.00144084777079664,0.016614808795179403,-0.004437292806413461
8,age_75,0.07295553052066919,-0.006350655983392691,0.0053989376795577065,0.057016701862161644,0.06187624750499002,0.986436588484362,0.0008836234231479451,-0.06422401884654572,-0.0040895066589847935
9,age_85,0.09875871619841825,0.08012184641300711,0.005789655303540549,0.05528511821974965,0.08932461873638345,0.9564787444648053,-0.02292202617409195,-0.137470039785347,0.04720952987961974
10,age_MISS,0.0713154201193162,0.00782143422307335,0.0038337933679947465,0.05701900633544515,0.07981220657276995,0.9864764577979104,-0.006888837750298613,-0.13786911756187903,0.00480485749971345
11,sexMALE,-0.04254918136092437,-0.050629308510313456,0.0042324913018698335,0.05916985575507801,0.05614783226723525,1.0236879501247618,0.0037049288232289916,0.030000027199048374,-0.008602587924409797
12,sexFEMALE,0.04254918136092437,0.050629308510313456,0.0042324913018698335,0.05614783226723525,0.05916985575507801,0.9714044184172651,-0.0037049288232289916,-0.030000027199048374,0.008602587924409797
13,pcg42,0.0025007428531055352,-0.0024373370593820803,0.00013367301226806325,0.05769540692989525,0.16666666666666666,0.9981787533191625,0.0027397260273972603,-0.03693258125167875,-0.0055297421300901095
14,pcg45,-0.004726586118317286,-0.0009946380279307213,2.196464079292715e-05,0.05780998389694042,0.0,1.0001610305958133,0.0027375201288244765,0.12979066022544283,-0.005520090606610112
15,pg18,-0.006684940453890862,0.1131688413954554,4.393307153018663e-05,0.05781929457239491,0.0,1.0003221130616846,-0.4974230955065228,-0.37034949267192785,0.49465038211556317
16,labNull,-0.05257319936170693,-0.04503940447525655,0.004591499058255956,0.05689900426742532,0.05970898143502258,0.9844003217408878,0.003291510804648893,0.03740807382500688,-0.007403787801960946
17,drugNull,-0.083454975269197,-0.033449965059585,0.0056104385763490056,0.06349607892739692,0.047829937998228524,1.0985352262341568,0.003604689019809152,0.06124811979196665,-0.007570811323324544
0,ClaimsTruncated,0.1395066464799837,0.06813079575832443,0.01064922529144693,0.05792940381692282,0.07931034482758621,0.9830588172319881,-0.010344827586206896,-0.2196372933276648,0.011235955056179775
1,age_05,-0.01566036758166072,-0.017935142194393898,0.00262054177500836,0.05701133144475921,0.07815275310834814,0.9674791792442609,0.0005311614730878187,0.014515897735220551,-0.0005632745024408562
2,age_15,-0.04258817900096933,-0.018882948066283232,0.0029919305727117806,0.059002324333988915,0.05825242718446602,1.0012662197770632,0.0005363847666726265,0.04548392379054489,-0.0005700171005130154
3,age_25,0.006976371062456821,0.05836706812764466,0.001080018018691904,0.05900461775269369,0.057692307692307696,1.00130513896716,0.000513083632632119,-0.00718880913852693,-0.0005452562704471102
4,age_35,-0.0010687901986665622,0.017652409809659368,0.0017200629083661378,0.05792408706601907,0.06748466257668712,0.9829685922596842,0.0005396654074473826,-0.0007443851070005891,-0.0005728470498376934
5,age_45,-0.06490679738654337,-0.014346135755198138,0.003786489646854417,0.06174221227382951,0.041176470588235294,1.0477619683955057,0.0005595970900951316,0.0617924662870184,-0.0005964214711729623
6,age_55,-0.04748711224433062,-0.020424499661712475,0.0027981165440597432,0.05981818181818182,0.052039381153305204,1.0151112767014405,0.0005454545454545455,0.04915202659506457,-0.0005801585766776252
7,age_65,-0.00705867752417572,-0.020618642477001556,0.002503727484500152,0.061042274052478133,0.042876901798063624,1.035884055027163,0.0005466472303206997,0.01009293758997376,-0.0005821851348728896
8,age_75,0.03941691686405886,-0.009920161913336317,0.0031954161859677967,0.060127192137213334,0.05283757338551859,1.0203551649295957,-0.0005930428623850166,-0.034136829413719094,0.0006229696822833439
9,age_85,0.1035361642676974,0.04514191544195694,0.006178445506206448,0.05682216766047001,0.0825147347740668,0.9642690801616919,-0.003753896023798908,-0.1248136834075384,0.0040967125166134054
10,age_MISS,0.07160800920361955,0.005811550730000197,0.0037075886620522884,0.057218895542248835,0.11055276381909548,0.9710015306363594,0.000499001996007984,-0.13033146437443366,-0.000529287226534933
