,Statistical Parity,Equal Opportunity,Average Odds
0,0.7678571428571429,0.9,0.7018348623853211
1,0.6888888888888889,0.25688073394495414,0.74
2,0.8017241379310345,0.7446808510638298,0.8440366972477065
3,0.45121951219512196,0.8947368421052632,0.6744186046511628
4,0.7142857142857143,0.0,0.8
