variable,data,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
146,arrhythmia,0.0052937476471778,0.0757594174698,0.3863636363636363,0.0,1.0227272727272727,0.0,0.4090909090909091,0.4545454545454546,0.4422657952069717,44.99999999999998,6.7082039324993685,0.1113008458597867,0.016520391837073895,0.9999490225980798,0.022631226267589878,0.3863636363636363
203,arrhythmia,-0.1482249341209794,0.0220502412031492,0.3636363636363636,1.0,0.9625668449197862,2.647058823529412,0.4090909090909091,-0.5681818181818182,0.4553571428571428,44.99999999999993,6.708203932499366,0.1113008458597867,0.016520391837073895,0.9999490225980798,0.022631226267589878,0.6363636363636364
234,arrhythmia,-0.1482249341209794,0.0427700870942672,0.3863636363636363,0.0,1.0227272727272727,0.0,0.4090909090909091,-0.5681818181818182,0.4422657952069717,45.000000000000014,-6.7082039324993685,2.748847761420729e-05,0.016520391837073895,0.9999490225980798,0.022631226267589878,0.3863636363636363
254,arrhythmia,-0.1482249341209794,0.0427700870942672,0.3863636363636363,0.0,1.0227272727272727,0.0,0.4090909090909091,0.4545454545454546,0.4422657952069717,45.00000000000004,-6.70820393249937,2.7488477614194656e-05,0.016520391837073895,0.9999490225980798,0.022631226267589878,0.3863636363636363
age,bank,0.0169389454733833,0.0001358907086194,0.1477966101694915,0.1818181818181818,0.9925811991338758,1.221065278334001,0.0,-0.0340215716486902,0.0,25.87592030774762,5.27815757181156,0.11071775475510506,3.672436660724953e-06,0.9921234769076501,0.033464340149085905,0.0340215716486902
default,bank,-0.0075762058117734,5.288811028122172e-05,0.1489501312335958,0.0,1.0003280839895017,0.0,0.0,0.1489501312335958,0.0,3049.0000000000005,55.21775076911408,0.11254665359695852,3.4439199386140704e-06,0.991983196666944,0.00022983613534793409,0.1489501312335958
housing,bank,0.0356057264819597,0.0006378487914071,0.1347569955817378,0.1602602010644589,0.9050089857460764,1.0762849186025003,0.0,-0.0255032054827211,0.0,-1.9529452635203868,-0.2198549681690181,0.0810074796915267,6.802703492130012e-06,0.9926674796378784,0.8030557496908769,0.025503205482721
y,bank,-0.0128182258381828,8.375210355762719e-05,0.1506591337099811,0.1370558375634517,1.0118055037042566,0.9204476844294374,0.0,0.0136032961465294,0.0,2.893688268742831,2.211739264902214,0.10521239599646462,4.441284739669393e-06,0.9923651835296983,0.1483155512986021,0.0136032961465293
job_admin.,bank,0.0493694354177157,0.0011857605832713,0.1377245508982036,0.1765375854214123,0.9249386689176712,1.1856015373345503,0.0,-0.0388130345232087,0.0,-1.1227861048473402,0.9369902989805288,0.09617987518567823,5.8344928031036e-06,0.9925806173869485,0.40436339190830206,0.0388130345232086
job_blue-collar,bank,0.0068070713263536,2.300325173468232e-05,0.1477455716586151,0.1539823008849557,0.9922384316896862,1.034123425987291,0.0,-0.0062367292263406,0.0,0.6269106942699647,1.6206479879324307,0.10202115413976115,4.930525871092189e-06,0.9924596324606558,0.22737979085805166,0.0062367292263406
job_entrepreneur,bank,0.0116052754615545,6.504656373824275e-05,0.1480723302627089,0.1694915254237288,0.9944328964118936,1.1382811916672888,0.0,-0.0214191951610198,0.0,20.91549275447328,4.785579756570617,0.11036317232658246,3.718373277037946e-06,0.9921440485411899,0.04016497375760418,0.0214191951610198
job_housemaid,bank,0.0040392139386163,8.029580146715065e-06,0.1486713757147662,0.1578947368421052,0.998456001220974,1.060398794342685,0.0,-0.0092233611273391,0.0,35.20365500595101,6.097586694449876,0.11114698611594824,3.617534657751908e-06,0.992096885700347,0.025467636244629156,0.009223361127339
job_management,bank,-0.0250831959752024,0.0003329673934595,0.1514935988620199,0.1181434599156118,1.017409654031495,0.7934348222085913,0.0,0.0333501389464081,0.0,7.964282253142324,3.155797599564517,0.10814236659004615,4.017796067758666e-06,0.9922534564711333,0.0841916531816958,0.033350138946408
job_retired,bank,-0.0193025061497924,0.0001994589473489,0.1502555366269165,0.1140350877192982,1.0090950025891376,0.765843573691939,0.0,0.0362204489076182,0.0,21.822192206316032,4.879331747913338,0.11043782125890302,3.7086587687238986e-06,0.9921398103317052,0.03874710454608234,0.0362204489076182
job_self-employed,bank,-0.0306925961097706,0.000538415698288,0.1508285424416638,0.0869565217391304,1.0129432288648306,0.5839877418119134,0.0,0.0638720207025334,0.0,28.22064145041149,5.4956465014475695,0.11084839038666604,3.6556453528163703e-06,0.9921155971452065,0.031017391788443434,0.0638720207025334
job_services,bank,-0.0076154032892173,2.9429979930786776e-05,0.1497480201583873,0.1402214022140221,1.0056865935306674,0.9417071703756686,0.0,0.0095266179443651,0.0,6.3608682024967855,2.8907950814418166,0.10750785066532148,4.106917261786182e-06,0.9922802109051039,0.09746350316544695,0.0095266179443652
job_student,bank,0.0378553051663538,0.0006272353929078,0.1468812877263581,0.2388059701492537,0.9864340226380308,1.6037872312446575,0.0,-0.0919246824228956,0.0,40.598444134088496,6.524707954907128,0.11131494621366948,3.5962625749786874e-06,0.9920858749750471,0.022372070259394156,0.0919246824228955
job_technician,bank,-0.044505829444363,0.0010450218561561,0.1563753007217321,0.1153153153153153,1.050194475551897,0.774441401754177,0.0,0.0410599854064167,0.0,0.719374135702544,1.6489095458994416,0.10220777647056253,4.901383966187485e-06,0.9924547394899884,0.22245767236946062,0.0410599854064168
job_unemployed,bank,0.0099487932566783,4.765626293303654e-05,0.148335015136226,0.1710526315789473,0.9961970509919672,1.1487653605379085,0.0,-0.0227176164427213,0.0,35.203655005951006,6.097586694449876,0.11114698611594824,3.617534657751908e-06,0.992096885700347,0.025467636244629156,0.0227176164427213
marital_divorced,bank,-0.0024965609030921,3.129484775349356e-06,0.1492098493201029,0.1463414634146341,1.0020723140462418,0.982808638659074,0.0,0.0028683859054687,0.0,4.425496798805787,2.5342837867346955,0.10644410337975367,4.2596459786519074e-06,0.9923216903286608,0.1204574846471208,0.0028683859054687
marital_married,bank,0.0114137134225016,6.529159260118544e-05,0.1441788743253662,0.1523972602739726,0.9682849951939242,1.023478516685776,0.0,-0.0082183859486063,0.0,-1.9100572531825828,-0.301986895164522,0.07986908347363834,6.733882447230523e-06,0.9926622787097508,0.7402712799973074,0.0082183859486063
marital_single,bank,-0.0104577955308641,5.498500192441247e-05,0.1514423076923076,0.1434468524251806,1.0170651897661809,0.9633688393047922,0.0,0.007995455267127,0.0,-1.3878995211405083,0.7829503854064002,0.09448161197538574,6.076925021532673e-06,0.9926055090199214,0.4658128898128898,0.007995455267127
education_basic.4y,bank,-0.0078398777535932,3.12593640385897e-05,0.1496984746363958,0.1391304347826087,1.0053538527893633,0.9343803868990612,0.0,0.0105680398537871,0.0,8.35377107775849,3.2168760976612725,0.10827300222160711,3.999638492749902e-06,0.9922477398235963,0.08149895453194493,0.0105680398537871
education_basic.6y,bank,0.0196185568160453,0.0001821884211955,0.1474512487170715,0.1825396825396825,0.990261800304738,1.2259107754702467,0.0,-0.035088433822611,0.0,19.275080655157705,4.611121071960407,0.11021387446194138,3.7378718984324736e-06,0.9921523875915182,0.04301235393948351,0.035088433822611
education_basic.9y,bank,0.0012674694439891,8.018896161671174e-07,0.1487159831353008,0.15,0.998755578369014,1.0073788546255509,0.0,-0.0012840168646991,0.0,2.103607743565154,2.0253958394235334,0.10435393327477831,4.570583451919534e-06,0.9923929902032442,0.16856528572894994,0.0012840168646991
education_high.school,bank,-0.0012436043889223,7.739820836877298e-07,0.1491615180935569,0.1481481481481481,1.0017477283419716,0.9949420786425192,0.0,0.0010133699454087,0.0,-0.759737842881631,1.113894492213913,0.09795278732829127,5.566772905155161e-06,0.9925499852660277,0.34547848659057834,0.0010133699454087
education_illiterate,bank,-0.0107161310500612,0.0001057950533028,0.1489990154250082,0.0,1.0006563833278634,0.0,0.0,0.1489990154250081,0.0,1521.9973738204308,39.02561999046998,0.1125279913638784,3.4461800862398815e-06,0.9919857012828781,0.0005581677390012736,0.1489990154250082
education_professional.course,bank,-0.0178195359275133,0.0001625853766621,0.1515854601701469,0.1339092872570194,1.0180265816272642,0.8993158961380004,0.0,0.0176761729131275,0.0,1.7692213602672546,1.941149469973476,0.10392470191393516,4.635964137708487e-06,0.992406191370516,0.17896030601367025,0.0176761729131275
education_university.degree,bank,0.0104938078055477,5.4792011191406864e-05,0.1462818003913894,0.154228855721393,0.9824079502056088,1.0357792535121746,0.0,-0.0079470553300036,0.0,-1.4749365780574095,0.7252801812417841,0.09380977158450081,6.167595536232768e-06,0.9926142094812117,0.4916330171124692,0.0079470553300035
contact_cellular,bank,0.0115184999068703,6.672306492622182e-05,0.1430010070493454,0.1517509727626459,0.9603746046111326,1.0191381408663158,0.0,-0.0087499657133005,0.0,-1.4469343913126242,-0.7443219464257032,0.07419576461727666,6.137751050223285e-06,0.9926113800182149,0.4829258405912102,0.0087499657133004
contact_telephone,bank,-0.0115184999068703,6.672306492622182e-05,0.1517509727626459,0.1430010070493454,1.0191381408663158,0.9603746046111326,0.0,0.0087499657133005,0.0,-1.4469343913126242,0.7443219464257032,0.09403371838146246,6.137751050223285e-06,0.9926113800182149,0.4829258405912102,0.0087499657133004
month_apr,bank,0.0312152643926695,0.0004564440376916,0.1459649122807017,0.1909547738693467,0.980279774325682,1.2824253425718903,0.0,-0.044989861588645,0.0,10.41046390932043,3.521879550128489,0.10885153144709138,3.920028161935543e-06,0.9922214834091168,0.06973314366998572,0.0449898615886449
month_aug,bank,-0.0355710919479304,0.0006640274775815,0.1543545878693623,0.1194968553459119,1.036623652893581,0.8025240351314659,0.0,0.0348577325234504,0.0,1.5820527317382038,1.892357104263433,0.10366343065081324,4.675976682118636e-06,0.992414009314544,0.1853787337457632,0.0348577325234504
month_dec,bank,0.0429176343612013,0.0007145938630423,0.1477572559366754,0.3529411764705882,0.9923169016540166,2.370303187354237,0.0,-0.2051839205339127,0.0,174.6467838798329,13.28654297564614,0.11224805786767632,3.4802598545986674e-06,0.9920147345894574,0.005509131102798603,0.2051839205339128
month_jul,bank,0.0117787269803447,6.846666825410797e-05,0.1469889064976228,0.1580952380952381,0.9871567751349162,1.061745332494231,0.0,-0.0111063315976152,0.0,1.019260129270005,1.7374095582316915,0.10276764346296666,4.814249641496748e-06,0.9924396228716098,0.20792533204577573,0.0111063315976152
month_jun,bank,0.0161848769953377,0.0001277143233047,0.1468634686346863,0.1651917404129793,0.9863143521303054,1.1094044416721895,0.0,-0.0183282717782929,0.0,4.127925962694855,2.474917911376469,0.10623881881587215,4.2895762200642145e-06,0.9923292570246083,0.12500626490294384,0.0183282717782929
month_mar,bank,0.0063113624851862,1.931076512351991e-05,0.1486171276241253,0.1666666666666666,0.9980916786915376,1.119309838472834,0.0,-0.0180495390425413,0.0,58.6349053960831,7.784371785155547,0.11166952864219207,3.551746575179763e-06,0.9920612183410965,0.015897960303158522,0.0180495390425413
month_may,bank,-0.0135431419211714,9.232838576922477e-05,0.1522693997071742,0.142,1.0226198231435557,0.9536519823788548,0.0,0.0102693997071742,0.0,-1.4633885218535716,0.733192895849961,0.09390308274990149,6.155208030094218e-06,0.9926130390828902,0.4879926325899972,0.0102693997071742
month_nov,bank,-0.0045968573083064,1.0648177973665574e-05,0.1494674990818949,0.1441717791411043,1.0038026535257658,0.9682373449366232,0.0,0.0052957199407907,0.0,4.48179508624086,2.545359634730584,0.10648142784591394,4.254219510485321e-06,0.9923203001133704,0.11963438215366229,0.0052957199407906
month_oct,bank,0.0068114688066346,2.2583856205984212e-05,0.1485215053763441,0.1643835616438356,0.9974494931552272,1.1039768269869046,0.0,-0.0158620562674914,0.0,36.85402858231062,6.231360566147455,0.11120297281518865,3.610430733188421e-06,0.9920932574794599,0.024433700562732804,0.0158620562674915
month_sep,bank,-0.0129925959317442,9.111009962554928e-05,0.1494673768308921,0.1111111111111111,1.003801832505265,0.7462065589818893,0.0,0.038356265719781,0.0,62.87556396346067,8.051976216095332,0.11172551534143249,3.54476641650277e-06,0.9920571169763436,0.01488321877136785,0.038356265719781
day_of_week_fri,bank,0.0031303952347777,4.883408080191831e-06,0.1483715319662243,0.1512455516014235,0.9964422928744892,1.015743803596344,0.0,-0.0028740196351991,0.0,0.6542816394866482,1.6290650361341883,0.10207714083900157,4.921778780924247e-06,0.9924581720965269,0.225898999119747,0.0028740196351991
day_of_week_mon,bank,0.0165128663086966,0.0001342118772044,0.1459614596145961,0.160655737704918,0.9802565867068362,1.0789412869213546,0.0,-0.0146942780903218,0.0,0.2508415315376351,1.5002257902461638,0.10118135365115498,5.062102459009407e-06,0.9924807824475903,0.25002880102511094,0.0146942780903218
day_of_week_thu,bank,-0.0048347209645861,1.1738543314834817e-05,0.1498111624003357,0.1456456456456456,1.0061106479264836,0.9781356246113956,0.0,0.0041655167546901,0.0,-0.140705696108601,1.3635934257020574,0.10013626859866731,5.2263097877200384e-06,0.9925052082030632,0.2794088346920911,0.00416551675469
day_of_week_tue,bank,-0.0162206051598692,0.0001339425582666,0.1516492357200322,0.1367673179396092,1.0184548892299077,0.9185100273080804,0.0,0.0148819177804229,0.0,0.6451234263774244,1.6262535737707766,0.10205847860592143,4.924694056058204e-06,0.9924586595987982,0.22639219926428283,0.0148819177804229
day_of_week_wed,bank,0.0011529824919469,6.639782830636376e-07,0.1486880466472303,0.1496913580246913,0.9985679608533156,1.0053060586283786,0.0,-0.001003311377461,0.0,-0.0229359213862814,1.4060866096771745,0.10047218879410978,5.173523361794996e-06,0.9924975786355691,0.2698157913318263,0.001003311377461
poutcome_failure,bank,0.0420603641255925,0.0008325218920206,0.1435442101368849,0.1907514450867052,0.9640226799721632,1.2810598151307575,0.0,-0.0472072349498202,0.0,3.948584099989126,2.4384409866067136,0.10610818318431121,4.308696449030039e-06,0.9923340033673906,0.12792021968492553,0.0472072349498202
poutcome_nonexistent,bank,-0.0338440352143223,0.0005499999448623,0.1776315789473684,0.1438488237562668,1.1929486436355203,0.9660684220988056,0.0,0.0337827551911016,0.0,1.867289529985222,-1.9662311935260104,0.06417414545324299,4.616017718070792e-06,0.9924022212530448,0.17577708269570977,0.0337827551911015
poutcome_success,bank,-0.0068135470150504,2.375343765037216e-05,0.1493705341953045,0.1363636363636363,1.0031514510164834,0.9157989587505004,0.0,0.0130068978316681,0.0,22.794940578803097,4.977950240968056,0.11051247019122357,3.69896750226275e-06,0.9921355242880922,0.03733309479481647,0.0130068978316681
age,bank,-0.0030009942556631,4.554974835296183e-06,0.1530165149983147,0.1463414634146341,1.0011745798924072,0.957500261697896,0.0,0.0066750515836806,0.0,32.265418573824526,5.8518590558002295,0.11103501271746742,3.6317821729271273e-06,0.9921040240780995,0.02754178022125438,0.0066750515836806
housing,bank,0.0310424270940984,0.0004837741532157,0.1407142857142857,0.1631291691934505,0.9206820968730838,1.0673408516541434,0.0,-0.0224148834791648,0.0,-1.974412567601061,-0.1639603137608654,0.08179129348089247,6.838243383178996e-06,0.9926701175130067,0.8489845532174216,0.0224148834791648
y,bank,-0.0408608997502525,0.0008901950523609,0.1585503963759909,0.115,1.037382314485829,0.7524356223175966,0.0,0.0435503963759908,0.0,2.7800244095943767,2.185909713346184,0.10510042259798379,4.4580315924716895e-06,0.9923689211601945,0.1509169377346047,0.0435503963759909
job_admin.,bank,0.0202518654257934,0.000202793959308,0.1481136469492315,0.164079822616408,0.9690955140519458,1.073560899479459,0.0,-0.0159661756671765,0.0,-1.1996119311443618,0.8950840118173929,0.09573198159175493,5.9000301458023035e-06,0.9925875938065959,0.42006410865283705,0.0159661756671765
job_blue-collar,bank,0.0060399720256274,1.8126541469126733e-05,0.1518072289156626,0.1574239713774597,0.9932623196649256,1.0300122075748386,0.0,-0.0056167424617971,0.0,0.6819658616647586,1.6375344132526877,0.10213312753824198,4.913035509923512e-06,0.9924567052925276,0.2244217755543056,0.0056167424617971
job_entrepreneur,bank,-0.0068387714445864,2.3908478170492357e-05,0.1533219761499148,0.1403508771929824,1.003173187298477,0.918304344552368,0.0,0.0129710989569323,0.0,21.82219220631602,4.879331747913336,0.11043782125890302,3.7086587687238986e-06,0.9921398103317052,0.03874710454608234,0.0129710989569323
job_housemaid,bank,-0.0042514802937047,9.200539511807632e-06,0.1530715005035246,0.1428571428571428,1.001534345569199,0.9347026364193745,0.0,0.0102143576463817,0.0,38.64595359643042,6.37342953997494,0.11125895951442907,3.6033400353779672e-06,0.9920895878155791,0.02340184732933968,0.0102143576463818
job_management,bank,0.0080070124391482,3.153877473975608e-05,0.1520198440822112,0.1629955947136563,0.9946534433619356,1.0664668847251897,0.0,-0.0109757506314451,0.0,8.5281033420374,3.2438418176950026,0.10832898892084752,3.991876918251555e-06,0.9922452668151892,0.08034903017185081,0.0109757506314451
job_retired,bank,-0.0029874645591581,4.507863440077198e-06,0.1530369867662029,0.1470588235294117,1.0013085250003275,0.9621938904317092,0.0,0.0059781632367911,0.0,24.969664048740707,5.191655377169928,0.11066176805586467,3.679654851218552e-06,0.9921268018811975,0.034516590811127616,0.0059781632367911
job_self-employed,bank,0.0034003340223457,5.724006255439229e-06,0.152582962709545,0.1587301587301587,0.9983378826210358,1.0385584849104164,0.0,-0.0061471960206137,0.0,19.275080655157705,4.611121071960407,0.11021387446194138,3.7378718984324736e-06,0.9921523875915182,0.04301235393948351,0.0061471960206137
job_services,bank,-0.0319465175355259,0.0005427494963591,0.1566133720930232,0.1178451178451178,1.0247085225571415,0.7710509963728848,0.0,0.0387682542479054,0.0,5.3847082228149326,2.716832077657387,0.10702263260523794,4.176080660386797e-06,0.9922996226753733,0.10783383806639614,0.0387682542479054
job_student,bank,-0.024044291868627,0.0003268275749575,0.1541038525963149,0.09375,1.0082889411291076,0.6133986051502146,0.0,0.0603538525963148,0.0,42.73407942335185,6.686258169552199,0.11137093291290988,3.5891983626487227e-06,0.9920821170687131,0.021344363093106777,0.0603538525963149
job_technician,bank,0.0040604679256023,8.207184381298083e-06,0.1521652761223679,0.1560150375939849,0.9956049933414156,1.0207936687211592,0.0,-0.003849761471617,0.0,0.946083707406081,1.7162352844111943,0.10263700783140568,4.834537974299073e-06,0.9924432097429738,0.21128522606472547,0.003849761471617
job_unemployed,bank,-0.0037937355748281,7.326637977827025e-06,0.1530237220180421,0.1428571428571428,1.0012217348347865,0.9347026364193746,0.0,0.0101665791608992,0.0,49.54832220666926,7.177452282726809,0.11152023077755098,3.5704252764420656e-06,0.9920718592891677,0.018613882843752476,0.0101665791608992
marital_divorced,bank,-0.0111494671481816,6.322287466155319e-05,0.1543348281016442,0.1420911528150134,1.0098001950255648,0.9296908260364288,0.0,0.0122436752866308,0.0,3.3210607400775234,2.3062703031144367,0.10560430289114749,4.382967580536664e-06,0.9923518277592185,0.13930256387655485,0.0122436752866308
marital_married,bank,-0.0198553707081392,0.0001964675303552,0.1610687022900763,0.1466359976998275,1.0538593847262718,0.9594273755080986,0.0,0.0144327045902488,0.0,-1.920393145203602,-0.2843711882180832,0.08011169250368012,6.750209085058667e-06,0.9926635237942057,0.7532822529257261,0.0144327045902488
marital_single,bank,0.0292216428240141,0.0004207120362066,0.1458333333333333,0.1686232657417289,0.954175608011445,1.103288277353072,0.0,-0.0227899324083955,0.0,-1.3025103320043556,0.8356700807477001,0.09507880343395013,5.993647512155549e-06,0.9925972357225583,0.4436006254188072,0.0227899324083955
education_basic.4y,bank,-0.000289338928666,4.18840827784428e-08,0.1528662420382165,0.1524663677130044,1.0001913561685027,0.9975750110664175,0.0,0.000399874325212,0.0,8.767894785045783,3.2805706651952717,0.10840363785316807,3.981547136771432e-06,0.9922419475832955,0.07881959550749361,0.000399874325212
education_basic.6y,bank,-0.0183034852016834,0.000176531071994,0.1543508287292817,0.1241830065359477,1.009904885827425,0.8125192852534433,0.0,0.030167822193334,0.0,15.007502514459611,4.122821695136741,0.10970999416877766,3.804361244052622e-06,0.9921793038963511,0.05273840389862481,0.030167822193334
education_basic.9y,bank,-0.0034728272334825,6.058141786155491e-06,0.1533460803059273,0.1497695852534562,1.003330898825692,0.9799301833428926,0.0,0.0035764950524711,0.0,2.1968793873971166,2.048277024325492,0.10446590667325913,4.553604201904529e-06,0.9923894714142775,0.16588361418954145,0.0035764950524711
education_high.school,bank,0.0095278375857384,4.508297853944576e-05,0.1508355321020228,0.1587096774193548,0.98690458665036,1.038424477363976,0.0,-0.0078741453173319,0.0,-0.7242171770883767,1.1297160287849162,0.09810208519293234,5.543761729955394e-06,0.9925471787358775,0.3407443615359182,0.0078741453173319
education_illiterate,bank,-0.0133298859345173,0.0001632840009145,0.1529875246224556,0.0,1.0009848982271832,0.0,0.0,0.1529875246224556,0.0,1012.9967178687194,31.848583016385952,0.11250932913079824,3.4484416975837288e-06,0.9919880341603385,0.0008867149247975651,0.1529875246224556
education_professional.course,bank,-0.0204355301707931,0.0002151907544817,0.1557067271352985,0.1339950372208436,1.01877641853117,0.8767186019020439,0.0,0.0217116899144548,0.0,2.724495202965969,2.1731793512772035,0.10504443589874338,4.466418792743778e-06,0.9923707772061054,0.15222205507919787,0.0217116899144549
education_university.degree,bank,0.0178047039463135,0.0001573913057716,0.1481667503766951,0.161625708884688,0.969442965447518,1.0575038334536782,0.0,-0.0134589585079929,0.0,-1.5873909129058457,0.6431568791532544,0.09282067323125354,6.294412663766094e-06,0.9926258732338034,0.5313452057600727,0.0134589585079929
contact_cellular,bank,-0.0085271292628489,3.621856126378997e-05,0.1571709233791748,0.1506646971935007,1.0283565351568758,0.9857868277746432,0.0,0.006506226185674,0.0,-1.504179001122474,-0.7048461533481123,0.07466232044428008,6.199475375462631e-06,0.992617195630943,0.5011819016545752,0.0065062261856741
contact_telephone,bank,0.0085271292628489,3.621856126378997e-05,0.1506646971935007,0.1571709233791748,0.9857868277746432,1.0283565351568758,0.0,-0.006506226185674,0.0,-1.5041790011224734,0.7048461533481125,0.09356716255445902,6.199475375462631e-06,0.992617195630943,0.5011819016545752,0.0065062261856741
month_apr,bank,-0.0070085403065466,2.495037944091893e-05,0.1535211267605633,0.1435406698564593,1.0044762135042014,0.9391748978376492,0.0,0.009980456904104,0.0,9.679942183986546,3.4166640203761296,0.10866490911628998,3.94556481562965e-06,0.9922301274600837,0.07350050178219189,0.009980456904104
month_aug,bank,-0.0218887578776944,0.000246580211178,0.1561654425976034,0.1341991341991342,1.0217777563950488,0.8780539917878972,0.0,0.0219663083984692,0.0,1.783042182917041,1.9447038390508784,0.10394336414701529,4.633112157721465e-06,0.9924056267286809,0.1785045051376709,0.0219663083984691
month_dec,bank,0.0267577608147145,0.0003015469005527,0.1520950181458264,0.2777777777777778,0.9951453011300962,1.817477348593228,0.0,-0.1256827596319513,0.0,164.66670472779643,12.905761951688197,0.11222939563459618,3.482543688166588e-06,0.992016425400328,0.005840937665417991,0.1256827596319513
month_jul,bank,0.0097080866345286,4.664627597061877e-05,0.1512,0.1602914389799635,0.989289270386266,1.0487738142701908,0.0,-0.0090914389799635,0.0,0.7765741804025539,1.6661528185380812,0.10231974986904335,4.8839204137962425e-06,0.992451769089779,0.2195233022113022,0.0090914389799635
month_jun,bank,-0.0058577485887507,1.7310496434802536e-05,0.1536167039522744,0.1471389645776566,1.0051015672757182,0.9627182467752688,0.0,0.0064777393746178,0.0,3.452366174882333,2.3345453552351407,0.10571627628962832,4.366392643549376e-06,0.9923479315732847,0.1367533488338857,0.0064777393746177
month_mar,bank,-0.0024615864212218,3.067940632673141e-06,0.1529490169943352,0.1458333333333333,1.000732945956498,0.9541756080114452,0.0,0.0071156836610019,0.0,58.63490539608311,7.784371785155549,0.11166952864219207,3.551746575179763e-06,0.9920612183410965,0.015897960303158522,0.0071156836610018
month_may,bank,0.028324725776121,0.0003957018973718,0.145933014354067,0.1678832116788321,0.95482781280161,1.0984461639672942,0.0,-0.0219501973247651,0.0,-1.3620602115851488,0.7992707089547503,0.09466823430618712,6.0511568303825684e-06,0.9926029786285532,0.4587984905305479,0.0219501973247651
month_nov,bank,-0.0119076330658432,7.229204388312094e-05,0.1543574593796159,0.1407624633431085,1.009948269631865,0.9209973191698236,0.0,0.0135949960365074,0.0,4.075920337004915,2.464395900743986,0.10620149434971189,4.295033341044439e-06,0.9923306185239643,0.12583728619179138,0.0135949960365074
month_oct,bank,-0.0155706334967871,0.0001316127625428,0.1535893155258764,0.1111111111111111,1.0049223670351874,0.7269909394372913,0.0,0.0424782044147653,0.0,51.56748599437062,7.316670047374979,0.11155755524371125,3.5657467539812467e-06,0.9920692371167955,0.017933541980286502,0.0424782044147653
month_sep,bank,-0.011097888943498,6.573593568908083e-05,0.1533089457931493,0.119047619047619,1.0030879307367218,0.7789188636828122,0.0,0.0342613267455302,0.0,67.7221781123004,8.347320287537647,0.1117815020406729,3.5377995556330834e-06,0.9920529489781122,0.013870501998204002,0.0342613267455302
day_of_week_fri,bank,0.0277412084872326,0.0003749535024691,0.147921760391198,0.173109243697479,0.9678400159501348,1.1326396653081832,0.0,-0.0251874833062809,0.0,0.3694037491516861,1.5392081951775771,0.10146128714735704,5.018178575788789e-06,0.9924738875858486,0.24238683671446506,0.0251874833062809
day_of_week_mon,bank,0.0143524541990919,0.0001016298763931,0.1502463054187192,0.1631321370309951,0.983049324510032,1.0673602699731846,0.0,-0.0128858316122759,0.0,0.2278816347391998,1.492559072711184,0.10112536695191457,5.070892853204403e-06,0.9924821431798204,0.2515684874305563,0.0128858316122758
day_of_week_thu,bank,-0.0125594744440751,7.978940119475475e-05,0.1551939924906132,0.1441717791411043,1.0154216375619738,0.943304194423234,0.0,0.011022213349509,0.0,-0.0497272531656407,1.3965334926116897,0.10039753986178923,5.185255452655592e-06,0.9924992919471055,0.2719351277549025,0.0110222133495089
day_of_week_tue,bank,-0.0287890545724637,0.0004271109837949,0.1579591836734694,0.1318864774624374,1.0335140579837083,0.8629224673454327,0.0,0.0260727062110319,0.0,0.3371599080756779,1.5287050655594991,0.1013866382150365,5.029886504643643e-06,0.9924757411645714,0.24441554430125856,0.026072706211032
day_of_week_wed,bank,-0.0004010656226169,8.045904457965047e-08,0.1529076860512403,0.1525423728813559,1.0004625209661626,0.9980723066850948,0.0,0.0003653131698844,0.0,0.4103714079106759,1.5524505319029398,0.10155459831275773,5.003549648378238e-06,0.9924715551945962,0.23986023363005868,0.0003653131698843
poutcome_failure,bank,-0.0226707101273285,0.0002675676230333,0.1556206517759062,0.1289308176100629,1.018213234473687,0.8435838259508192,0.0,0.0266898341658433,0.0,4.7141855505702726,2.590577869364921,0.10663072571055504,4.232561581690095e-06,0.9923146939404585,0.11635402787361772,0.0266898341658433
poutcome_nonexistent,bank,0.0187442582213755,0.0001802883650329,0.1362586605080831,0.1555810397553516,0.8915293044831447,1.017954056253363,0.0,-0.0193223792472685,0.0,2.2126844050429697,-2.0521289965979688,0.06374491409239984,4.5507775136862e-06,0.9923888818749914,0.16543786488740608,0.0193223792472685
poutcome_success,bank,0.002027348346996,2.04222644907201e-06,0.152692569870484,0.1565217391304348,0.9990550333371364,1.024108975555141,0.0,-0.0038291692599508,0.0,21.58959446181552,4.855453957650352,0.11041915902582289,3.711085211771675e-06,0.9921408743057747,0.03910120940795781,0.0038291692599508
age,bank,0.0187708859574598,0.0001647916446308,0.1478114478114478,0.189873417721519,0.9926808466456044,1.2751631071209502,0.0,-0.0420619699100711,0.0,33.67870699811631,5.97131608463199,0.11109099941670783,3.624651816173856e-06,0.9921004740748376,0.026503660685478866,0.0420619699100711
housing,bank,0.0433758130378763,0.0009466454563078,0.1321428571428571,0.1631291691934505,0.8874528005034613,1.0955525041207723,0.0,-0.0309863120505934,0.0,-1.974412567601061,-0.1639603137608653,0.08179129348089247,6.838243383178996e-06,0.9926701175130067,0.8489845532174216,0.0309863120505934
