variable,data,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
 Assoc-voc,adult,0.0320807210141396,0.0004879488202108,0.2379507920458375,0.3070866141732283,0.9882144303219078,1.2753368916133805,-0.0696294409103816,-0.0648816774546255,-0.0265181668198928,19.438346274351986,4.6287991424803465,0.11022968367748857,3.627908595910369e-06,0.9920207551060867,0.04271010600636476,0.0691358221273908
 Bachelors,adult,0.1403975283654265,0.0090143965749763,0.2165413533834586,0.3894009216589861,0.8993006004945249,1.6171898679367829,-0.2938030560271646,-0.0345743390734901,-0.2469797810657197,2.29784046507682,2.0727651893437384,0.10458370674179664,4.404782006369524e-06,0.992258434264904,0.16307564981249192,0.1728595682755275
 Doctorate,adult,0.136299493527236,0.0075469781457871,0.2341191879502292,0.75,0.9723017013664552,3.114765100671141,-0.5468729535036019,-0.0596430910281597,-0.3173312863565108,72.48211654762683,8.627587357778452,0.11182968365600714,3.4298109579561156e-06,0.9919170387686265,0.013000584081134107,0.5158808120497708
 HS-grad,adult,-0.1304583562275632,0.0089152035130419,0.2808823529411764,0.1631878557874762,1.166510067114094,0.6777224507469148,0.1815939278937381,-0.0027356103731815,0.2545352549510309,-1.548412001548597,0.6727475970823672,0.09318140804430805,6.06867768804548e-06,0.9924979582613832,0.5166191646191647,0.1176944971537002
 Masters,adult,0.2217231751622549,0.0204903015155828,0.2172271791352093,0.6222222222222222,0.9021488486501176,2.5841014168530947,-0.3696408144589339,-0.1185464805917791,-0.1887871661595485,12.272421904010796,3.776835881330271,0.10925497104689681,3.7536648866913555e-06,0.992072172229152,0.061678552577660306,0.4049950430870129
 Preschool,adult,-0.0202622366782589,0.0003564062897908,0.2411003236245954,0.0,1.001294498381877,0.0,0.1854368932038834,0.1663430420711974,0.3062592120891229,769.7466047695341,27.771370713826663,0.1124917526126355,3.3509154828723025e-06,0.9918569889827598,0.0011963455070250959,0.2411003236245954
 Prof-school,adult,0.1586473303468966,0.0102338960740786,0.232183908045977,0.7755102040816326,0.9642644449587288,3.2207094918504318,-0.62054890921886,0.0236453201970442,-0.3470828285836102,58.25498698573547,7.759982644906663,0.11166416641685004,3.449817283451895e-06,0.9919295230328963,0.0159952554435313,0.5433262960356556
 Some-college,adult,-0.0580008985211183,0.0017409480732238,0.2541736227045075,0.1948424068767908,1.0555881726815386,0.8091844387607932,0.0467457701709152,0.0073211799991389,0.0432764082323846,-0.2745212022031755,1.313642519763394,0.0997285343931886,5.137538550200925e-06,0.9923887898038779,0.2912492155230052,0.0593312158277166
 Divorced,adult,-0.120958207938083,0.0084159576269404,0.2615384615384615,0.1118881118881118,1.0861744966442952,0.4646735814521049,0.1879470123372562,0.0846210699869236,0.2300512460601678,2.378878034134893,2.092209529543325,0.10467566076355059,4.3912932762295124e-06,0.992255449766094,0.16089315035656493,0.1496503496503496
 Married-AF-spouse,adult,-0.0143229304544276,0.0001781367838062,0.2409443725743855,0.0,1.000646830530401,0.0,0.1853169469598965,0.1662354463130659,0.3062281421663526,1544.497412050293,39.31283543530701,0.11252853422133707,3.346585460307277e-06,0.9918524251720076,0.0005486140026890001,0.2409443725743855
 Married-civ-spouse,adult,0.4556452880056575,0.1100039861096799,0.0650644783118405,0.4567723342939481,0.2702140884521271,1.8969847010811751,-0.391918166430736,-0.2383476186775949,-0.3586891724985926,-1.9585192951024752,0.2067538012372867,0.08703887939114485,6.615167208639016e-06,0.9925450318965362,0.813580742631153,0.3917078559821075
 Married-spouse-absent,adult,-0.0426281702559305,0.0011828098037714,0.2426518615284128,0.0625,1.0077380665354485,0.2595637583892617,0.1871325930764206,0.1047109732201175,0.3073942392907324,91.8482517739764,9.68446592898473,0.11197681009081344,3.412122330495061e-06,0.9919053771796684,0.010353432822407301,0.1801518615284128
 Never-married,adult,-0.3262629760610839,0.0652165793101947,0.3394762366634336,0.0436046511627907,1.409851645955253,0.1810909942250663,0.2720697148098858,0.1838444274017098,0.324520008272,-1.501940492199524,0.7064211201277093,0.09358600574002539,6.018049848320259e-06,0.992493078358741,0.5004358736657476,0.2958715855006428
 Separated,adult,-0.0626987064577308,0.0023314992639132,0.2460557233971131,0.1043478260869565,1.0218743734102926,0.4333586227020717,0.1833150896857714,0.0731964330020287,0.2699344334853089,21.98039492605218,4.8955272383049255,0.11045037332969804,3.599964314340138e-06,0.9920081518488589,0.038509072104238186,0.1417078973101566
 Widowed,adult,-0.0833373367995392,0.0047649430550536,0.2471647765176784,0.0416666666666666,1.026480293349929,0.1730425055928411,0.1803771959083834,0.1391969646430954,0.1834624413356078,27.30723600213717,5.411985280852783,0.11079979861236301,3.5561231525048603e-06,0.9919873040960716,0.03192621452794896,0.2054981098510118
 ?,adult,-0.080135798306659,0.0038129973550046,0.249228659581762,0.1016949152542373,1.035051641269761,0.4223410305994767,0.1425018738778522,0.0983054721106934,0.1095150964056022,12.563136613009185,3.8151036764243935,0.10931014345994917,3.7464459288116015e-06,0.9920694236139341,0.06058646298618866,0.1475337443275247
 Adm-clerical,adult,-0.0929180811171294,0.0049054852097297,0.2543290043290043,0.124223602484472,1.0562334756965628,0.5159031222643711,0.0957870631783675,0.0745027918940962,0.0381069285324604,4.73444342527703,2.5944909789073805,0.10664347682908491,4.1085296147048845e-06,0.9921858551229649,0.11607475243838875,0.1301054018445323
 Armed-Forces,adult,-0.0143229304544276,0.0001781367838062,0.2409443725743855,0.0,1.000646830530401,0.0,0.1853169469598965,0.1662354463130659,0.3062281421663526,1544.4974120502932,39.312835435307015,0.11252853422133707,3.346585460307277e-06,0.9918524251720076,0.0005486140026890001,0.2409443725743855
 Craft-repair,adult,0.005075940450402,1.2826062865470278e-05,0.2399403874813711,0.2463414634146341,0.9964772602246472,1.0230610574562122,0.1291392533895533,-0.0812202391770564,0.2324445191272535,2.705407197203099,2.1687920153929925,0.10502508604621555,4.340243668994262e-06,0.9922439043864386,0.15267381186904289,0.006401075933263
 Exec-managerial,adult,0.196806472711653,0.0172026952442764,0.20817843866171,0.4579207920792079,0.8645692472742695,1.90175426938667,-0.4104806949096397,-0.0765394383304501,-0.3193845552023731,2.815087536639977,2.1939161895391064,0.10513543087232029,4.32419305215011e-06,0.9922401899123678,0.15010235379008607,0.2497423534174979
 Farming-fishing,adult,-0.0524972585493874,0.0016176600602438,0.2446737683089214,0.1111111111111111,1.0161350861044334,0.4614466815809097,0.1793016718449475,0.0681091877496671,0.2604709137952228,29.457258750606837,5.606979367445328,0.11091014343846774,3.5423818528438612e-06,0.9919804665070984,0.0298647176410159,0.1335626571978103
 Handlers-cleaners,adult,-0.0918304845955206,0.005755285824499,0.2485723883103796,0.0427350427350427,1.032326133466194,0.1774794929157345,0.1835927294442578,0.1193595342066957,0.3051546537437239,21.520446341281385,4.848353913726852,0.11041359172099646,3.6046080166541725e-06,0.9920102809179274,0.039206892482001626,0.2058373455753368
 Machine-op-inspct,adult,-0.050916780655649,0.0014134297801948,0.2465421853388658,0.1584158415841584,1.0238946596489271,0.6579041796797128,0.1928365035673691,0.0135471015981265,0.3048193537605873,10.405426034250558,3.52117881600715,0.10885037335117947,3.806967568099479e-06,0.9920918131972143,0.06975644071079756,0.0881263437547074
 Other-service,adult,-0.1761233241397945,0.021842498446848,0.2672476397966594,0.0264705882352941,1.1098848289004888,0.1099328859060402,0.2080610021786492,0.1568990559186637,0.3154665079501875,4.2322317245244285,2.4958959062475743,0.10631244235077071,4.15525053164274e-06,0.9921983842528588,0.12337064337064328,0.2407770515613652
 Priv-house-serv,adult,-0.0267054746806807,0.0004549253715966,0.2415584415584415,0.0714285714285714,1.003197071384991,0.2966442953020133,0.186038961038961,0.0951298701298701,0.3067623177198409,216.3559638451203,14.772139623413626,0.11230784456912762,3.372649414871299e-06,0.9918763223869562,0.004447621174893857,0.1701298701298701
 Prof-specialty,adult,0.1961355137931054,0.0170161554677355,0.2093623295245116,0.4645669291338583,0.8694859698642132,1.9293558103894728,-0.273704038008887,-0.0649695787657946,-0.1707622793820187,3.268387888494599,2.294836721760781,0.10555841937238841,4.262992009661506e-06,0.9922256358233389,0.140350464729381,0.2552045996093466
 Protective-serv,adult,0.0503533491990959,0.0011349196720005,0.2378129117259552,0.396551724137931,0.9876418105773228,1.6468872946077298,0.048169097269547,-0.1645427286356822,0.1517488698992744,48.4441220696696,7.1001977155117055,0.11149864917769295,3.4699363862907543e-06,0.991941453259886,0.019007681774480166,0.1587388124119758
 Sales,adult,0.0111174972329113,6.1114497328707e-05,0.2391461649782923,0.2545454545454545,0.9931788381783038,1.0571323978035387,-0.0538832609744331,-0.0277397710827522,-0.0475585196237536,4.50436427108912,2.549794699872081,0.1064963503942786,4.12924939616202e-06,0.9921914680567776,0.11930563901620335,0.0153992895671621
 Tech-support,adult,0.0329667082488482,0.0005094539376011,0.2383488681757656,0.3222222222222222,0.989867648504455,1.3381953765846382,-0.118242343541944,-0.0348868175765645,-0.0900812474590664,29.457258750606837,5.606979367445328,0.11091014343846774,3.5423818528438612e-06,0.9919804665070984,0.0298647176410159,0.0838733540464566
 Transport-moving,adult,-0.0234342623184741,0.000286462109486,0.2431052093973442,0.197452229299363,1.0096208293629303,0.8200230838284956,0.1548375763648074,-0.0732581667241367,0.2948150920287143,14.7862851733381,4.095940374453019,0.10967795954696494,3.6986266584649385e-06,0.9920506329764597,0.053362880942043285,0.0456529800979811
 Husband,adult,0.4265551777198845,0.0910521512637804,0.0945300053106744,0.4682080924855491,0.3925850153439285,1.944477635101059,-0.3429068728722767,-0.2236315804014624,-0.2194409445949859,-1.8029377031612228,0.4452282070740007,0.09029405176123433,6.3838782507523885e-06,0.9925262725222403,0.643087602641506,0.3736780871748746
 Not-in-family,adult,-0.1905966256067301,0.0205798271912876,0.2892778993435448,0.103831891223733,1.2013769403609766,0.4312159348271542,0.2323548265816998,0.0927205697392301,0.3000694076994353,-0.8208645316655128,1.0861245340432584,0.09768715511025113,5.4456230309581305e-06,0.9924300851662474,0.3539846558314829,0.1854460081198118
 Other-relative,adult,-0.0940790716459397,0.0075983569611736,0.2475083056478405,0.0,1.027906976744186,0.0,0.1903654485049833,0.1707641196013288,0.3075470020889817,31.914730784123577,5.821864058849184,0.11102048826457246,3.5286902734108232e-06,0.9919734936857247,0.027811439346323023,0.2475083056478405
 Own-child,adult,-0.2365477301570128,0.0432782263460731,0.2840214067278288,0.00418410041841,1.179546620692486,0.0173766532812894,0.2190366972477064,0.1915345540158407,0.3161735909959407,1.6601453031239353,1.91287024713012,0.10377451135036198,4.524394248321985e-06,0.9922837727540965,0.18264139034781238,0.2798373063094187
 Unmarried,adult,-0.1362548039363376,0.0114450842830454,0.2613595056343148,0.075801749271137,1.085431289171235,0.3148061909327489,0.191893114934087,0.1179830710910319,0.2220008114524092,4.153738240987641,2.480131776833474,0.10625726993771835,4.163072576880645e-06,0.9922004378474886,0.12459590749667078,0.1855577563631777
 Wife,adult,0.0841841406913759,0.0031972718416269,0.2321367521367521,0.3905325443786982,0.96406860551827,1.6218895198760972,-0.3048257725180802,-0.1121893491124259,-0.2338250976938752,13.38903600546689,3.921782959649277,0.10945726989475549,3.7272540060837005e-06,0.9920620066995667,0.057685176085176,0.158395792241946
 Canada,adult,0.0183472726813836,0.0001539173115907,0.2402597402597402,0.3571428571428571,0.997803538743136,1.4832214765100666,-0.1009740259740259,-0.0483766233766234,-0.0496361746361746,216.3559638451202,14.772139623413622,0.11230784456912762,3.372649414871299e-06,0.9918763223869562,0.004447621174893857,0.1168831168831169
 Columbia,adult,-0.0202622366782589,0.0003564062897908,0.2411003236245954,0.0,1.001294498381877,0.0,0.1854368932038834,0.1663430420711974,0.3062592120891229,769.7466047695343,27.77137071382668,0.1124917526126355,3.3509154828723025e-06,0.9918569889827598,0.0011963455070250959,0.2411003236245954
 Cuba,adult,-0.026817440964814,0.000624059838667,0.2413346290897311,0.0,1.002267573696145,0.0,0.0424360220278587,0.0233236151603497,0.2346638523015049,437.7112411349946,20.962545158331583,0.11243658019958314,3.357420999001556e-06,0.9918632310625559,0.002169516455230716,0.2413346290897311
 Dominican-Republic,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.0,0.1853769006793917,0.1662892267874474,0.3062436705058445,1027.9967656388983,32.08320831915206,0.11251014341698629,3.3487497734815516e-06,0.9918547628590907,0.0008723749778423648,0.2410223228728567
 Ecuador,adult,0.0007751325440676,2.97858881565926e-07,0.2407766990291262,0.25,0.9999504789209618,1.038255033557047,-0.315210355987055,-0.0839805825242718,-0.3609455352968677,769.7466047695343,27.77137071382668,0.1124917526126355,3.3509154828723025e-06,0.9918569889827598,0.0011963455070250959,0.0092233009708737
 El-Salvador,adult,0.0013443102842212,8.959161262502707e-07,0.2407527579493835,0.25,0.9998510511347553,1.038255033557047,0.0186026389790179,0.0831170235777633,-0.0272530928191305,253.24823738751428,15.97136609584618,0.11234462617782921,3.3682914573186024e-06,0.9918727345778602,0.0037956781629720562,0.0092472420506164
 England,adult,0.0425631855924477,0.0007599426913373,0.239701589361012,0.5454545454545454,0.99548552682278,2.265283709579012,-0.1790758706100905,-0.198213074632147,-0.0437777967643758,276.7252280867558,16.689707901741453,0.11236301698217999,3.3661145746433253e-06,0.9918709005194745,0.0034700238527679227,0.3057529560935334
 France,adult,0.0553190224264163,0.0013820623570113,0.2400517631834357,1.0,0.9969398057577856,4.153020134228188,-0.8155936590100291,0.1662892267874474,-0.1947336080387479,1027.9967656388983,32.08320831915206,0.11251014341698629,3.3487497734815516e-06,0.9918547628590907,0.0008723749778423648,0.7599482368165642
 Germany,adult,0.0044619715246398,9.676315791170252e-06,0.240674667531625,0.2727272727272727,0.999526740057514,1.132641854789506,0.1858579305870905,-0.1069796243328516,0.3074123413520381,276.7252280867558,16.689707901741453,0.11236301698217999,3.3661145746433253e-06,0.9918709005194745,0.0034700238527679227,0.0320526051956476
 Greece,adult,0.0095408977978422,4.226242219498334e-05,0.2406088082901554,0.3333333333333333,0.9992532253016656,1.3843400447427292,-0.4824050086355785,-0.1675302245250431,-0.4447868808237222,511.4967689934019,22.65317045101106,0.11245497100393394,3.355251100961375e-06,0.9918612091072558,0.0018449160418071832,0.0927245250431778
 Guatemala,adult,-0.0163817013721164,0.000158162414712,0.2411669367909238,0.1111111111111111,1.0015711442028434,0.4614466815809097,0.0743021790023411,0.166612641815235,-0.1939878992067538,339.33075468514994,18.469201592001475,0.11239979859088156,3.3617649943894878e-06,0.9918671395069611,0.0028193485956856485,0.1300558256798127
 Haiti,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.0,0.1853769006793917,0.1662892267874474,0.3062436705058445,1027.9967656388983,32.08320831915206,0.11251014341698629,3.3487497734815516e-06,0.9918547628590907,0.0008723749778423648,0.2410223228728567
 Hungary,adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.0,0.1852570320077594,0.1661817006142903,0.3062126270537255,3093.999999999999,55.62373594069352,0.11254692502568786,3.344422543349479e-06,0.9918499157480175,0.00022506237831162846,0.2408664726802457
 Italy,adult,0.0010969131625287,5.964965700110819e-07,0.2407647440051847,0.25,0.9999008294658276,1.038255033557047,-0.1902948801036941,0.0412346079066753,-0.2778760535807528,382.3721767252878,19.59910730035718,0.11241818939523235,3.359592296810927e-06,0.991865205892276,0.00249432723833237,0.0092352559948152
 Jamaica,adult,-0.0229790582501673,0.0003281176201133,0.2414016872160934,0.0833333333333333,1.0025460674450914,0.3460850111856823,0.1022604369457062,0.1667748215444516,-0.1939410349807298,253.2482373875141,15.97136609584617,0.11234462617782921,3.3682914573186024e-06,0.9918727345778602,0.0037956781629720562,0.1580683538827601
 Japan,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.0,0.1853769006793917,0.1662892267874474,0.3062436705058445,1027.9967656388983,32.08320831915206,0.11251014341698629,3.3487497734815516e-06,0.9918547628590907,0.0008723749778423648,0.2410223228728567
 Mexico,adult,-0.0510443535335584,0.0016423338170042,0.2436698454455771,0.0754716981132075,1.0119657742397523,0.3134354818285424,0.188424860243341,0.0922362926792949,0.3084289737722232,53.48311685526131,7.446377986343404,0.11159060319944689,3.458745192535329e-06,0.9919348880099037,0.01733191024871387,0.1681981473323695
 Nicaragua,adult,-0.0248241054460739,0.000534808717127,0.2412564766839378,0.0,1.0019430051813472,0.0,0.1855569948186528,0.1664507772020725,0.3062903350548685,511.49676899340176,22.65317045101106,0.11245497100393394,3.355251100961375e-06,0.9918612091072558,0.0018449160418071832,0.2412564766839378
 Outlying-US(Guam-USVI-etc),adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.0,0.1852570320077594,0.1661817006142903,0.3062126270537255,3093.999999999999,55.62373594069351,0.11254692502568786,3.344422543349479e-06,0.9918499157480175,0.00022506237831162846,0.2408664726802457
 Peru,adult,-0.0175447729704896,0.0002672549340875,0.2410223228728567,0.0,1.000970559689421,0.0,0.1853769006793917,0.1662892267874474,0.3062436705058445,1027.9967656388983,32.08320831915204,0.11251014341698629,3.3487497734815516e-06,0.9918547628590907,0.0008723749778423648,0.2410223228728567
 Philippines,adult,0.0319281247759165,0.0004603573476636,0.2405431619786615,1.0,0.9989805948482936,4.153020134228188,-0.8150662786938248,0.1661817006142903,-0.1941122852552218,3093.999999999999,55.62373594069351,0.11254692502568786,3.344422543349479e-06,0.9918499157480175,0.00022506237831162846,0.7594568380213385
 Poland,adult,0.0212039893805982,0.0002004932139643,0.240272373540856,0.4,0.9978560050139712,1.6612080536912752,0.1857976653696498,-0.2346303501945525,0.3077467380654927,304.8976823671831,17.512869356503913,0.11238140778653077,3.3639390881845253e-06,0.9918690364943605,0.0031445807321292805,0.1597276264591439
 Portugal,adult,-0.0248241054460739,0.000534808717127,0.2412564766839378,0.0,1.0019430051813472,0.0,0.1855569948186528,0.1664507772020725,0.3062903350548685,511.49676899340176,22.65317045101106,0.11245497100393394,3.355251100961375e-06,0.9918612091072558,0.0018449160418071832,0.2412564766839378
 Puerto-Rico,adult,-0.0175416018531563,0.000174866480003,0.2413121143228321,0.1333333333333333,1.002174069415896,0.5537360178970917,0.0521164880372415,0.0329544224315254,0.0177773993876107,201.59912003961588,14.26424916555726,0.11228945376477684,3.3748304861960057e-06,0.9918780800542446,0.004773910288687718,0.1079787809894987
 Scotland,adult,-0.0101262038987049,8.90518140625649e-05,0.2408664726802457,0.0,1.0003233107015843,0.0,0.1852570320077594,0.1661817006142903,0.3062126270537255,3093.9999999999995,55.62373594069352,0.11254692502568786,3.344422543349479e-06,0.9918499157480175,0.00022506237831162846,0.2408664726802457
 Trinadad&Tobago,adult,0.0154187788247664,0.0001012457254508,0.240620957309185,0.5,0.9993036804223066,2.076510067114094,0.1853169469598965,-0.3340879689521345,0.3065752596581854,1544.4974120502936,39.31283543530704,0.11252853422133707,3.346585460307277e-06,0.9918524251720076,0.0005486140026890001,0.259379042690815
 United-States,adult,0.0304457329203847,0.0004831444341888,0.1967871485943775,0.2446397188049209,0.817260990269804,1.0159936778287588,-0.048541441689429,-0.0321708627127137,-0.0281905759046289,7.52732227364625,-3.085847847200726,0.06024347745204666,3.922948378894231e-06,0.9921310486086209,0.08743228993492615,0.0478525702105434
 Yugoslavia,adult,0.0319281247759165,0.0004603573476636,0.2405431619786615,1.0,0.9989805948482936,4.153020134228188,0.1852570320077594,-0.8341416100872939,0.3065597577555308,3093.9999999999995,55.62373594069352,0.11254692502568786,3.344422543349479e-06,0.9918499157480175,0.00022506237831162846,0.7594568380213385
Not known,adult,-0.0026476998162622,3.538733176239317e-06,0.2409165302782324,0.2307692307692307,1.0005312009138938,0.9583892617449664,0.0057828696126568,0.0124386252045826,-0.004971904275331,74.46832658645651,8.7418642030084,0.11184807446035792,3.427594998983065e-06,0.9919156125475951,0.012668931988080914,0.0101472995090016
age between 10 and 20,adult,-0.1391402788269233,0.0163976954119835,0.2554869684499314,0.0,1.061042524005487,0.0,0.1965020576131687,0.1762688614540466,0.3091814306338278,12.465138544379744,3.8022468805192746,0.10929175265559839,3.748850920574174e-06,0.9920703417708391,0.06095024317246533,0.2554869684499314
age between 20 and 30,adult,-0.240943269789917,0.0356785429369055,0.2990614334470989,0.0586666666666666,1.2420081544769452,0.2436438478747203,0.2198145620022753,0.1418452787258248,0.2471461128621007,-0.5536565070312305,1.202789175818187,0.09877221256694761,5.2827555051834744e-06,0.9924090196926298,0.3198990364860672,0.2403947667804322
age between 30 and 40,adult,0.0390551272503099,0.0007500078320435,0.2310688013846819,0.2694763729246487,0.9596333845425584,1.11914080245485,0.0034357310502881,-0.0340633087466074,0.0399320575229969,-0.7089234371732069,1.1364573189588223,0.09816531602337161,5.374178626749686e-06,0.9924210432011228,0.3387493846862086,0.0384075715399668
age between 40 and 50,adult,0.170363822328007,0.0135743759040097,0.201255230125523,0.375,0.8358170228300245,1.5573825503355705,-0.1537680677063522,-0.0901887599847851,-0.0760497331869778,-0.3091136675402621,1.300417842617068,0.09961818956708388,5.154343976593675e-06,0.9923912061868079,0.2944913388093304,0.1737447698744769
age between 50 and 60,adult,0.1230591933832527,0.0069684630915043,0.2200224131490474,0.3741007194244604,0.9137575117894668,1.5536478199990345,-0.1961562613935747,-0.0796141570120817,-0.1323426539309684,2.581544233426197,2.1400644637088138,0.10489635041576004,4.3590125274716384e-06,0.9922481960051862,0.1556884150085495,0.154078306275413
age between 60 and 70,adult,0.0294487527630626,0.0004172692751221,0.2374697545800207,0.2885572139303483,0.9862166720410523,1.1983839193295267,-0.0466918776322329,-0.0777275048882789,0.0025597393710435,10.48138206303493,3.531940993866109,0.10886876415553026,3.804530907447157e-06,0.9920909393486589,0.06938659867799167,0.0510874593503275
age>70,adult,-0.0146165855919038,0.0001116956795063,0.2416749093306957,0.1967213114754098,1.003680764388151,0.8169875673891518,0.0551366660721138,0.0356839789636403,0.0364537502526961,45.817370983856,6.912868758945283,0.11144347676464059,3.476667791061253e-06,0.9919453224029836,0.020015796751701703,0.0449535978552858
hour<10,adult,-0.0530915637679599,0.0020356425360643,0.2432167374959137,0.0285714285714285,1.0100840078018214,0.1186577181208053,0.1873161163779012,0.1391304347826086,0.3070943356789521,83.54833588193245,9.24631437965351,0.11192163767776109,3.418745107492059e-06,0.9919098202007914,0.011344491985224248,0.2146453089244851
hours between 10 and 20,adult,-0.0830144358197397,0.0045445635026568,0.2475711892797319,0.055045871559633,1.0281681337335449,0.2286066128932947,0.1634318380895302,0.1436663439521768,0.058027080469022,23.461673264381275,5.044453167828223,0.11056071815580276,3.5860661410538545e-06,0.9920016927273377,0.03642122158705068,0.1925253177200989
hours between 20 and 30,adult,-0.1291887212208729,0.0109382036678099,0.2570224719101123,0.0528455284552845,1.0674195007917957,0.2194685436787254,0.1746968347492463,0.1407320498766785,0.1168913806586464,7.677952984669435,3.1101431281397804,0.10804117795974481,3.915461159157161e-06,0.9921286451706608,0.08628661347762469,0.2041769434548278
hours between 30 and 40,adult,-0.0752021449843096,0.0030863286171618,0.2525659824046921,0.1530054644808743,1.0489116101478084,0.635434774636007,0.1139808983542457,0.0675628575549252,0.0889503502538814,3.595462496534179,2.3649817678898004,0.10583428143765022,4.223367272371315e-06,0.9922158657770819,0.13407912844862982,0.0995605179238177
hour between 40 and 50,adult,-0.0138267581329769,9.547164684153842e-05,0.2474377745241581,0.2355324074074074,1.0276140595674432,0.9781708302261992,0.0459039978851472,-0.0221923973754134,0.0738299718688352,-1.9456876786651929,-0.2357338674130152,0.08078600591187692,6.594769008166116e-06,0.9925434394541967,0.7904886704886706,0.0119053671167507
hour>70,adult,0.2187291840821693,0.021811195350838,0.1944444444444444,0.4295081967213114,0.807531692766592,1.783756188799648,-0.2757200179509517,-0.1156991631688709,-0.1806340559273253,0.3201585689423343,1.523138874958807,0.10134692517605796,4.890673308931795e-06,0.9923507646911399,0.2454975133236002,0.235063752276867
race,adult,0.0935345276311007,0.0049628378444822,0.1290322580645161,0.2640086206896552,0.5151300728407908,1.0539905450500555,-0.1316532258064516,-0.0795837968112718,-0.0843182864491168,5.102175891182213,-2.664372008308403,0.06136531651744473,4.077587382800633e-06,0.9921772987610715,0.1112632381597898,0.134976362625139
