,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.662,0.201,0.707,0.099,0.628,0.195,0.687,0.209,0.634,0.173
1,Random Forest,0.716,0.202,0.73,0.094,0.722,0.223,0.585,0.199,0.619,0.179
2,XGBoost,0.714,0.197,0.727,0.099,0.712,0.214,0.624,0.211,0.631,0.167
