,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.729,0.1,0.73,0.128,0.727,0.121,0.709,0.231,0.696,0.147
1,Random Forest,0.829,0.074,0.777,0.079,0.815,0.075,0.666,0.148,0.724,0.099
2,XGBoost,0.789,0.076,0.775,0.076,0.788,0.084,0.7,0.15,0.731,0.098
