,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.674,0.229,0.768,0.067,0.649,0.243,0.629,0.167,0.614,0.194
1,Random Forest,0.632,0.296,0.74,0.073,0.638,0.323,0.482,0.207,0.523,0.257
2,XGBoost,0.677,0.305,0.765,0.074,0.671,0.33,0.549,0.165,0.584,0.249
