,variable,importance,correlation,unbalance,statistical_parity,equalized_odds,average_odds
0,school_MS,0.0015037593984962515,-0.015081056056463288,1.007839038411288,0.014844136566056432,-0.05142165759225645,0.03488372093023251
1,sex_M,0.0,-0.03694410757532406,1.0214763191580143,0.03539615564932019,-0.10185185185185186,0.006797937177684066
2,address,0.0,-0.03167113840458321,1.03457216940363,0.032733224222585955,0.0945378151260504,0.004364429896344779
3,famsize,0.007518796992481214,0.09951626011402123,0.9524632670700086,-0.10073260073260082,0.027014567582518946,-0.03663003663003672
4,Pstatus,0.0015037593984962515,-0.10438137558793174,1.1797752808988764,0.14035087719298245,-0.18805760449596073,0.03508771929824561
5,schoolsup,0.0,-0.09143759578330828,1.0211610486891387,0.1448717948717949,0.12873647533467816,-0.06025641025641015
6,famsup,0.0075187969924812355,-0.18549698949449844,1.1764284006693762,0.18258287976249388,-0.1862745098039216,0.030925284512617446
7,paid,0.0,-0.03799711749808083,1.0181503889369057,0.038461538461538436,-0.05027322404371583,0.03296703296703296
8,activities,0.0,-0.005530851041639761,1.0040379213483146,0.00520833333333337,-0.022222222222222254,-0.01336050724637683
9,nursery,0.0,0.01714330749199584,0.9713483146067415,-0.022566371681415953,-0.11055555555555553,0.03230088495575223
10,higher,0.0015037593984962515,0.2152865871501092,0.6292134831460674,-0.2894736842105263,0.16993464052287588,0.03508771929824561
11,internet,0.0,-0.08235553464525716,1.0988103106411102,0.08882947118241236,-0.08782201405152228,0.009209744503862138
12,romantic,0.0,-0.12284061704334667,1.0759550561797753,0.11655172413793102,-0.02941176470588236,-0.021149425287356305
13,course,0.0015037593984962515,0.14451232547646897,0.905048267130875,-0.13630168105406637,0.004207717569786509,-0.0181735574738755
14,Mjob_at_home,0.0075187969924812355,-0.15581121180474442,1.05912512272281,0.1754045307443366,-0.12132352941176472,-0.013915857605177995
15,Mjob_health,0.0,0.022599230735278433,0.9962546816479401,-0.04761904761904767,-0.03446343513589237,0.023809523809523836
16,Mjob_other,0.004511278195488755,0.08270383169278513,0.9526685393258426,-0.0794811320754717,0.04762508451656529,0.00613207547169814
17,Mjob_services,0.0015037593984962515,0.03703953525928708,0.9868560525757896,-0.04332634521313772,0.11150793650793646,-0.018169112508735208
18,Mjob_teacher,0.010526315789473717,0.01440423981392132,0.9962546816479401,-0.02083333333333337,-0.03701298701298701,0.02564102564102566
19,Fjob_at_home,0.0,-0.12052923058815164,1.019975031210986,0.253968253968254,-0.03701578192252515,0.023809523809523836
20,Fjob_health,0.01052631578947374,-0.0489649999264366,1.0081148564294633,0.10317460317460325,-0.035714285714285754,0.023809523809523836
21,Fjob_other,0.013533834586466198,0.02610560665580014,0.9781409601634321,-0.024941724941724974,-0.11484593837535018,0.0235431235431236
22,Fjob_services,0.0,0.021009819610463235,0.9911717495987158,-0.022448979591836782,0.19696969696969696,-0.04693877551020409
23,Fjob_teacher,0.0015037593984962515,0.07583548496724056,0.988410156595594,-0.17191601049868765,-0.03340635268346108,0.023622047244094446
24,reason_course,0.010526315789473694,-0.18636563292481803,1.1262009444715844,0.17549818840579712,-0.1322901849217638,0.01336050724637683
25,reason_home,0.009022556390977465,-0.02888225306394414,1.0104868913857679,0.033333333333333326,0.07558183324546205,-0.016666666666666607
26,reason_other,0.0015037593984962515,0.13702796379302654,0.9669530733641771,-0.2100840336134453,-0.0333537331701346,0.025210084033613467
27,reason_reputation,0.009022556390977465,0.15622320113392857,0.944562221751113,-0.1827393431167016,0.15595101415996943,-0.018169112508735208
28,guardian_father,0.0060150375939849845,0.1617069317225124,0.9280898876404493,-0.16842105263157892,0.10028248587570616,-0.0052631578947368585
29,guardian_mother,0.02706766917293235,-0.060676415090598464,1.0516021639617146,0.058134083450539165,-0.001701451905626164,0.024378809188935868
30,guardian_other,0.0,-0.13296221366696603,1.03457216940363,0.1923076923076923,-0.16374269005847958,-0.045405982905982856
