variable,data,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy
 Assoc-voc,adult,-0.0696294409103816,-0.0648816774546255,0.0530363336397856,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,19.438346274351986,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.6287991424803465,6.61338421837956
 Bachelors,adult,-0.2938030560271646,-0.0345743390734901,0.4939595621314395,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.29784046507682,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.0727651893437384,6.61338421837956
 Doctorate,adult,-0.5468729535036019,-0.0596430910281597,0.6346625727130217,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,72.48211654762683,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,8.627587357778452,6.61338421837956
 HS-grad,adult,0.1815939278937381,-0.0027356103731815,-0.5090705099020618,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.548412001548597,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.6727475970823672,6.61338421837956
 Masters,adult,-0.3696408144589339,-0.1185464805917791,0.377574332319097,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,12.272421904010796,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.776835881330271,6.61338421837956
 Preschool,adult,0.1854368932038834,0.1663430420711974,-0.6125184241782459,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,769.7466047695341,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,27.771370713826663,6.61338421837956
 Prof-school,adult,-0.62054890921886,0.0236453201970442,0.6941656571672205,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,58.25498698573547,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,7.759982644906663,6.61338421837956
 Some-college,adult,0.0467457701709152,0.0073211799991389,-0.0865528164647692,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-0.2745212022031755,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,1.313642519763394,6.61338421837956
 Divorced,adult,0.1879470123372562,0.0846210699869236,-0.4601024921203357,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.378878034134893,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.092209529543325,6.61338421837956
 Married-AF-spouse,adult,0.1853169469598965,0.1662354463130659,-0.6124562843327052,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1544.497412050293,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,39.31283543530701,6.61338421837956
 Married-civ-spouse,adult,-0.391918166430736,-0.2383476186775949,0.7173783449971853,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.9585192951024752,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.2067538012372867,6.61338421837956
 Married-spouse-absent,adult,0.1871325930764206,0.1047109732201175,-0.6147884785814649,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,91.8482517739764,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,9.68446592898473,6.61338421837956
 Never-married,adult,0.2720697148098858,0.1838444274017098,-0.649040016544,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.501940492199524,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.7064211201277093,6.61338421837956
 Separated,adult,0.1833150896857714,0.0731964330020287,-0.5398688669706178,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,21.98039492605218,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.8955272383049255,6.61338421837956
 Widowed,adult,0.1803771959083834,0.1391969646430954,-0.3669248826712157,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,27.30723600213717,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.411985280852783,6.61338421837956
 ?,adult,0.1425018738778522,0.0983054721106934,-0.2190301928112045,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,12.563136613009185,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.8151036764243935,6.61338421837956
 Adm-clerical,adult,0.0957870631783675,0.0745027918940962,-0.0762138570649209,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.73444342527703,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.5944909789073805,6.61338421837956
 Armed-Forces,adult,0.1853169469598965,0.1662354463130659,-0.6124562843327052,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1544.4974120502932,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,39.312835435307015,6.61338421837956
 Craft-repair,adult,0.1291392533895533,-0.0812202391770564,-0.464889038254507,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.705407197203099,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.1687920153929925,6.61338421837956
 Exec-managerial,adult,-0.4104806949096397,-0.0765394383304501,0.6387691104047462,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,2.815087536639977,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.1939161895391064,6.61338421837956
 Farming-fishing,adult,0.1793016718449475,0.0681091877496671,-0.5209418275904456,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,29.457258750606837,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.606979367445328,6.61338421837956
 Handlers-cleaners,adult,0.1835927294442578,0.1193595342066957,-0.6103093074874478,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,21.520446341281385,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.848353913726852,6.61338421837956
 Machine-op-inspct,adult,0.1928365035673691,0.0135471015981265,-0.6096387075211747,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,10.405426034250558,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.52117881600715,6.61338421837956
 Other-service,adult,0.2080610021786492,0.1568990559186637,-0.630933015900375,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.2322317245244285,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.4958959062475743,6.61338421837956
 Priv-house-serv,adult,0.186038961038961,0.0951298701298701,-0.6135246354396818,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,216.3559638451203,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,14.772139623413626,6.61338421837956
 Prof-specialty,adult,-0.273704038008887,-0.0649695787657946,0.3415245587640375,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,3.268387888494599,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.294836721760781,6.61338421837956
 Protective-serv,adult,0.048169097269547,-0.1645427286356822,-0.3034977397985489,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,48.4441220696696,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,7.1001977155117055,6.61338421837956
 Sales,adult,-0.0538832609744331,-0.0277397710827522,0.0951170392475073,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.50436427108912,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.549794699872081,6.61338421837956
 Tech-support,adult,-0.118242343541944,-0.0348868175765645,0.1801624949181328,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,29.457258750606837,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.606979367445328,6.61338421837956
 Transport-moving,adult,0.1548375763648074,-0.0732581667241367,-0.5896301840574286,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,14.7862851733381,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,4.095940374453019,6.61338421837956
 Husband,adult,-0.3429068728722767,-0.2236315804014624,0.4388818891899718,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-1.8029377031612228,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,0.4452282070740007,6.61338421837956
 Not-in-family,adult,0.2323548265816998,0.0927205697392301,-0.6001388153988707,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,-0.8208645316655128,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,1.0861245340432584,6.61338421837956
 Other-relative,adult,0.1903654485049833,0.1707641196013288,-0.6150940041779634,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,31.914730784123577,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,5.821864058849184,6.61338421837956
 Own-child,adult,0.2190366972477064,0.1915345540158407,-0.6323471819918814,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1.6601453031239353,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,1.91287024713012,6.61338421837956
 Unmarried,adult,0.191893114934087,0.1179830710910319,-0.4440016229048185,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,4.153738240987641,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,2.480131776833474,6.61338421837956
 Wife,adult,-0.3048257725180802,-0.1121893491124259,0.4676501953877504,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,13.38903600546689,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,3.921782959649277,6.61338421837956
 Canada,adult,-0.1009740259740259,-0.0483766233766234,0.0992723492723492,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,216.3559638451202,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,14.772139623413622,6.61338421837956
 Columbia,adult,0.1854368932038834,0.1663430420711974,-0.6125184241782459,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,769.7466047695343,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,27.77137071382668,6.61338421837956
 Cuba,adult,0.0424360220278587,0.0233236151603497,-0.4693277046030099,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,437.7112411349946,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,20.962545158331583,6.61338421837956
 Dominican-Republic,adult,0.1853769006793917,0.1662892267874474,-0.6124873410116891,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,1027.9967656388983,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,32.08320831915206,6.61338421837956
 Ecuador,adult,-0.315210355987055,-0.0839805825242718,0.7218910705937354,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2407886231415643,0.7592113768584356,0.5,0.2592113768584356,2,0,0,0.0,0.0,0,-1.9585192951024752,3093.9999999999995,328.4980587034663,716.8303066128841,769.7466047695343,-3.085847847200726,55.62373594069352,10.981505447738485,14.472035956249083,27.77137071382668,6.61338421837956
