variable,data,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy
 Mexico,adult,0.2008589362405021,0.137641820629262,-0.6483055027126048,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,41.26984038602858,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,6.575953426036943,6.618738983517219
 Nicaragua,adult,0.1967000970559689,0.1646716273050792,-0.6446534462688082,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,1027.9967656388983,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,32.08320831915205,6.618738983517219
 Peru,adult,0.1966364812419146,0.1646183699870633,-0.6446199143316427,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,1544.4974120502936,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,39.31283543530703,6.618738983517219
 Philippines,adult,-0.803750404138377,0.1645651471063692,0.3560271598462994,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,3093.9999999999995,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,55.62373594069352,6.618738983517219
 Poland,adult,-0.136956756173838,-0.5026420791545347,-0.1449499133840476,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,1027.9967656388983,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,32.08320831915206,6.618738983517219
 Portugal,adult,0.1966364812419146,0.1646183699870633,-0.6446199143316427,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,1544.4974120502934,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,39.31283543530705,6.618738983517219
 Puerto-Rico,adult,0.196827452249919,0.1647782453868566,-0.6447205961224654,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,614.7966382431123,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,24.82738863434426,6.618738983517219
 Trinadad&Tobago,adult,-0.0535598705501618,-0.085598705501618,-0.3942598389765309,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,769.7466047695341,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,27.771370713826663,6.618738983517219
 United-States,adult,-0.0705335009666591,-0.0358938928490943,0.0891259764429863,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,8.207941617392168,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,-3.194156589608012,6.618738983517219
 Yugoslavia,adult,0.1965729065632072,0.1645651471063692,-0.644586411005345,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,3093.9999999999995,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,55.62373594069352,6.618738983517219
Not known,adult,-0.0180209698558322,-0.002184359982525,-0.0378249789341719,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,68.79348886508424,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,8.411243683829888,6.618738983517219
age between 10 and 20,adult,0.2075085324232082,0.1737201365187713,-0.6504530876871439,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,13.946292411029171,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,3.992152022484327,6.618738983517219
age between 20 and 30,adult,0.2214096858543407,0.144195261229633,-0.4031139522468197,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,-0.6355807993456604,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,1.168259588465404,6.618738983517219
age between 30 and 40,adult,-0.0133821733821733,-0.0618803418803418,-0.0573311746202525,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,-0.8616754759223206,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,1.0671841171514256,6.618738983517219
age between 40 and 50,adult,-0.1799170427787433,-0.0750314246319622,0.1678623616302228,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,0.0762232309545312,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,1.440893603735514,6.618738983517219
age between 50 and 60,adult,-0.1684550262011333,-0.0817686853580229,0.1829403612459155,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,2.512666902771319,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,2.1239216325808963,6.618738983517219
age between 60 and 70,adult,-0.0298578798656114,-0.0208470978534377,0.0315858849138992,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,8.968538236577352,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,3.311003062355004,6.618738983517219
age>70,adult,0.1287050355556326,-0.0111317146999867,-0.378577730582922,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,49.38117429551817,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,7.1658393857866365,6.618738983517219
hour<10,adult,0.1445331897454306,0.1304675581082294,0.0404056781407009,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,51.357539956056186,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,7.302351827724413,6.618738983517219
hours between 10 and 20,adult,0.1849012917377528,0.114020229100658,-0.4015336662930346,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,23.20355531069577,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,5.01882024577593,6.618738983517219
hours between 20 and 30,adult,0.1797715426416768,0.1148885438615947,-0.3345585519145606,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,7.284243831360461,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,3.046233021740521,6.618738983517219
hours between 30 and 40,adult,0.1259208154363163,0.0604232969087308,-0.2266813669143939,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,4.1537382409876376,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,2.480131776833473,6.618738983517219
hour between 40 and 50,adult,0.0526278146693114,-0.0076925583586161,-0.1523587049429977,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,-1.949959600029551,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,-0.2264978947025891,6.618738983517219
hour>70,adult,-0.3016940728871218,-0.1192706146476894,0.4020679694300443,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2420814479638009,0.7579185520361991,0.5,0.257918552036199,2,0,0,0.0,0.0,0,-1.970549474196922,3093.9999999999995,338.3266324628178,723.2029773382961,0.3123462291774603,-3.194156589608012,55.62373594069352,11.074545056186372,14.73738583950187,1.520573820187742,6.618738983517219
race,adult,-0.149185511944939,-0.0556421451786397,0.3231151144175765,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,5.070431843852104,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,-2.6584120581801653,6.645090969505645
sex,adult,-0.1848413769030396,-0.1427479197987248,0.1190650655403831,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,-1.5213137615317438,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,-0.6925821631796651,6.645090969505645
 10th,adult,0.2148098732488325,0.0636118523460085,-0.6795311995226554,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,27.307236002137174,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,5.411985280852783,6.645090969505645
 11th,adult,0.2158176943699732,0.1436388008774067,-0.6749335486772126,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,23.20355531069577,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,5.01882024577593,6.645090969505645
 12th,adult,0.2101141924959217,-0.0066715418799572,-0.6733164046590261,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,101.86559894500408,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,10.188216338584624,6.645090969505645
 1st-4th,adult,0.2088197146562905,0.1663424124513618,-0.6689768485621281,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,304.8976823671831,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,17.512869356503913,6.645090969505645
 5th-6th,adult,0.2100456621004566,0.1312785388127854,-0.6703587358572671,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,105.6817788039102,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,10.373691011118916,6.645090969505645
 7th-8th,adult,0.2117724432752384,0.1111042172075967,-0.6727420881990073,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,53.48311685526132,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,7.446377986343404,6.645090969505645
 9th,adult,0.2112860892388451,0.1462398721898893,-0.6710252192982457,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,62.37866028691143,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,8.021118273424857,6.645090969505645
 Assoc-acdm,adult,-0.0379553690635132,-0.0922181956894907,-0.0430633159555931,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,26.649123791079177,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,5.350878234561054,6.645090969505645
 Assoc-voc,adult,0.0187972746453619,-0.0252659611434036,-0.1041537036373207,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,20.64623603881365,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,4.75740375318201,6.645090969505645
 Bachelors,adult,-0.3423967390786754,-0.0716850315711279,0.5208772106218702,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,1.0165805694079046,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,1.7366415453275872,6.645090969505645
 Doctorate,adult,-0.6721222040370977,-0.0657937806873977,0.9786353233400228,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,74.46832658645653,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,8.7418642030084,6.645090969505645
 HS-grad,adult,0.2311140039147868,0.043308755059767,-0.5487645734369246,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,-1.4523961945924933,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,0.7406369356938336,6.645090969505645
 Masters,adult,-0.4276161487255545,-0.0453730210740523,0.5232424550073597,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,14.661714873030762,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,4.080715350838873,6.645090969505645
 Preschool,adult,0.2084817092910326,0.1660731628358692,-0.6687962423209722,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,614.7966382431119,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,24.827388634344253,6.645090969505645
 Prof-school,adult,-0.6739958813704983,-0.0984309210704111,1.017371983173112,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,45.817370983856,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,6.912868758945284,6.645090969505645
 Some-college,adult,0.0871821484172288,-0.0193229341554992,-0.236020653482828,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,-0.2686908736073663,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,1.3158583622596216,6.645090969505645
 Divorced,adult,0.2043735997012696,0.0860250186706497,-0.4847478959314883,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,2.5989765431958785,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,2.1441308146041904,6.645090969505645
 Married-AF-spouse,adult,0.2083468133290197,-0.1676911463388332,-0.6694501990959966,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,1027.9967656388983,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,32.08320831915205,6.645090969505645
 Married-civ-spouse,adult,-0.4145114686262619,-0.2251703349623658,0.7674709339593396,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,-1.9838006921357836,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,0.1322198150996595,6.645090969505645
 Married-spouse-absent,adult,0.209771986970684,0.083116178067318,-0.67093938465841,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,124.1269250841251,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,11.227051629898742,6.645090969505645
 Never-married,adult,0.2911369603493708,0.175387320494719,-0.6905876085929695,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,-1.4264187443776126,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,0.7579602420833791,6.645090969505645
 Separated,adult,0.215528781793842,0.122843575560102,-0.6762354514294324,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,24.265288810279216,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,5.123436721687794,6.645090969505645
 Widowed,adult,0.215168727029736,0.0997542119731519,-0.6775077028414926,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,25.71087816343508,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,5.2625334913138815,6.645090969505645
 ?,adult,0.1837362689553225,0.102152442053062,-0.4101177079882832,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,12.9665027580082,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,3.867573071828003,6.645090969505645
 Adm-clerical,adult,0.1164798316550785,0.0383605821781171,-0.2266567232140811,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,4.589303946159284,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,2.566386132384269,6.645090969505645
 Armed-Forces,adult,0.2082120918202392,0.165858389912706,-0.6686523168654556,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,3093.999999999999,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,55.62373594069351,6.645090969505645
 Craft-repair,adult,0.1576294506527064,-0.0805865968656666,-0.5300268712551864,3094,8.037220031133012,2,103,4.634728988229636,0,0,0,0,0,0,103,0,1.0,0.0,0.0332902391725921,-3.4024910429033755,30.038834951456312,3.402491042903376,0.2485455720749838,0.7514544279250162,0.5,0.2514544279250161,2,0,0,0.0,0.0,0,-1.9838006921357836,3094.0,397.0712199535667,781.97380538422,3.185566755930993,-3.1101431281397782,55.62373594069352,12.501701591659458,15.56688250962502,2.276731864668597,6.645090969505645
