,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.794,0.103,0.753,0.113,0.625,0.237,0.7,0.198,0.649,0.203
1,Random Forest,0.829,0.122,0.772,0.146,0.733,0.189,0.685,0.222,0.684,0.182
2,XGBoost,0.814,0.113,0.766,0.126,0.687,0.186,0.723,0.192,0.685,0.15
