,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.743,0.131,0.709,0.139,0.655,0.261,0.626,0.144,0.63,0.197
1,Random Forest,0.78,0.151,0.753,0.144,0.745,0.224,0.676,0.128,0.702,0.169
2,XGBoost,0.76,0.141,0.738,0.145,0.708,0.213,0.692,0.094,0.692,0.155
