,variable,correlation_true,correlation_pred,mutual_info,unpriv_prob,priv_prob,unbalance,statistical_parity,equal_opportunity,average_odds
0,age,0.18613637435651909,0.4622188175546763,0.026797609682706114,0.3968871595330739,0.283987915407855,1.190661478599222,0.27695816238964577,-0.08265249744319181,-0.5212595095986493
1,sex,-0.053968184951851676,-0.18073411830308303,0.0016657939435029967,0.3182957393483709,0.36507936507936506,0.9548872180451128,-0.09802283486494012,0.09663046505151762,0.18527322431882715
0,age,0.24888913739140592,0.46042167592783195,0.03679534785111507,0.42424242424242425,0.23148148148148148,1.3339815264948953,0.37864758698092027,-0.16077441077441074,-0.7218721502551559
1,sex,-0.17041489219833744,-0.15638872352991828,0.018280843417701476,0.2748091603053435,0.40512820512820513,0.864105808874556,-0.13787433940105692,0.17056175376786065,0.21287034697175064
0,age,0.1914632595287888,0.34393135258650454,0.02142631068236872,0.36538461538461536,0.22560975609756098,1.2712790168411472,0.24094746716697935,-0.08888367729831137,-0.4393663791508798
1,sex,-0.07630072172003662,-0.17923502245012268,0.0034552731118385194,0.26932668329177056,0.32620320855614976,0.9370656199737344,-0.15133289770226843,0.10663181618147144,0.3176929997273532
0,age,0.24931146827432102,0.3244725509455836,0.0373374182950347,0.3511450381679389,0.18404907975460122,1.3583768581759743,0.1968810003278228,-0.0622160820493608,-0.25760148452973863
1,sex,-0.008477530761864601,-0.1241742978798347,0.004453681189406533,0.2718204488778055,0.22994652406417113,1.0515159469746684,-0.09999066504860843,0.06138397322202516,0.295829343054837
0,age,0.18495143270848516,0.46451557944110494,0.02014616078105877,0.4083969465648855,0.26380368098159507,1.244235256891983,0.34690675783262304,-0.06924085608579589,-0.6773130490566567
1,sex,-0.07900318423723468,-0.23795811440120235,0.004948395152094248,0.2951653944020356,0.39487179487179486,0.8992603725823676,-0.2525347426110785,0.03769817968291245,0.4314828040255145
0,age,0.14604894507310034,0.3455553039454153,0.012142817473719453,0.3675889328063241,0.25149700598802394,1.2190661217927246,0.2602896972852714,-0.13540507916972383,-0.5240426267281106
1,sex,-0.05091805771143276,-0.20204887402322624,0.001666612152903535,0.2839506172839506,0.34065934065934067,0.9416893352863221,-0.18875322208655543,0.06309862976529645,0.36618666473215006
0,age,0.25199098502676204,0.4817184394813486,0.03633508530841942,0.42105263157894735,0.2118380062305296,1.3730994152046783,0.3266226313447169,-0.09832993699201276,-0.5988557478327299
1,sex,-0.13313246554121952,-0.24170748694825997,0.010103735084546067,0.2623376623376623,0.3910891089108911,0.8555122655122656,-0.16722386524366725,0.08487848784878493,0.28630151356172884
0,age,0.19411579564324827,0.3722895998213357,0.02134954740891687,0.42292490118577075,0.25149700598802394,1.2997744345342799,0.2575323660978438,-0.14798466308489744,-0.46891527820960666
1,sex,-0.1054733365813774,-0.20080275174822132,0.013624825570205168,0.27817745803357313,0.4411764705882353,0.8549223448466359,-0.22123007476371845,0.05038792495415434,0.3278600872670851
0,age,0.18373149228934407,0.306575917848113,0.02047800152443019,0.3677685950413223,0.23768115942028986,1.2624571069547148,0.21180979758054858,-0.12905737214037605,-0.4153842309057315
1,sex,-0.0997990440541695,-0.1255709385363591,0.00558731036302193,0.26506024096385544,0.3546511627906977,0.9098851546537026,-0.14080975063042872,0.10375455309610526,0.2323867832064553
0,age,0.16947617089702874,0.3499739044462036,0.01866382600637717,0.3515625,0.24471299093655588,1.206825657894737,0.2446657854984894,-0.06004531722054385,-0.45483504387922064
1,sex,-0.06313166268032407,-0.08809378771938241,0.007606322301803553,0.2907268170426065,0.2925531914893617,0.9979920561638013,-0.08411987415346878,0.0928518103770064,0.173650059162106
