,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.7535139313753564,0.21308381446964186,0.7991713187932064,0.04240036426210503,0.7137140774780237,0.18548602239064046,0.7861607494494736,0.11777596150464553,0.7377338224604106,0.12856485828166161
1,Random Forest,0.8240894625937563,0.16664729925316624,0.8523707443832583,0.05953699136382985,0.8362977590578226,0.13878199962569845,0.7302565879293594,0.12090420578933957,0.77954151660161,0.12865216226141715
2,XGBoost,0.8144042400403869,0.15768217178678648,0.8590549626413478,0.06300084633149612,0.8684490665236279,0.07672607040316175,0.7332677104516578,0.13063909028182694,0.792981586586577,0.10627786192969826
