,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.5565017298304424,0.3000097229908026,0.6980760501006741,0.07743855816642313,0.6225740256441068,0.30306597534789215,0.4697435618286783,0.20506108851183266,0.48823357106720044,0.2517502426655744
1,Random Forest,0.7127860489367122,0.3035628890773108,0.7358237021311094,0.0877485384231538,0.7022355237614382,0.3136125387311802,0.5988312617351802,0.22240041158023552,0.571441658079469,0.24949620412302562
2,XGBoost,0.746012063144139,0.2446751009971541,0.7886100852759952,0.04536014053518088,0.7307808930734947,0.29646988195516155,0.6616942436054563,0.08642147247202413,0.6580250639224443,0.19841388699409762
