,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.631,0.242,0.617,0.198,0.582,0.252,0.542,0.271,0.517,0.265
1,Random Forest,0.783,0.124,0.745,0.116,0.687,0.208,0.719,0.135,0.697,0.176
2,XGBoost,0.787,0.149,0.746,0.118,0.69,0.218,0.688,0.166,0.682,0.19
