,model,ap,ap,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,MLP,0.784,0.145,0.761,0.146,0.674,0.229,0.699,0.179,0.678,0.191
1,Random Forest,0.81,0.102,0.772,0.093,0.714,0.194,0.669,0.107,0.685,0.136
2,XGBoost,0.802,0.117,0.753,0.109,0.708,0.191,0.607,0.172,0.644,0.153
