,model_id,score_threshold,k,attribute_name,attribute_value,accuracy,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,0,binary 0/1,20354,gender_Female,0,0.7813765182186235,1.0,0.0,,0.21862348178137653,1.0,0.0,,0.7813765182186235,9386,0,0.46113785988012185,1.0,2052,0,0,7334,7334,2052,9386,20354,0.7813765182186235,0.8557622173595915,1.0,1.0187990551381196,0.9381308091463763,,1.0,,1.0,,,1,1,1,1,1,1,1,1,1,1
1,0,binary 0/1,20354,gender_Female,1,0.7669584245076586,1.0,0.0,,0.23304157549234136,1.0,0.0,,0.7669584245076586,10968,0,0.5388621401198782,1.0,2556,0,0,8412,8412,2556,10968,20354,0.7669584245076586,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1,1,1,1,1,1,1,1,1,1
