,model_id,score_threshold,k,attribute_name,attribute_value,accuracy,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,0,binary 0/1,32,gender_F,0,0.8846153846153846,0.9545454545454546,0.5,0.3333333333333333,0.08695652173913043,0.5,0.045454545454545456,0.6666666666666666,0.9130434782608695,23,3,0.71875,0.8846153846153846,2,1,2,21,22,4,26,43,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0
1,0,binary 0/1,32,gender_F,1,0.8823529411764706,0.8888888888888888,0.875,0.125,0.1111111111111111,0.125,0.1111111111111111,0.875,0.8888888888888888,9,8,0.28125,0.5294117647058824,1,1,7,8,9,8,17,43,0.5294117647058824,0.391304347826087,0.5984654731457801,0.9735449735449736,1.2777777777777777,0.375,0.25,2.444444444444444,0.9312169312169312,1.75,1.3125,0,0,0,0,0,0,0,0,0,0
